"flag","name","description",
"$ITM_W_STAFF_18","炎の番人+","銀メッキの杖。古代クウェイド語でデザインが施されているが、古い言葉である上に銀が黒ずみ、ほぼ解読不能だが、「炎を抱く者」、「燃やし尽くす陶酔」というフレーズが頻繁に出てくる。焼け焦げた両端は、炎の儀式で使われたことを暗示している。呪文の効果で、通常よりも強力。",
"$ITM_W_STAFF_19","コゾモンのしゃく+","古いオークの杖。古代アッシュ語で「コゾモン・カスタンキム」とあり、セリーニ第一使徒の物のようだ。クウェイド戦争後期の牧師会議場略奪事件で紛失したと言われていた。飾りの宝石は盗まれているが、杖は無傷。長年の崇拝と火事で変色しているが、強度は変わりない。呪文の効果で、通常よりも強力。",
"$ITM_W_STAFF_20","ステッキ+","硬く頑丈な杖。呪文の効果で、通常よりも強力。",
"$ITM_W_STAFF_21","羊飼いの杖+","簡素なデザインの羊飼いの杖。呪文の効果で、通常よりも強力。",
"$ITM_W_STAFF_22","オークの杖+","きれいに彫られたオーク製の杖。頑丈な革のグリップが付いている。呪文の効果で、通常よりも強力。",
"$ITM_W_STAFF_23","こん棒+","頑丈なオーク製の杖。杖の端に穴を空けて、鉛を重りとして入れている。呪文の効果で、通常よりも強力。",
"$ITM_W_STAFF_24","鋼樹の杖+","上質の杖。最も珍しい種類の木を彫って作られている。呪文の効果で、通常よりも強力。",
"$ITM_W_STAFF_25","鉄の石突きの杖+","頑丈な杖。長い鉄の板で補強されている。呪文の効果で、通常よりも強力。",
"$ITM_W_STAFF_26","巡礼者の杖+","セリーニの修道士が巡礼者に無償で配布していた杖。柄は鉄のプレートで補強されており、木の表面には祈りの言葉が彫られている。呪文の効果で、通常よりも強力。",
"$ITM_W_BOOK_1","ショックライトニング","ライトニングで敵を感電させ、一時的に麻痺状態にする。",
"$ITM_W_BOOK_2","チェインライトニング","威力は下がるが、レベルに応じて、より多くの敵を雷で感電させられる。",
"$ITM_W_BOOK_3","憤怒の幕開け","新たに召喚されたディフェンダーが、憤怒状態になる。",
"$ITM_W_BOOK_4","憤怒の終焉","HPが25％以下のディフェンダーが、憤怒状態になる。",
"$ITM_W_BOOK_5","裁きの輝き","ヒーリングを使うと、すべての敵が盲目状態になる。",
"$ITM_W_BOOK_6","栄光の輝き","ヒーリングを使うと、すべての敵が光状態になる。",
"$ITM_W_BOOK_7","スロースタート","新たに出現した敵の動きが、一時的に鈍る。",
"$ITM_W_BOOK_8","スローエンド","敵の動きが、$MCGに近づくにつれて鈍る。",
"$ITM_W_BOOK_9","クリスタルパッチ","$MCGの周囲にクリスタルが存在する状態でバトルがスタートする。",
"$ITM_W_BOOK_10","Psiシールド","敵が$MCGを攻撃すると、HPの代わりにPsiが失われる。クリスタル使用時の消費Psiが減少する。",
"$ITM_W_BOOK_11","爆発の幕開け","ディフェンダーを召喚したりブーストすると、小爆発が起こる。",
"$ITM_W_BOOK_12","爆発の終焉","ディフェンダーが倒されると、小爆発が起こる。",
"$ITM_W_BOOK_13","疫病の書","$MCGとボスを除く、すべてのディフェンダーと敵が、永久に毒状態になる。",
"$ITM_W_BOOK_14","血の書","$MCGを含むすべてのディフェンダーとボスを除いたすべての敵が、永久に出血状態になる。",
"$ITM_W_BOOK_15","シナジーの書","氷、水、火が、互いの力を打ち消さなくなる。",
"$ITM_W_BOOK_16","忘却の谷","若いアッシュ人の図書館司書の自伝。この本に魔力はない。著者は死病から生き延びたが、気づけば死病の集団墓地にいた人物。日記形式で書かれており、多くのイラストがついている。炭や樹液、血など即席で用意した素材で書かれた。",
"$ITM_W_BOOK_17","大胆不敵の書","バトルで倒される、あるいは帰還したディフェンダーは、二度と召喚できなくなる。",
"$ITM_W_BOOK_18","沈黙の書","$MCGは、バトルで呪文をかけることができなくなる。",
"$ITM_W_BOOK_19","フェイスの書","ヘルチャレンジにだけ、効果がある。<N>不定期に顔がアップデートする、とても奇妙な本。",
"$ITM_W_BOOK_20","匿名の書","ヘルチャレンジにだけ、効果がある。<N>ディフェンダーが匿名となり、攻撃回避率が3%上昇。ただし、TROLLOLOLOLの敵と戦う時に受けるダメージが2倍になる。",
"$ITM_W_BOOK_21","秘密の書","耳元に持ってくるとささやく声が聞こえる。<N><N>次回作のためにこの本を持っておこう。",
