flag	content
$LINE_HOSPITAL_INTRO_140_CHAR	$HEA
$LINE_HOSPITAL_INTRO_140_TEXT	Tagtäglich sahen wir Ash einen Schritt näher an der Zerstörung.
$LINE_HOSPITAL_INTRO_150_CHAR	$HEA
$LINE_HOSPITAL_INTRO_150_TEXT	Dann, inmitten der Ruinen einer feindlichen Stadt, machte Prinz Zelemir eine Entdeckung.
$LINE_HOSPITAL_INTRO_160_CHAR	$HEA
$LINE_HOSPITAL_INTRO_160_TEXT	Der Ort einer urtümlichen Macht, verloren gegangen in längst vergangenen Zeitaltern.
$LINE_HOSPITAL_INTRO_170_CHAR	$HEA
$LINE_HOSPITAL_INTRO_170_TEXT	Mit den Feinden vor unseren Toren schmiedete er einen Plan.
$LINE_HOSPITAL_INTRO_180_CHAR	$HEA
$LINE_HOSPITAL_INTRO_180_TEXT	Einen dunklen Plan, aus Verzweiflung heraus geboren.
$LINE_HOSPITAL_INTRO_190_CHAR	$HEA
$LINE_HOSPITAL_INTRO_190_TEXT	Und ich, in meiner Narrheit, half ihm.
$LINE_HOSPITAL_INTRO_200_CHAR	$HEA
$LINE_HOSPITAL_INTRO_200_TEXT	*$MCG, ich habe mich für den Rest meines Lebens verschrieben, Zelemirs Zerstörung so gut ich kann rückgängig zu machen.
$LINE_HOSPITAL_INTRO_210_CHAR	$HEA
$LINE_HOSPITAL_INTRO_210_TEXT	Aus welchem Grund auch immer hat er EUCH als Mittelpunkt seines Wahnsinns ausgesucht.
$LINE_HOSPITAL_INTRO_220_CHAR	$HEA
$LINE_HOSPITAL_INTRO_220_TEXT	Falls wir erfahren können warum, könnten wir das vielleicht gegen ihn verwenden.
$LINE_HOSPITAL_INTRO_230_CHAR	$HEA
$LINE_HOSPITAL_INTRO_230_TEXT	*Ihr habt gesehen, wozu er imstande ist, $MCG. Wollt Ihr mir dabei helfen?
$LINE_HOSPITAL_INTRO_240_CHAR	$MCG
$LINE_HOSPITAL_INTRO_240_TEXT	So gut ich kann.
$SCENE_HOSPITAL_OUTRO_TITLE	In die Wüste
$LINE_HOSPITAL_OUTRO_00_CHAR	$HEA
$LINE_HOSPITAL_OUTRO_00_TEXT	Bereitet euch vor. Wir haben einen langen Marsch vor uns.
$LINE_HOSPITAL_OUTRO_10_CHAR	$MCG
$LINE_HOSPITAL_OUTRO_10_TEXT	Wo gehen wir hin?
$LINE_HOSPITAL_OUTRO_20_CHAR	$HEA
$LINE_HOSPITAL_OUTRO_20_TEXT	In dieselbe Stadt, in der Zelemir die Geschichte der dunklen Mächte fand.
$LINE_HOSPITAL_OUTRO_30_CHAR	$HEA
$LINE_HOSPITAL_OUTRO_30_TEXT	Ich hoffe, dass dieselben Aufzeichnungen der Schlüssel dafür sind, warum er hinter Euch her ist ... und wie wir es gegen ihn verwenden können.
$LINE_HOSPITAL_OUTRO_40_CHAR	$MCG
$LINE_HOSPITAL_OUTRO_40_TEXT	Diese Stadt ist hier ... in der Grube?
$LINE_HOSPITAL_OUTRO_50_CHAR	$HEA
$LINE_HOSPITAL_OUTRO_50_TEXT	Ja, ein Relikt aus einer Zeit vor dem Krieg.
$LINE_HOSPITAL_OUTRO_60_CHAR	$MCG
$LINE_HOSPITAL_OUTRO_60_TEXT	Was ist mit Zelemir? Wenn er den Ort bereits kennt...	
$LINE_HOSPITAL_OUTRO_70_CHAR	$HEA
$LINE_HOSPITAL_OUTRO_70_TEXT	Ja, die Gefahr, dass er unsere Bewegungen vorhersieht, besteht.
$LINE_HOSPITAL_OUTRO_80_CHAR	$HEA
$LINE_HOSPITAL_OUTRO_80_TEXT	Aber wir können nicht hier bleiben. Wenn wir uns schnell und leichtfüßig genug bewegen, könnten wir uns in der Stadt verschanzen, bevor er seine Truppen wiederaufbauen kann.
$SCENE_3_3_INTRO_TITLE	Die Wüstenfestung
$LINE_3_3_INTRO_00_CHAR	$HEA
$LINE_3_3_INTRO_00_TEXT	Unser geheimer Eingang ist hier im Wüstenboden.
$LINE_3_3_INTRO_10_CHAR	$RAN
$LINE_3_3_INTRO_10_TEXT	Der Feind ist uns auf den Fersen!
$LINE_3_3_INTRO_20_CHAR	$HEA
$LINE_3_3_INTRO_20_TEXT	Das ist Zelemirs Vorhut.
$LINE_3_3_INTRO_30_CHAR	$HEA
$LINE_3_3_INTRO_30_TEXT	Wir waren zu langsam.
$LINE_3_3_INTRO_40_CHAR	$RAN
$LINE_3_3_INTRO_40_TEXT	Schnell, wir müssen in die Stadt gelangen!
$LINE_3_3_INTRO_50_CHAR	$HEA
$LINE_3_3_INTRO_50_TEXT	Nein! Wenn wir jetzt fliehen, wird das Tor in Feindeshänden sein.
$LINE_3_3_INTRO_60_CHAR	$HEA
$LINE_3_3_INTRO_60_TEXT	Die gesamte Streitmacht wird folgen und wir werden in einem Labyrinth verschlungener Straßen ohne Ausgang gefangen sein.
$LINE_3_3_INTRO_70_CHAR	$HEA
$LINE_3_3_INTRO_70_TEXT	Wir müssen sie hier besiegen und den Eingang hinter uns zerstören.
$SCENE_3_3_OUTRO_TITLE	Juwel der Wüste
$NARR_3_3_OUTRO_00_TEXT	AKT IV
$NARR_3_3_OUTRO_00_SUB_TEXT	*Ich kann nicht sagen, wie lange ich an dem Ort unter der Erde war -$NWochen, Monate vielleicht, ohne Sonne,$Njeden Moment mit der Angst vor der sich windenden Schwärze und den Dingen, die sich in ihr bewegten, lebend.
$NARR_3_3_OUTRO_00_SUB_SUB_TEXT	*$N$N$N$N$N– aus den gesammelten Geschichten Klest Kadas, dem Nomadenabenteurer
$LINE_3_3_OUTRO_00_CHAR	$BER
$LINE_3_3_OUTRO_00_TEXT	*Ja! Sp�rt den Zorn von $BER! Flieht vor meiner rauen aber doch irgendwie verf�hrerischen und sinnlichen Gro�artigkeit!	
$LINE_3_3_OUTRO_10_CHAR	$BER
$LINE_3_3_OUTRO_10_TEXT	*Flieht solange ihr noch könnt, ihr armseligen Schufte! Ihr plappernden, scheußlichen Taugenichtse! Ihr ... Ihr ...weibischen Paviane!
$LINE_3_3_OUTRO_20_CHAR	$HEA
$LINE_3_3_OUTRO_20_TEXT	...
$LINE_3_3_OUTRO_30_CHAR	$BER
$LINE_3_3_OUTRO_30_TEXT	Glaubst du der Letzte war zu viel? Ich versuche, stets innovativ zu bleiben, weißt du. Neue Beleidigungen ausprobieren.
$LINE_3_3_OUTRO_40_CHAR	$HEA
$LINE_3_3_OUTRO_40_TEXT	Bist du so langsam mal fertig? Ich muss den Eingang hinter uns versiegeln.
$LINE_3_3_OUTRO_50_CHAR	$BER
$LINE_3_3_OUTRO_50_TEXT	Wow ... Du kannst Sachen mit deinem Geist explodieren lassen?
$LINE_3_3_OUTRO_60_CHAR	$BER
$LINE_3_3_OUTRO_60_TEXT	Vergebt mir! Bitte sprengt nicht meinen Kopf mit Euren gedankengeladenen Kräften!
$LINE_3_3_OUTRO_70_CHAR	$BER
$LINE_3_3_OUTRO_70_TEXT	Ich werde die Schuhe, die ich aus Eurem Beutel stahl, zurückgeben, ich gelobe es! Ich zahle Euch einhundert Schuhe zurück, tausend sogar!
$LINE_3_3_OUTRO_80_CHAR	$HEA
$LINE_3_3_OUTRO_80_TEXT	Beruhige dich. Die hier wachsenden Kristalle sind von Natur aus instabil. Das Quaid-Reich errichtete diese Stadt, um diese Mineralvorkommen für den Krieg abzubauen.
$LINE_3_3_OUTRO_90_CHAR	$HEA
$LINE_3_3_OUTRO_90_TEXT	Ich nutzte eine einfache Lunte, um die Explosion auszulösen.
$LINE_3_3_OUTRO_100_CHAR	$BER
$LINE_3_3_OUTRO_100_TEXT	Wie, was? Oh, dann vergiss alles.
$SCENE_3_4_INTRO_TITLE	Wandschmierereien
$LINE_3_4_INTRO_00_CHAR	$HEA
$LINE_3_4_INTRO_00_TEXT	Vor Jahren liefen Zelemir und ich zusammen diese Hallen entlang, durch die Schlacht noch immer blutüberströmt.
$LINE_3_4_INTRO_10_CHAR	$MCG
$LINE_3_4_INTRO_10_TEXT	Hat Zelemir hier den Quell seiner Macht gefunden?
$LINE_3_4_INTRO_20_CHAR	$HEA
$LINE_3_4_INTRO_20_TEXT	Nein, er fand eine geheimnisvolle Erzählung, die in so altertümlichem Quaid geschrieben war, dass sogar ein ausgezeichneter Gelehrter wie Zelemir sie kaum entziffern konnte.
$LINE_3_4_INTRO_30_CHAR	$MCG
$LINE_3_4_INTRO_30_TEXT	Wenn diese altertümliche Macht also woanders ist, was machen wir dann hier?
$LINE_3_4_INTRO_40_CHAR	$HEA
$LINE_3_4_INTRO_40_TEXT	Zelemir fürchtet Euch. Vermutlich wegen etwas, das er in der Erzählung las - etwas, das er zu der Zeit nicht mit mir teilte ...
$LINE_3_4_INTRO_50_CHAR	$HEA
$LINE_3_4_INTRO_50_TEXT	... wie auch viele andere Punkte seines Plans nicht.
$LINE_3_4_INTRO_60_CHAR	$MCG
$LINE_3_4_INTRO_60_TEXT	Ihr konntet es nicht wissen.
$LINE_3_4_INTRO_70_CHAR	$HEA
$LINE_3_4_INTRO_70_TEXT	Ich hätte es erraten müssen.
$LINE_3_4_INTRO_80_CHAR	$HEA
$LINE_3_4_INTRO_80_TEXT	Aber haltloser Kummer hilft auch nichts. Ich muss nun das Monster ausgleichen, an dessen Erschaffung ich beteiligt war.
$LINE_3_4_INTRO_90_CHAR	$HEA
$LINE_3_4_INTRO_90_TEXT	Ich muss diese geheime Aufzeichnung finden und erfahren, was Zelemir so sehr fürchtet.
$LINE_3_4_INTRO_100_CHAR	$MCG
$LINE_3_4_INTRO_100_TEXT	Ihr glaubt also, dass Ihr es diesmal lesen könnt?
$LINE_3_4_INTRO_110_CHAR	$HEA
$LINE_3_4_INTRO_110_TEXT	Ich hatte jahrelang Zeit … darüber hinaus - diesmal haben wir eine Quaid-Prinzessin unter uns.
$LINE_3_4_INTRO_120_CHAR	$MCG
$LINE_3_4_INTRO_120_TEXT	Und sie wird uns helfen? Mit Eurer Vergangenheit -
$LINE_3_4_INTRO_130_CHAR	$HEA
$LINE_3_4_INTRO_130_TEXT	*$MCG! Irgendwas bewegt sich!
$LINE_3_4_INTRO_140_CHAR	$MCG
$LINE_3_4_INTRO_140_TEXT	Aber ich dachte, Ihr hättet den Eingang versiegelt!
$LINE_3_4_INTRO_150_CHAR	$HEA
$LINE_3_4_INTRO_150_TEXT	Das habe ich! Es muss etwas Anderes sein!
$LINE_3_4_INTRO_160_CHAR	$MCG
$LINE_3_4_INTRO_160_TEXT	Alle Mann, zu mir!
$SCENE_3_4_OUTRO_TITLE	Treibstoff der Kriegsmaschine
$LINE_3_4_OUTRO_00_CHAR	$MCG
$LINE_3_4_OUTRO_00_TEXT	Was war das für ein Kristall?
$LINE_3_4_OUTRO_10_CHAR	$HEA
$LINE_3_4_OUTRO_10_TEXT	Er spielte einst eine wesentliche Rolle für Quaid-Belagerungswaffen.
$LINE_3_4_OUTRO_20_CHAR	$HEA
$LINE_3_4_OUTRO_20_TEXT	Die Minen unterhalb der Stadt sind damit durchzogen.
$LINE_3_4_OUTRO_30_CHAR	$MCG
$LINE_3_4_OUTRO_30_TEXT	Glaubt Ihr, daher kamen diese Wiedergänger?
$LINE_3_4_OUTRO_40_CHAR	$HEA
$LINE_3_4_OUTRO_40_TEXT	Nein, sie trugen Ash-Uniformen ... Oder was zumindest davon übrig war.
$LINE_3_4_OUTRO_50_CHAR	$HEA
$LINE_3_4_OUTRO_50_TEXT	Diese Männer waren Ritter des Ash-Königreichs.
$LINE_3_4_OUTRO_60_CHAR	$MCG
$LINE_3_4_OUTRO_60_TEXT	Wir haben den Eingang hinter uns verschlossen! Wie hätten sie hier herkommen können?
$LINE_3_4_OUTRO_70_CHAR	$HEA
$LINE_3_4_OUTRO_70_TEXT	Ich weiß es nicht ...
$LINE_3_4_OUTRO_80_CHAR	$HEA
$LINE_3_4_OUTRO_80_TEXT	Aber nun können wir nicht umkehren.
$LINE_3_4_OUTRO_90_CHAR	$HEA
$LINE_3_4_OUTRO_90_TEXT	Unser Ziel ist das Königliche Archiv.
$LINE_3_4_OUTRO_100_CHAR	$MCG
$LINE_3_4_OUTRO_100_TEXT	Warte ... dieser Kristall ...
$LINE_3_4_OUTRO_110_CHAR	$MCG
$LINE_3_4_OUTRO_110_TEXT	Die physische Erscheinung richtet sich nach dem Geist.
$LINE_3_4_OUTRO_120_CHAR	$MCG
$LINE_3_4_OUTRO_120_TEXT	Und dieser Geist ... kann durch die richtigen Augen gesehen ... gerufen werden ...
$LINE_3_4_OUTRO_130_CHAR	$MCG
$LINE_3_4_OUTRO_130_TEXT	Ich glaube, ich verstehe.
$SCENE_3_5_INTRO_TITLE	Triff den Ritter
$LINE_3_5_INTRO_00_CHAR	$RAN
$LINE_3_5_INTRO_00_TEXT	... Ich sag ja nur, plante ich eine Stadt, wählte ich vermutlich einen anderen Ort.
$LINE_3_5_INTRO_10_CHAR	$RAN
$LINE_3_5_INTRO_10_TEXT	Du weißt schon, irgendeinen Ort, der nicht eine Million Tonnen Sprengstoff unter sich hat.
$LINE_3_5_INTRO_20_CHAR	EINZELNER RITTER
$LINE_3_5_INTRO_20_TEXT	Achtung! Sie kommen wieder!
$LINE_3_5_INTRO_30_CHAR	$RAN
$LINE_3_5_INTRO_30_TEXT	Wer zur Hölle bist du?
$SCENE_3_5_OUTRO_TITLE	Eine Königliche Schuld
$LINE_3_5_OUTRO_00_CHAR	$KNI
$LINE_3_5_OUTRO_00_TEXT	Ihr seid gerade zur richtigen Zeit hier eingetroffen.
$LINE_3_5_OUTRO_10_CHAR	$KNI
$LINE_3_5_OUTRO_10_TEXT	Ich stehe in Eurer Schuld, meine Dame.
$LINE_3_5_OUTRO_20_CHAR	$KNI
$LINE_3_5_OUTRO_20_TEXT	Es hat in dieser chaotischen Welt nicht viel zu bedeuten, aber ich halte mich an die Traditionen meiner Familie.
$LINE_3_5_OUTRO_30_CHAR	$KNI
$LINE_3_5_OUTRO_30_TEXT	Ein Leben für ein Leben. Ich stehe Euch zur Verfügung, bis diese Schuld getilgt ist.
$LINE_3_5_OUTRO_40_CHAR	$KNI
$LINE_3_5_OUTRO_40_TEXT	Das Königliche Haus von Ash verlangt nicht weniger.
$LINE_3_5_OUTRO_50_CHAR	$MCG
$LINE_3_5_OUTRO_50_TEXT	Das Königliche Haus? Ihr seid ein -
$LINE_3_5_OUTRO_60_CHAR	$KNI
$LINE_3_5_OUTRO_60_TEXT	Ein unbedeutender Adeliger, um es genau zu nehmen, aber das Blut in meinen Adern verlangt dennoch, dass ich meine Familienehre bewahre.
$LINE_3_5_OUTRO_70_CHAR	$MCG
$LINE_3_5_OUTRO_70_TEXT	Wir sind es, die geehrt sind, Prinz.
$LINE_3_5_OUTRO_80_CHAR	$KNI
$LINE_3_5_OUTRO_80_TEXT	Kniet nicht vor mir, meine Dame. Ich bin der, der dienen muss.
$LINE_3_5_OUTRO_90_CHAR	$KNI
$LINE_3_5_OUTRO_90_TEXT	Mein Schwert hört auf Euren Befehl, in jeder Eurer Unternehmungen.
$LINE_3_5_OUTRO_100_CHAR	$KNI
$LINE_3_5_OUTRO_100_TEXT	Ich meine, in einem vernünftigen Rahmen.
$LINE_3_5_OUTRO_110_CHAR	$KNI
$LINE_3_5_OUTRO_110_TEXT	Nichts im Sinne von <LQ>Steh auf einem Bein und sing das Liebeskummerlamalied r�ckw�rts im Falsett!<RQ>	
$LINE_3_5_OUTRO_120_CHAR	$KNI
$LINE_3_5_OUTRO_120_TEXT	Ihr w�rt erstaunt, was f�r verr�ckte Ideen Leute haben, wenn sie <LQ>Lebensschuld<RQ> h�ren.	
$LINE_3_5_OUTRO_130_CHAR	$MCG
$LINE_3_5_OUTRO_130_TEXT	Das <LQ>Liebeskummerlamalied?<RQ>	
$LINE_3_5_OUTRO_140_CHAR	$KNI
$LINE_3_5_OUTRO_140_TEXT	Versucht's erst gar nicht.
$SCENE_GUARD_TOWN_INTRO_TITLE	Versteck der Wachen
$LINE_GUARD_TOWN_INTRO_00_CHAR	$HEA
$LINE_GUARD_TOWN_INTRO_00_TEXT	Ich hätte nicht erwartet, noch irgendwen lebendig in der Zitadelle vorzufinden.
$LINE_GUARD_TOWN_INTRO_10_CHAR	$KNI
$LINE_GUARD_TOWN_INTRO_10_TEXT	Die Bewohner der der Grube haben nur wenig Mitleid mit einem Wächter, der selbst zu den Infizierten gehört.
$LINE_GUARD_TOWN_INTRO_20_CHAR	$KNI
$LINE_GUARD_TOWN_INTRO_20_TEXT	Am Rande: Massenschlägereien sind bei Weitem nicht so toll wie sie sich anhören.
$LINE_GUARD_TOWN_INTRO_30_CHAR	$KNI
$LINE_GUARD_TOWN_INTRO_30_TEXT	Wie dem auch sei, einige der älteren Veteranen erinnerten sich an den geheimen Eingang der Zitadelle - ein Ort, an dem wir vor Vergeltung geschützt waren.
$LINE_GUARD_TOWN_INTRO_40_CHAR	$KNI
$LINE_GUARD_TOWN_INTRO_40_TEXT	Aber selbst hier sind wir nicht vor der Seuche gefeit.
$LINE_GUARD_TOWN_INTRO_50_CHAR	$HEA
$LINE_GUARD_TOWN_INTRO_50_TEXT	Die gepanzerten Wiedergänger.
$LINE_GUARD_TOWN_INTRO_60_CHAR	$KNI
$LINE_GUARD_TOWN_INTRO_60_TEXT	Sie waren einst Mitglieder dieses Camps. Jeder von uns, der durch diese höllische Seuche stirbt, stärkt ihre Zahlen.
$LINE_GUARD_TOWN_INTRO_70_CHAR	$HEA
$LINE_GUARD_TOWN_INTRO_70_TEXT	Dann ist es für uns nicht sicher, hier lange zu bleiben.
$SCENE_GUARD_TOWN_OUTRO_TITLE	Ein Wort der Warnung
$LINE_GUARD_TOWN_OUTRO_00_CHAR	$KNI
$LINE_GUARD_TOWN_OUTRO_00_TEXT	Ihr beabsichtigt, weiter in die Stadt vorzurücken?
$LINE_GUARD_TOWN_OUTRO_10_CHAR	$HEA
$LINE_GUARD_TOWN_OUTRO_10_TEXT	Es ist zwingend notwendig, dass wir das Königliche Archiv erreichen.
$LINE_GUARD_TOWN_OUTRO_20_CHAR	$HEA
$LINE_GUARD_TOWN_OUTRO_20_TEXT	Die Informationen dort könnten das Blatt in diesem Desaster wenden.
$LINE_GUARD_TOWN_OUTRO_30_CHAR	$KNI
$LINE_GUARD_TOWN_OUTRO_30_TEXT	Ich sollte euch warnen, dass in der Stadt mehr Gefahren als nur die Wiedergänger lauern.
$LINE_GUARD_TOWN_OUTRO_40_CHAR	$KNI
$LINE_GUARD_TOWN_OUTRO_40_TEXT	Kreaturen des Feuers schlafen hier an den dunklen Orten der Erde.
$LINE_GUARD_TOWN_OUTRO_50_CHAR	$HEA
$LINE_GUARD_TOWN_OUTRO_50_TEXT	Wir werden uns jeder notwendigen Gefahr stellen.
$LINE_GUARD_TOWN_OUTRO_60_CHAR	$KNI
$LINE_GUARD_TOWN_OUTRO_60_TEXT	Dennoch, ein Wort der Warnung ...
$LINE_GUARD_TOWN_OUTRO_70_CHAR	$KNI
$LINE_GUARD_TOWN_OUTRO_70_TEXT	Hier sind Drachen.
$LINE_GUARD_TOWN_OUTRO_80_CHAR	$KNI
$LINE_GUARD_TOWN_OUTRO_80_TEXT	Das wollte ich schon immer mal gesagt haben!
$LINE_GUARD_TOWN_OUTRO_90_CHAR	$KNI
$LINE_GUARD_TOWN_OUTRO_90_TEXT	Aber allen Ernstes, mein Freund: Drachen.
$SCENE_SIDEQUEST_5_GET_TITLE	Ein Schatten bewegt sich
$LINE_SIDEQUEST_5_GET_00_CHAR	$BER
$LINE_SIDEQUEST_5_GET_00_TEXT	Hey Bösewichte! Irgendwer von euch hier?
$LINE_SIDEQUEST_5_GET_10_CHAR	$BER
$LINE_SIDEQUEST_5_GET_10_TEXT	...
$LINE_SIDEQUEST_5_GET_20_CHAR	$BER
$LINE_SIDEQUEST_5_GET_20_TEXT	Nicht? Gut! Ok, wir sind hier fertig. Lasst uns essen gehen!
$LINE_SIDEQUEST_5_GET_30_CHAR	$KNI
$LINE_SIDEQUEST_5_GET_30_TEXT	Ja, genau so funktioniert Wachdienst.
$LINE_SIDEQUEST_5_GET_40_CHAR	$BER
$LINE_SIDEQUEST_5_GET_40_TEXT	Oh, stimmt! Ich hab den wichtigsten Teil vergessen:
$LINE_SIDEQUEST_5_GET_50_CHAR	$BER
$LINE_SIDEQUEST_5_GET_50_TEXT	Gut aussehen!
$LINE_SIDEQUEST_5_GET_60_CHAR	$KNI
$LINE_SIDEQUEST_5_GET_60_TEXT	...
$LINE_SIDEQUEST_5_GET_70_CHAR	$KNI
$LINE_SIDEQUEST_5_GET_70_TEXT	Wie soll das irgendwie hilfreich sein?
$LINE_SIDEQUEST_5_GET_80_CHAR	$BER
$LINE_SIDEQUEST_5_GET_80_TEXT	Wir müssen uns mit einschüchternder Fassade präsentieren. Ich mein, wenn ein Weichei wie du hier draußen steht, ist das geradezu eine Ermutigung für Leute, uns anzugreifen.
$LINE_SIDEQUEST_5_GET_90_CHAR	$KNI
$LINE_SIDEQUEST_5_GET_90_TEXT	...
$LINE_SIDEQUEST_5_GET_100_CHAR	$KNI
$LINE_SIDEQUEST_5_GET_100_TEXT	Was war das?
$LINE_SIDEQUEST_5_GET_110_CHAR	$BER
$LINE_SIDEQUEST_5_GET_110_TEXT	*Das ist eine ganz neue Muskelgruppe, die ich gefunden habe. Ich nenne sie die $BERtoren.
$LINE_SIDEQUEST_5_GET_120_CHAR	$KNI
$LINE_SIDEQUEST_5_GET_120_TEXT	Nein, du Idiot! Das da drüben. Jemand folgt uns.
$LINE_SIDEQUEST_5_GET_130_CHAR	$BER
$LINE_SIDEQUEST_5_GET_130_TEXT	Muss wohl von den unwiderstehlichen Reizen meiner wilden Männlichkeit angelockt worden sein.
$LINE_SIDEQUEST_5_GET_140_CHAR	$KNI
$LINE_SIDEQUEST_5_GET_140_TEXT	Oder es ist ein feindlicher Spion. Bleib hier, ich werde das überprüfen.
$LINE_SIDEQUEST_5_GET_150_CHAR	$BER
$LINE_SIDEQUEST_5_GET_150_TEXT	Was? Du kannst nicht ohne mich Dinge töten! Warte!
$SCENE_SIDEQUEST_5_INTRO_TITLE	In die Dunkelheit schwinden
$LINE_SIDEQUEST_5_INTRO_00_CHAR	$KNI
$LINE_SIDEQUEST_5_INTRO_00_TEXT	Wer ist da! Identifiziert Euch!
$LINE_SIDEQUEST_5_INTRO_10_CHAR	SELTSAME FRAU
$LINE_SIDEQUEST_5_INTRO_10_TEXT	Schwinde!
$LINE_SIDEQUEST_5_INTRO_20_CHAR	$KNI
$LINE_SIDEQUEST_5_INTRO_20_TEXT	Was zur?
$LINE_SIDEQUEST_5_INTRO_30_CHAR	SELTSAME FRAU
$LINE_SIDEQUEST_5_INTRO_30_TEXT	Was macht Ihr hier?
$LINE_SIDEQUEST_5_INTRO_40_CHAR	$KNI
$LINE_SIDEQUEST_5_INTRO_40_TEXT	Wer um Himmels willen seid Ihr?
$LINE_SIDEQUEST_5_INTRO_50_CHAR	SELTSAME FRAU
$LINE_SIDEQUEST_5_INTRO_50_TEXT	... Ich muss Euch versehentlich mit mir genommen haben. Aber das würde bedeuten ...
$LINE_SIDEQUEST_5_INTRO_60_CHAR	$BER
$LINE_SIDEQUEST_5_INTRO_60_TEXT	Yo.
$LINE_SIDEQUEST_5_INTRO_70_CHAR	$KNI
$LINE_SIDEQUEST_5_INTRO_70_TEXT	Wunderbar. Irgendwelche anderen Schwachköpfe, die Ihr hierher bringen wollt, wenn Ihr schon dabei seid?
$LINE_SIDEQUEST_5_INTRO_80_CHAR	$BER
$LINE_SIDEQUEST_5_INTRO_80_TEXT	Wie wäre es mit den Fantastilliarden an Wiedergängern draußen?
$LINE_SIDEQUEST_5_INTRO_90_CHAR	SELTSAME FRAU
$LINE_SIDEQUEST_5_INTRO_90_TEXT	Was?
$LINE_SIDEQUEST_5_INTRO_100_CHAR	SELTSAME FRAU
$LINE_SIDEQUEST_5_INTRO_100_TEXT	Wie bin ich überhaupt hier gelandet? Nein, nein, nein. Es ist zu früh!
$LINE_SIDEQUEST_5_INTRO_110_CHAR	SELTSAME FRAU
$LINE_SIDEQUEST_5_INTRO_110_TEXT	Wir müssen fliehen!
$LINE_SIDEQUEST_5_INTRO_120_CHAR	$KNI
$LINE_SIDEQUEST_5_INTRO_120_TEXT	Ach, wirklich?
$LINE_SIDEQUEST_5_INTRO_130_CHAR	SELTSAME FRAU
$LINE_SIDEQUEST_5_INTRO_130_TEXT	Wir müssen wieder aus der Welt ausscheren.
$LINE_SIDEQUEST_5_INTRO_140_CHAR	SELTSAME FRAU
$LINE_SIDEQUEST_5_INTRO_140_TEXT	Haltet sie von mir fern!
$SCENE_SIDEQUEST_5_OUTRO_TITLE	Über das Rätsel grübeln
$LINE_SIDEQUEST_5_OUTRO_00_CHAR	$KNI
$LINE_SIDEQUEST_5_OUTRO_00_TEXT	Ok, das war der Letzte von ihnen. Ich glaube, wir haben jetzt einige Antworten verdient.
$LINE_SIDEQUEST_5_OUTRO_10_CHAR	SELTSAME FRAU
$LINE_SIDEQUEST_5_OUTRO_10_TEXT	In aller Kürze -
$LINE_SIDEQUEST_5_OUTRO_20_CHAR	$KNI
$LINE_SIDEQUEST_5_OUTRO_20_TEXT	Einfach nur, wer Ihr seid und was Ihr zu machen versucht? Wie könnt Ihr Euch hierher trans... -
$LINE_SIDEQUEST_5_OUTRO_30_CHAR	SELTSAME FRAU
$LINE_SIDEQUEST_5_OUTRO_30_TEXT	Schwinde!
$LINE_SIDEQUEST_5_OUTRO_40_CHAR	$MCG
$LINE_SIDEQUEST_5_OUTRO_40_TEXT	*Ok, ich erwarte diese Art der Dummheiten von $BER, aber von dir, $KNI? Wirklich?
$LINE_SIDEQUEST_5_OUTRO_50_CHAR	$RAN
$LINE_SIDEQUEST_5_OUTRO_50_TEXT	Zumindest ist hier jetzt Etwas, das nicht verbrannt ist.
$LINE_SIDEQUEST_5_OUTRO_60_CHAR	$MCG
$LINE_SIDEQUEST_5_OUTRO_60_TEXT	Hey! Nur, weil ich Sachen nicht roh verschlinge -
$LINE_SIDEQUEST_5_OUTRO_70_CHAR	$RAN
$LINE_SIDEQUEST_5_OUTRO_70_TEXT	*$MCG, du magst vielleicht gut in vielen Sachen sein, aber du musst eingestehen, dass ich in allen besser bin.
$LINE_SIDEQUEST_5_OUTRO_80_CHAR	$MCG
$LINE_SIDEQUEST_5_OUTRO_80_TEXT	Besser darin, eins mit einer Kelle übergebraten zu kriegen!
$LINE_SIDEQUEST_5_OUTRO_90_CHAR	$KNI
$LINE_SIDEQUEST_5_OUTRO_90_TEXT	KÜMMERT ES NIEMANDEN, DASS ICH IN EINEM TOPF SUPPE STEHE?!!!
$LINE_SIDEQUEST_5_OUTRO_100_CHAR	$RAN
$LINE_SIDEQUEST_5_OUTRO_100_TEXT	Nun, wenn du es so ausdrückst ...
$LINE_SIDEQUEST_5_OUTRO_110_CHAR	$MCG
$LINE_SIDEQUEST_5_OUTRO_110_TEXT	Ja, was machst du denn eigentlich da?
$LINE_SIDEQUEST_5_OUTRO_120_CHAR	$RAN
$LINE_SIDEQUEST_5_OUTRO_120_TEXT	Abgesehen davon, den Geschmack vermutlich zu verbessern.
$LINE_SIDEQUEST_5_OUTRO_130_CHAR	$MCG
$LINE_SIDEQUEST_5_OUTRO_130_TEXT	Muss ich wirklich die Stärke meiner Kellenhand demonstrieren?
$LINE_SIDEQUEST_5_OUTRO_140_CHAR	$BER
$LINE_SIDEQUEST_5_OUTRO_140_TEXT	Leute, Zickenkrieg! Zickenkrieg!
$LINE_SIDEQUEST_5_OUTRO_150_CHAR	$MCG
$LINE_SIDEQUEST_5_OUTRO_150_TEXT	Und wo bist DU gewesen?
$LINE_SIDEQUEST_5_OUTRO_160_CHAR	$BER
