flag	name	description
$ITM_W_STAFF_11	Bewahrer der Flamme	Dieser Stab mit Silberplatten ist nach Generationen der Nutzung angelaufen. Weniger befleckte Stellen scheinen mit altertümlichen Quaid-Schriften bedeckt zu sein. Durch das Verdunkeln des Silbers und das extrem hohe Alter des Dialekts ist das meiste nicht zu entziffern. Die Phrase <LQ>Jene, die die Flamme halten<RQ> erscheint mehrere Male, sowie <LQ>Ekstase... verzehren<RQ>. Beide Enden des Stabs sind dank angehäufter Brandspuren fast schwarz, vielleicht ein Hinweis auf eine Nutzung in einem imperialen Quaid-Feuerritual.	
$ITM_W_STAFF_12	Pilgerstab	Einer der vielen Stäbe, welche die Selini-Mönche Reisenden schenkten. Der Schaft ist mit Stahlplatten verstärkt und in die Holzoberfläche sind Gebete eingeschnitzt.
$ITM_W_STAFF_13	Kozomons Szepter	Dieser rustikale Eichenstab trägt in einem archaischen Ash-Dialekt die Inschrift <LQ>Kozomon Kastankim<RQ>, was dieses einfache Gerät als Eigentum des ersten Jüngers Selinadts ausweist. Dieses Relikt galt als verloren, als sein Kapitelhaus in den letzten Jahren des Quadanischen Kriegs ausgeraubt wurde. Das Gold und die Juwelen, die zur Verzierung genutzt wurden, sind vor langer Zeit entfernt worden, aber der Stab selbst ist unbeschädigt. Jahrhunderte der Verehrung und einige Feuer haben das ursprüngliche Holz fast pechschwarz gemacht, es hat dennoch all seine Stärken behalten.	
$ITM_W_STAFF_14	<RE>[$ITM_W_STAFF_3_NAME]+	<RE>[$ITM_W_STAFF_3_DESCRIPTION]	
$ITM_W_STAFF_15	<RE>[$ITM_W_STAFF_5_NAME]+	<RE>[$ITM_W_STAFF_5_DESCRIPTION]	
$ITM_W_STAFF_16	<RE>[$ITM_W_STAFF_7_NAME]+	<RE>[$ITM_W_STAFF_7_DESCRIPTION]	
$ITM_W_STAFF_17	<RE>[$ITM_W_STAFF_9_NAME]+	<RE>[$ITM_W_STAFF_9_DESCRIPTION]	
$ITM_W_STAFF_18	<RE>[$ITM_W_STAFF_11_NAME]+	<RE>[$ITM_W_STAFF_11_DESCRIPTION]	
$ITM_W_STAFF_19	<RE>[$ITM_W_STAFF_13_NAME]+	<RE>[$ITM_W_STAFF_13_DESCRIPTION]	
$ITM_W_STAFF_20	<RE>[$ITM_W_STAFF_1_NAME]+	<RE>[$ITM_W_STAFF_1_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]	
$ITM_W_STAFF_21	<RE>[$ITM_W_STAFF_2_NAME]+	<RE>[$ITM_W_STAFF_2_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]	
$ITM_W_STAFF_22	<RE>[$ITM_W_STAFF_4_NAME]+	<RE>[$ITM_W_STAFF_4_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]	
$ITM_W_STAFF_23	<RE>[$ITM_W_STAFF_6_NAME]+	<RE>[$ITM_W_STAFF_6_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]	
$ITM_W_STAFF_24	<RE>[$ITM_W_STAFF_8_NAME]+	<RE>[$ITM_W_STAFF_8_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]	
$ITM_W_STAFF_25	<RE>[$ITM_W_STAFF_10_NAME]+	<RE>[$ITM_W_STAFF_10_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]	
$ITM_W_STAFF_26	<RE>[$ITM_W_STAFF_12_NAME]+	<RE>[$ITM_W_STAFF_12_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]	
$ITM_W_BOOK_1	<RE>$ITM_ACC_BOOK_1_NAME	<RE>$ITM_ACC_BOOK_1_DESCRIPTION	
$ITM_W_BOOK_2	<RE>$ITM_ACC_BOOK_2_NAME	<RE>$ITM_ACC_BOOK_2_DESCRIPTION	
$ITM_W_BOOK_3	<RE>$ITM_ACC_BOOK_3_NAME	<RE>$ITM_ACC_BOOK_3_DESCRIPTION	
$ITM_W_BOOK_4	<RE>$ITM_ACC_BOOK_4_NAME	<RE>$ITM_ACC_BOOK_4_DESCRIPTION	
$ITM_W_BOOK_5	<RE>$ITM_ACC_BOOK_5_NAME	<RE>$ITM_ACC_BOOK_5_DESCRIPTION	
$ITM_W_BOOK_6	<RE>$ITM_ACC_BOOK_6_NAME	<RE>$ITM_ACC_BOOK_6_DESCRIPTION	
$ITM_W_BOOK_7	<RE>$ITM_ACC_BOOK_7_NAME	<RE>$ITM_ACC_BOOK_7_DESCRIPTION	
$ITM_W_BOOK_8	<RE>$ITM_ACC_BOOK_8_NAME	<RE>$ITM_ACC_BOOK_8_DESCRIPTION	
$ITM_W_BOOK_9	<RE>$ITM_ACC_BOOK_9_NAME	<RE>$ITM_ACC_BOOK_9_DESCRIPTION	
$ITM_W_BOOK_10	<RE>$ITM_ACC_BOOK_10_NAME	<RE>$ITM_ACC_BOOK_10_DESCRIPTION	
$ITM_W_BOOK_11	<RE>$ITM_ACC_BOOK_11_NAME	<RE>$ITM_ACC_BOOK_11_DESCRIPTION	
$ITM_W_BOOK_12	<RE>$ITM_ACC_BOOK_12_NAME	<RE>$ITM_ACC_BOOK_12_DESCRIPTION	
$ITM_W_BOOK_13	<RE>$ITM_ACC_BOOK_13_NAME	<RE>$ITM_ACC_BOOK_13_DESCRIPTION	
$ITM_W_BOOK_14	<RE>$ITM_ACC_BOOK_14_NAME	<RE>$ITM_ACC_BOOK_14_DESCRIPTION	
$ITM_W_BOOK_15	<RE>$ITM_ACC_BOOK_15_NAME	<RE>$ITM_ACC_BOOK_15_DESCRIPTION	
$ITM_W_BOOK_16	<RE>$ITM_ACC_BOOK_16_NAME	<RE>$ITM_ACC_BOOK_16_DESCRIPTION	
$ITM_W_BOOK_17	<RE>$ITM_ACC_BOOK_17_NAME	<RE>$ITM_ACC_BOOK_17_DESCRIPTION	
$ITM_W_BOOK_18	<RE>$ITM_ACC_BOOK_18_NAME	<RE>$ITM_ACC_BOOK_18_DESCRIPTION	
$ITM_W_BOOK_19	<RE>$ITM_ACC_BOOK_19_NAME	<RE>$ITM_ACC_BOOK_19_DESCRIPTION	
$ITM_W_BOOK_20	<RE>$ITM_ACC_BOOK_20_NAME	<RE>$ITM_ACC_BOOK_20_DESCRIPTION	
$ITM_W_BOOK_21	<RE>$ITM_ACC_BOOK_21_NAME	<RE>$ITM_ACC_BOOK_21_DESCRIPTION	
$ITM_ACC_BOOK	Buch	<NULL>
$ITM_ACC_BOOK_1	Blitzschlag	Blitze treffen die Feinde und lähmen sie kurzzeitig.
$ITM_ACC_BOOK_10	Psi-Schild	Feinde, die $MCG treffen, ziehen ihr Psi statt TP ab. Für jeden in den Kristallzauber investierten Punkt wird weniger Psi abgezogen.
$ITM_ACC_BOOK_11	Explosiver Anfang	Verteidiger zu beschwören und zu verstärken verursacht kleine Explosionen.
$ITM_ACC_BOOK_12	Explosives Ende	Wird ein Verteidiger besiegt, kommt es zu einer kleinen Explosion.
$ITM_ACC_BOOK_13	Buch der Seuchen	Alle Verteidiger außer $MCG regenerieren nicht und alle Feinde bis auf Bosse sind giftig.<N><N><RE>[$ITM_BOOK_PERHAPS_DESCRIPTION]
$ITM_ACC_BOOK_14	Buch des Blutes	Alle Verteidiger und Feinde bis auf $MCG und Bosse bluten.<N><N><RE>[$ITM_BOOK_PERHAPS_DESCRIPTION]
$ITM_ACC_BOOK_15	Buch der Synergie	Eis, Wasser und Feuer heben sich nicht mehr gegenseitig auf.<N><N><RE>[$ITM_BOOK_PERHAPS_DESCRIPTION]
$ITM_ACC_BOOK_16	Tal der Vergessenen	Dieses Buch hat keine magischen Kräfte. Stattdessen ist es eine Autobiografie. Sie erzählt die Geschichte einer jungen Ashen-Bibliothekarin, die eine Seuche überlebt und daraufhin in einer Kolonie gefangen ist. Sie ist in Form eines Tagebuchs geschrieben und enthält viele Illustrationen, die mit behelfsmäßigen Materialien wie Kohle, Tee, Pflanzenextrakt und Blut angefertigt wurden.<N><N><RE>[$ITM_BOOK_PERHAPS_DESCRIPTION]
$ITM_ACC_BOOK_17	Buch des Wagemuts	Verteidiger können nicht erneut beschworen werden, wenn sie im Kampf fallen oder zurückgerufen werden
$ITM_ACC_BOOK_18	Buch der Stille	$MCG kann im Kampf nicht zaubern.
$ITM_ACC_BOOK_19	Buch des Gesichts	Funkioniert NUR bei EXTREMEN Herausforderungen: <N><N>Feinde aktualisieren ihren <LQ>Status<RQ> zufällig mit neuen Gesichtern. Wie merkwürdig.
$ITM_ACC_BOOK_2	Kettenblitze	Blitze treffen 1 zusätzliches Ziel mit abnehmender Stärke für jeden Talentpunkt in Blitzschlag.
$ITM_ACC_BOOK_20	Anonymes Buch	Funkioniert NUR bei EXTREMEN Herausforderungen: <N><N>Verteidiger werden anonym und erhalten +3% Chance, auszuweichen.
$ITM_ACC_BOOK_21	Buch der Geheimnisse	Du kannst ein leises Flüstern hören, wenn du es an dein Ohr hältst.<N><N><RE>[$ITM_BOOK_PERHAPS_DESCRIPTION]
$ITM_ACC_BOOK_3	Furiouser Anfang	Frisch beschworene Verteidiger sind im Kampfrausch.
$ITM_ACC_BOOK_4	Furiouses Ende	Verteidiger unter 25% ihrer TP erhalten Kampfrausch.
$ITM_ACC_BOOK_5	Licht des Urteils	Heilung zu zaubern macht alle Gegner BLIND.
$ITM_ACC_BOOK_6	Licht der Glorie	Heilung zu zaubern fügt allen Gegnern LICHT-Schaden zu.
$ITM_ACC_BOOK_7	Langsamer Anfang	Gerade erschienene Feinde werden kurzzeitig verlangsamt.
$ITM_ACC_BOOK_8	Langsames Ende	Feinde werden langsamer, je näher sie $MCG kommen.
$ITM_ACC_BOOK_9	Kristallfeld	$MCG beginnt den Level von etlichen Kristallen umringt.
$ITM_ACC_BOOK_PLURAL	Bücher	<NULL>
$ITM_ACC_BOOK_PLURAL_SHORT	Bücher	<NULL>
$ITM_BOOK_PERHAPS	<NOTHING>	Vielleicht solltest du dieses Buch mit auf dein nächstes Abenteuer nehmen.
$ITM_PLUS	Item+	Ein mysteriöses <LQ>+<RQ> Symbol weist darauf hin, dass dieser Gegenstand sehr stark ist.
