flag	content	comment
$PARTY_NO_NEW_ACHIEVE	Keine neuen Erfolge.
$PARTY_NO_POINTS	Es gibt keine neu zuweisbaren Punkte!
$PARTY_PASSED	Level geschafft!
$PARTY_PASSED_ALLY_DEAD_DESC	<ALLY> wurde getötet,<N>aber <MCG> hat überlebt.
$PARTY_PASSED_DESC	<MCG> hat den Kampf<N>mit Verletzungen überlebt.
$PARTY_PASSED_WORD	Geschafft
$PARTY_PASSED+	Level geschafft!+
$PARTY_PASSED+_DESC	<MCG> wurde verletzt!<N><ALLY> hat überlebt!
$PARTY_PASSED++	Level geschafft!++
$PARTY_PASSED++_DESC	<MCG> wurde verletzt!<N><ALLY> hat unverletzt überlebt!
$PARTY_PERFECT	PERFEKT!
$PARTY_PERFECT_ALLY_DEAD_DESC	<MCG> ist unverletzt, aber <ALLY> ist gestorben.
$PARTY_PERFECT_DESC	<MCG> hat unverletzt überlebt!
$PARTY_PERFECT_WORD	Perfekt
$PARTY_PERFECT+	PERFEKT!+
$PARTY_PERFECT+_DESC	<MCG> ist unverletzt!<N><ALLY> wurde verletzt!
$PARTY_PERFECT++	PERFEKT!++
$PARTY_PERFECT++_DESC	<MCG> und <ALLY><N>wurden nicht verletzt!
$PARTY_POINT	Punkt
$PARTY_POINTS	Punkte
$PARTY_PSI	Psi
$PARTY_RANGE	Rechweite:<T>
$PARTY_RE_ASSIGN	Alle Talente von <NAME> neu zuweisen?<N>Kosten: <COST><N>Kram: <SCRAP>
$PARTY_REACHED_WAVE_X	Welle <X> erreicht
$PARTY_REDESIGN	Neu zuweisen
$PARTY_REDESIGN	Neu<N?>zuweisen
$PARTY_REDESIGN_NUMS	font:12,off_x:0,off_y:-6,leading:-4
$PARTY_REGEN	Regeneration:<T>
$PARTY_RENAME	Umbenennen
$PARTY_RESET_POINTS	Zurück-<N>setzen
$PARTY_RESET_POINTS_NUMS	font:12,off_x:0,off_y:-4,leading:-4
$PARTY_RETURN_TOWN	Kehre zur Stadt zurück
$PARTY_SPEED	Schnelle:<T>
$PARTY_TOTAL	Total
$PARTY_WELL_DONE	GUT GEMACHT!
$PARTY_X_NEW_ACHIEVE	<NUM> neue Erfolge!
$PARTY_X_PTS	<X> pts
$PARTY_XP	EP
$REWARD_FINISH	Beendet das Spiel
$REWARD_GOLD	<PLUS> <GOLD> KRAM
$REWARD_NEXT_LEVEL	Schaltet nächstes Level frei
$REWARD_NO_GOLD	Nichts!
$REWARD_NO_XP	Nichts!
$REWARD_QUEST	Quest abgeschlossen
$REWARD_XP	<PLUS> <XP> EP
$RQ	”
$SAVE_SLOT_DELETE	Löschen
$SAVE_SLOT_DELETE_TEXT	Löscht diesen Spielstand permanent von deinem Computer. Du weißt, was du da tust, ja?
$SAVE_SLOT_DELETE_TITLE	Lösche Spielstand
$SAVE_SLOT_EXPORT	Export
$SAVE_SLOT_EXPORT_TEXT	Speichere deinen Spielstand in einer einfachen Textdatei.
$SAVE_SLOT_EXPORT_TITLE	Spielstand in Datei exportieren
$SAVE_SLOT_IMPORT	Import
$SAVE_SLOT_IMPORT_TEXT	Durchsuche deinen Computer nach einem Defender's Quest Spielstand.
$SAVE_SLOT_IMPORT_TITLE	Spielstand aus Datei importieren
$SAVE_SLOT_NEW_GAME	Neues Spiel
$SAVE_SLOT_NEW_GAME_NUMS	font:13,x_off:0,y_off:-9
$SAVE_SLOT_NEW_GAME_PLUS	Neues Spiel+
$SAVE_SLOT_NEW_GAME_PLUS_TEXT	Beginnt ein neues, schwierigeres Abenteuer mit der kompletten bislang gesammelten Erfahrung, Talenten und Ausrüstung. Neues Spiel+ beinhaltet neue Gegnertypen, neue Nebenmissionen, stärkere Ausrüstung und ein erweitertes Tagebuch. <N><N>ANMERKUNG: Der Fortschritt deiner Charaktere wird zwischen dem Originalspiel und dem Neuem Spiel+ GETEILT. Du kannst jederzeit zwischen beiden hin- und herschalten, ohne irgendwas zu verlieren.
$SAVE_SLOT_NEW_GAME_PLUS_TITLE	Neues Spiel+ starten
$SAVE_SLOT_PLAY	Spiel
$SAVE_SLOT_PLAY_PLUS	Spiel+
$SAVE_SLOT_PLAY_PLUS_TEXT	Der Fortschritt deiner Charaktere wird zwischen dem Originalspiel und dem Neuem Spiel+ GETEILT. Du kannst jederzeit zwischen beiden hin- und herschalten, ohne irgendwas zu verlieren.
$SAVE_SLOT_PLAY_PLUS_TITLE	Neues Spiel+ fortsetzen
$SKILL_DESC_ADDS_CHANCE_TO_ALL	Fügt <PERCENT>%<EXTRA> Wahrscheinlichkeit für<FLAV>* allen Angriffen hinzu.
$SKILL_DESC_ADDS_CHANCE_TO_ONE	Fügt <PERCENT>%<EXTRA> Wahrscheinlichkeit für <FLAV>* <LQ><ATTACK><RQ> hinzu.
$SKILL_DESC_ADDS_TO_ALL	Fügt <FLAV>* allen Angriffen hinzu.
$SKILL_DESC_ADDS_TO_ONE	Fügt <FLAV>* <LQ><ATTACK><RQ> hinzu.
$SKILL_DESC_COOLDOWN	abklingen
$SKILL_DESC_DMG	Schaden
$SKILL_DESC_EFFECT	Effekt
$SKILL_DESC_HEAL	Heilen
$SKILL_DESC_HITS	Treffer
$SKILL_DESC_HITS_NUM	# Treffer
$SKILL_DESC_PSI_COST	Psi-Kosten
$SKILL_DESC_SPECIAL	Speziell
$SKILL_DESC_SPLASH	Umgebung
$SKILL_DESC_TARGET	Ziel
$SKILL_DESC_TOTAL_BONUS	Gesamtbonus für <STAT>*<N> wird zu +<AMOUNT><EXTRA>.
$SPECIAL_IMPROVES	Verbessert <FLAVOR>:
$SPECIAL_PLUS_FLAV	Fügt <FLAVOR> hinzu:
$SPECIAL_SAVE_VS	Schutz vor <FLAVOR>, wenn TP >= <PERCENT>%
$STAT_DESC_ARMOR	RÜSTUNG<N>Menge absorbierten Schadens.
$STAT_DESC_ARMOR_ENEMY	RÜSTUNG<N>Menge absorbierten Schadens.
$STAT_DESC_ATTACK	ANGRIFF<N> Techniken fügen mehr Schaden zu.
$STAT_DESC_ATTACK_ENEMY	ANGRIFF<N> Max. durch Angriffe zugefügter Schaden.
$STAT_DESC_BARRIER	BARRIERE<N> Ebenen aus Schutz vor Schaden. Nur extrem mächtige Magie kann dies mindern.
$STAT_DESC_DEFENSE	VERTEIDIGUNG<N> Absorbierter Schaden.
$STAT_DESC_DEFENSE_ENEMY	RÜSTUNG<N> Absorbierter Schaden.
$STAT_DESC_EVADE	AUSWEICHEN<N> Wahrscheinlichkeit, gegnerischen Angriffen auszuweichen.
$STAT_DESC_EVADE_ENEMY	AUSWEICHEN<N> Wahrscheinlichkeit, Angriffen auszuweichen.
$STAT_DESC_FINAL_HIT	FINALER SCHADEN<N> Wie viel Schaden <FINAL_HIT_TARGET> erhält, wenn Feinde das Ende erreichen.
$STAT_DESC_HP	TREFFERPUNKTE<N> Wenn sie 0 erreichen, wirst du aus dem Kampf geworfen.
$STAT_DESC_PHASING	INSTABILITÄT<N> De- und restabilisiert regelmäßig, kann nicht angepeilt und auch nicht getroffen werden, wenn destabilisiert.
$STAT_DESC_RANGE	REICHWEITE<N> Größe des Angriffsradius.
$STAT_DESC_RANGE_ENEMY	<RE>$STAT_DESC_RANGE
$STAT_DESC_REGEN	REGENERATION<N> Wie schnell du deine TP pro s wiederherstellst.
$STAT_DESC_REGEN_ENEMY	REGENERATION<N> Wie schnell TP pro s wiederhergestellt werden.
$STAT_DESC_SPAWN	SPAWNS:<N>
$STAT_DESC_SPEED	SCHNELLE<N> Abklingzeit für Attacken: <N> Alle <SPEED_SHOW_MULT> Punkte wird die Abkling-Geschwindigkeit 1x erhöht.
$STAT_DESC_SPEED_ENEMY	SCHNELLE<N> Wie schnell ein Feind sich bewegt und angreift. 1 Punkt = 1 Feld pro Sekunde.
$STAT_DESC_SPELLS	ZAUBERSPRÜCHE
$STAT_DESC_STRONGS	STÄRKEN
$STAT_DESC_THORNS	DORNEN<N>Wirft so viel Schaden bei Nahkampfangriffen zurück.
$STAT_DESC_WEAKS	SCHWÄCHEN
$STAT_DESC_XP	ERFAHRUNG<N>
$STATE_CRASH_DETAILS	Details:
$STATE_CRASH_PROMPT	Was willst du machen?
$STATE_CRASH_SEND	Report an<N>Entwickler schicken
$STATE_CRASH_SHOW_DUMP	Crash-Dump-<N>Dateien zeigen
$STATE_CRASH_TITLE	Kritischer Fehler!
$STATUS_DESC_ANONYMOUS	<PLUS><PERCENT>% Chance, auszuweichen.
$STATUS_DESC_BLEED	Erleidet +<PERCENT>% Schaden.
$STATUS_DESC_BLINDED	Angriffe verfehlen zu <PERCENT>%.
$STATUS_DESC_BURN	<AMT_1DIG> Schaden/s<N> Durch Eis aufgehoben.
$STATUS_DESC_CHILL	-<PERCENT>% Schnelle.<N> Durch Feuer aufgehoben.
$STATUS_DESC_DARK	Weicht allen Angriffen ohne Umgebungseffekt zu <PERCENT>% aus.
$STATUS_DESC_DARK_FRENZY	<RE>$STATUS_DESC_FRENZY
$STATUS_DESC_DISEASE	Regeneration um <PERCENT>% reduziert.
$STATUS_DESC_EVER_BLEED	<RE>$STATUS_DESC_BLEED
$STATUS_DESC_EVER_POISON	<INTI> Schaden/s.
$STATUS_DESC_FB_BORED	Hält es nicht für nötig, sich zu bewegen.
$STATUS_DESC_FB_EXISTENTIAL	-<PERCENT>% Schnelle, +<PERCENT>% Schadenswiderstand
$STATUS_DESC_FB_HAPPY	<PLUS><PERCENT>% Schnelle.
$STATUS_DESC_FB_LOL	<PLUS><PERCENT>% Schnelle.
$STATUS_DESC_FB_OMG	<PLUS><PERCENT>% Schnelle, -<PERCENT>% Schadenabwehr.
$STATUS_DESC_FB_SAD	-<PERCENT>% Schnelle.
$STATUS_DESC_FIRE	<RE>$STATUS_DESC_BURN
$STATUS_DESC_FREEZE	Kann sich nicht bewegen.<N> Durch Feuer aufgehoben.
$STATUS_DESC_FRENZY	Um <PERCENT>% beschleunigen.
$STATUS_DESC_INSPIRE	<RE>$STATUS_DESC_INSPIRED
$STATUS_DESC_INSPIRED	Attacken fügen +<M_MULT_PERCENT>% Schaden zu.
$STATUS_DESC_INSPIRED_HIT	<RE>$STATUS_DESC_INSPIRED
$STATUS_DESC_LIGHT	Entfernt Finsternis.
$STATUS_DESC_POISON	<INTI> Schaden/s für <TIME> s.
$STATUS_DESC_SINGLE_STUN	Kann sich nicht bewegen. Dies kann nur ein Mal gewirkt werden.
$STATUS_DESC_SLOW	-<PERCENT>% Schnelle.
$STATUS_DESC_STUN	Kann sich nicht bewegen.
$STATUS_DESC_TROLL	Weicht Attacken zu <PERCENT> % aus.
$STATUS_TIME_FOREVER	Hält für immer vor.
$STATUS_TIME_LEFT	<TIME_LEFT>/<TIME> Sekunden übrig.
$STRONG_DMG_MULT	<PERCENT>% Widerstand vs. <FLAVOR>
$STRONG_EVADE	<PERCENT>%, um <FLAVOR> auszuweichen
$TALK_ASH	ASH-FLÜCHTLING
$TALK_CULTIST	KULTISTEN-PRIESTER
$TALK_NOMAD	NOMADEN-FLÜCHTLING
$TALK_QUAID	QUAID-FLÜCHTLING
$TARGET_BOSS_TEXT	Wenn nicht aktiviert, ignoriere Bossgegner.
$TARGET_BOSS_TITLE	Auf BOSS zielen
$TARGET_BOTH_TEXT	Benutze Techniken passend zum Stärkungs-Level.
$TARGET_BOTH_TITLE	Normale Priorität
$TARGET_BULLDOG_TEXT	Niemals das Ziel ändern, bis der Gegner die Reichweite verlässt oder stirbt. <N><N> Ziemlich knifflig, nur erfahrenen Spielern empfohlen!
$TARGET_BULLDOG_TITLE	BULLDOGGEN-Modus
$TARGET_CHANCE_TEXT	Ziele auf den Gegner, für den ein Ausweichen oder Widerstehen des Angriffs am unwahrscheinlichsten ist.
$TARGET_CHANCE_TITLE	Größte CHANCE
$TARGET_CHEAP_TEXT	Spare hochwertige Techniken für Ziele ein, die nicht durch schwächere getötet werden können.
$TARGET_CHEAP_TITLE	GÜNSTIGSTE Technik
$TARGET_EFFECT_TEXT	Benutze Statuseffekte gegen die am wenigsten beeinträchtigten Gegner. Vermeide Ziele, die nicht beeinträchtigt werden.
$TARGET_EFFECT_TITLE	EFFEKTE optimieren
$TARGET_FAST_TEXT	Ziele auf den schnellsten Gegner.
$TARGET_FAST_TITLE	Auf SCHNELLSTEN zielen
$TARGET_FIGHT_TEXT	Greife wann immer möglich an, selbst wenn eine bessere Heiltechnik bereit ist.
$TARGET_FIGHT_TITLE	KÄMPFEN bevorzugen
$TARGET_FIRST_TEXT	Ziele auf den dem Ende nächsten Feind.
$TARGET_FIRST_TITLE	Auf ERSTEN zielen
$TARGET_HEAL_TEXT	Heile wann immer möglich, selbst wenn eine bessere Angriffstechnik bereit ist.
$TARGET_HEAL_TITLE	HEILEN bevorzugen
$TARGET_LAST_TEXT	Ziele auf den dem Ende am weitesten entfernten Feind.
$TARGET_LAST_TITLE	Auf LETZTEN zielen
$TARGET_SAVE_TEXT	Setzt die aktuellen Zieleinstellungen als Standard für diesen Charakter.
$TARGET_SAVE_TITLE	Einstellungen SPEICHERN
$TARGET_SPECIFIC_TEXT	Wähle einen bestimmten Feind aus, ignoriert die anderen.
$TARGET_SPECIFIC_TITLE	BESTIMMTES Ziel
$TARGET_STRONG_TEXT	Ziele auf den Feind, der am meisten TP und Rüstung hat.
$TARGET_STRONG_TITLE	Auf STÄRKSTEN zielen
$TARGET_WEAK_TEXT	Ziele auf den Gegner, der am wenigsten TP und Rüstung hat.
$TARGET_WEAK_TITLE	Auf SCHWÄCHSTEN zielen
$TIP_00_TEXT	<N><N>Manchmal ist es hilfreich, zurück zu gehen und eine frühere Schlacht zu spielen, um im Level aufzusteigen, mehr Gold zu kriegen und bessere Ausrüstung zu kaufen. Du kannst auch die „lockere“ Schwierigkeitsstufe für eine leichtere Herausforderung ausprobieren.
$TIP_00_TITLE	Kommst du nicht weiter?
$TIP_10_TEXT	Du kannst das Spiel mit der Tastatur kontrollieren!<N><N>- Zauber auswählen<N>- Zu beschwörende Charaktere auswählen<N>- Verteidiger stärken/zurückrufen<N>- Das Spiel (de)pausieren<N>- Durch beschworene Verteidiger wechseln<N>- Ziel/Geschwindigkeitsoptionen ändern<N>- Per Tab durch jedes Menü navigieren<N>- Mit der Tastatur die Maus bewegen/klicken<N><N>(Passe die Tasten im Optionsmenü an)
$TIP_10_TITLE	Hotkeys
$TIP_100_TEXT	Beschworene Verteidiger zurückzurufen gibt einen Teil des ausgegebenen Psis wieder.<N><N>Die Menge an Psi ist geringer, wenn der Verteidiger verletzt ist.
$TIP_100_TITLE	Zurückrufen
$TIP_110_TEXT	Falls du physische Behinderungen hast, schau dir die folgenden Optionen an:<N><N>1) Video – spiele im Vollbildmodus, vergrößere das Bild<N>2) Steuerung – Ändere die Steuerung<N>3) Schwierigkeit – ändere Effekte, Spielgeschwindigkeit und den Erfahrungs-Multiplikator
$TIP_110_TITLE	Barrierefreiheit
$TIP_120_TEXT	Dieser Hinweis ist lediglich eingebaut, damit niemand versucht, Code zu analysieren oder Enigmas zu dechiffieren.
$TIP_120_TITLE	Öffentliche Bekanntmachung
$TIP_130_TEXT	Wenn du auf einen Verteidiger klickst, kannst du dessen Zieloptionen so einstellen, dass dieser Gegner, die vorne, hinten, stark, schwach oder schnell sind zu bevorzugen – benutze dies, um deine Attacken zu optimieren. Zum Beispiel kann dir „stark“ helfen, dich auf größere Einheiten zu konzentrieren oder um eine ganze Menge zu schwächen.
$TIP_130_TITLE	Zieloptionen
$TIP_140_TEXT	Zusätzlich zu normalen Zieloptionen gibt es vier optionale Einstellungen:<N><N>1) Günstigste Technik <N>2) Effekte optimieren <N>3) Größte Chance <N>4) Bulldoggen-Modus<N><N>Diese sind nicht notwendig, können aber fortgeschrittenen Spielern helfen, ihre Kampfstrategien zu verbessern. Du kannst auch Standard-Zieloptionen für einen Charakter speichern!
$TIP_140_TITLE	Erweitertes Zielen
$TIP_150_TEXT	Feuer und Eis kommen nicht gut miteinander aus. Frost und Eis werden Feuer aufheben, Feuer wird Eis schmelzen und Frost aufheben.
$TIP_150_TITLE	Feuer und Eis
$TIP_160_TEXT	Die „Fortgeschritten“- und „Extrem“-Schwierigkeiten sind üblicherweise zu schwer, um sofort ausprobiert zu werden.<N><N>Probiere sie aus, nachdem du die nächsten paar Level auf Normal geschafft hast.
$TIP_160_TITLE	Höhere Schwierigkeiten
$TIP_170_TEXT	Wenn du neue Ausrüstung für deine Helden kaufst, kannst du dein altes Zeug sehr gut an die anderen Gruppen-Mitglieder geben.
$TIP_170_TITLE	Ausrüstung
$TIP_180_TEXT	Verteidiger nah beieinander zu gruppieren führt dazu, dass Feinde ihre Attacken aufspalten, sodass es leichter für die Verteidiger ist, zu überleben.<N><N>Der Nachteil dieser Strategie ist, dass du weniger Fläche abdeckst.
$TIP_180_TITLE	Stärke durch Menge
$TIP_190_TEXT	Wenn du die Aufstiegsgeschwindigkeit des Spiels anpassen möchtest, kannst du den globalen Erfahrungs-Multiplikator in den Optionen ändern.<N><N>Die Standard-Einstellung ist 100%.<N><N>Du kannst auch den Multiplikator für Kram ändern.
$TIP_190_TITLE	Belohnungs-Multiplikator
$TIP_20_TEXT	Jeder Verteidiger erhält mit jedem erlangten Level 1 Talentpunkt.<N><N>Weise diese Punkte im Gruppen-Menü zu, um neue Fähigkeiten im Kampf freizuschalten.<N><N>1) TECHNIKEN (rund) – Attacken, die im Kampf eingesetzt werden<N>2) MERKMALE (quadratisch) – passive, „immer-aktive“ Fähigkeiten.<N><N>Fortgeschrittenere Fähigkeiten benötigen eine Verstärkung im Kampf.
$TIP_20_TITLE	Talente
$TIP_200_TEXT	Manchmal kann dir eine spezielle Technik Probleme bereiten (vielleicht schmelzen deine Drachen-Feuerbälle all dein Eis) oder du möchtest einfach eine starke Attacke für später aufsparen. Dann kannst du auf einen Verteidiger klicken und im Menü unten rechts auf die Technik klicken, um sie zu temporär zu deaktivieren.
$TIP_200_TITLE	Techniken ausschalten
$TIP_210_TEXT	Im Speichermenü gibt es einen Knopf mit Bild eines Ordners und einer Diskette.<N><N>Dieser wird dich zu dem Ordner bringen, in dem deine gespeicherten Spiele und Einstellungen gespeichert sind.
$TIP_210_TITLE	Wo sind meine Spielstände?
$TIP_220_TEXT	Nachdem du das reguläre Spiel beendet hast, kannst du ein neues Abenteuer mit deiner alten Gruppe starten, eines mit schwierigeren Kämpfen und verrückten Belohnungen!<N><N><RE>[$NEW_GAME_PLUS_NOTE]
$TIP_220_TITLE	Neues Spiel+
$TIP_230_TEXT	Im NS+-Modus kannst du besondere Artefakte verdienen, die du nutzen kannst, um einzigartige Ausrüstung aus dem normalen Spiel zu verbessern. Diese verbesserten Gegenstände haben besondere Kräfte!
$TIP_230_TITLE	Verbesserungen
$TIP_240_TEXT	Sobald du genügend Sterne verdient hast, wirst du anfangen, Bonuskämpfe freizuschalten. Diese besonderen Missionen haben extra Herausforderungen und extra Belohnungen.
$TIP_240_TITLE	Bonus-Missionen
$TIP_250_TEXT	Der Blitzzauber hat „Psibrand“, was jedes Mal einen Teil des feindlichen Psis verbrennt. Falls der Zauber dem Feind 40% Schaden zufügt, wird 40% der ursprünglichen Psi-Belohnung entfernt.
$TIP_250_TITLE	Psi-Brand?
$TIP_260_TEXT	Wusstest du, dass du deine eigenen Mods (Modifikationen) für Defender's Quest erstellen kannst?<N><N>Clicke auf den Schraubenschlüssel im Speichermenü. Du kannst fast alles ändern – Eigenschaften, Level, Klassen, Charaktere, Zwischensequenzen, Grafiken, Gegenstände, usw.
$TIP_260_TITLE	Mod-Unterstützung
$TIP_270_TEXT	<N><N>Ruf deine Mutter an, sie vermisst dich.
$TIP_270_TITLE	Denk an deine Mutter
$TIP_30_TEXT	<N><N>Nach einem Kampf kriegen alle dieselbe Menge Erfahrung, die am Ende lebendig und beschworen waren.<N><N>Alle anderen erhalten die Hälfte an Erfahrung. EP pro Charakter ist gleich, unabhängig von der Anzahl an Charakteren.<N><N>Diesen Malus kannst du im Schwierigkeits-Menü ändern.
$TIP_30_TITLE	Wer erhält Erfahrung?
$TIP_40_TEXT	Du kannst Klicken und Ziehen, um die Weltkarte zu verschieben, oder mit der Tastatur navigieren.<N><N>Standardmäßig werden die Pfeiltasten zum Scrollen genutzt.
$TIP_40_TITLE	Oberwelt
$TIP_50_TEXT	Verteidiger zurückzurufen bringt normalerweise nur einen Teil des ausgegebenen Psis.<N><N>Rufst du sie aber vor der ersten Gegnerwelle zurück, bekommst du das Psi vollständig zurück.
$TIP_50_TITLE	Für 100% Psi rückrufen
$TIP_60_TEXT	Wenn du eine Frage hast, werde Teil der Defender's-Quest-Community auf www.defendersquest.com!<N><N>Wir haben ein Forum, in dem du Fragen stellen kannst, ein gemeinschaftliches Wiki und ein Entwicklerblog.
$TIP_60_TITLE	Webseite und Forum
$TIP_70_TEXT	Du kannst die Tastatur benutzen, um Verteidiger im Kampf zu platzieren.<N><N>Standardmäßig werden dafür die Pfeiltasten benutzt.
$TIP_70_TITLE	Verteidiger platzieren
$TIP_80_TEXT	Die Farben der hüpfenden Zahlen kennzeichnen den Schadenstyp. Weiß ist normal, grau ist durch Rüstung reduziert, rot ist blutend, orange Feuer, lila Gift und groß bedeutet einen kritischen Treffer.<N><N>Du kannst sie in den Optionen unter „Sonstiges“ an- und ausschalten.
$TIP_80_TITLE	Kampfeffekte
$TIP_90_TEXT	Wenn du Level auf höheren Schwierigkeiten spielst, wirst du hin und wieder einzigartige Gegenstände finden. Diese sind mächtige Sammelgegenstände und können nicht in Geschäften verkauft werden.
$TIP_90_TITLE	Einzigartige Gegenstände
$TIP_NUMS	font:13
$TITLE_BONUS_GOODIES	Bonusinhalt
$TITLE_BONUS_GOODIES_2	Geheimnisse?
$TITLE_CONNECTING_KONG	Verbinde zu KONG …
$TITLE_EULA_1	Durch Spielen akzeptierst du unseren
$TITLE_EULA_2	Endnutzer-Lizenzvertrag („EULA“)
$TITLE_FULL_GAME	VOLLVERSION
$TITLE_OPTIONS	Optionen
$TITLE_PLEASE_WAIT	<RE>$MISC_PLEASE_WAIT
$TITLE_QUIT	Beenden
$TITLE_RELOAD_MOD	Mod wieder aktivieren
$TITLE_START	Start
$TITLE_START_DEMO	DEMO starten
$TITLE_START_GAME	SPIEL starten
$TITLE_UNLOAD_MOD	Mod deaktivieren
$TOOLTIP_ADVANCED	Schwere Herausforderung, mit besseren Belohnungen.<N><N> Komm zurück, wenn du stark genug bist.
$TOOLTIP_CASUAL	Im lockeren Modus haben Gegner weniger Trefferpunkte und Angriffsschaden.
$TOOLTIP_CHANGE_PATH_1	NOTIZ:
$TOOLTIP_CHANGE_PATH_2	Deine alten Dateien werden nicht automatisch zum neuen Ort transferiert.<N><N>Sie bleiben im ursprünglichen Verzeichnis.
$TOOLTIP_EXTREME	Extreme Herausforderung, mit den besten Belohnungen <N><N> Sei vorbereitet!
$TOOLTIP_NORMAL	Normale Herausforderung.<N><N> Die meisten Spieler sollten hier anfangen.
$TYPE_ARMOR	Gepanzert
$TYPE_ATTACKER	Angreifer
$TYPE_BOSS	Boss
$TYPE_CULTIST	Kultist
$TYPE_DARK	Finster
$TYPE_EXALTED	Erhaben
$TYPE_FAST	Schnell
$TYPE_NO_END_DAMAGE	KeinEndSchaden
$TYPE_NORMAL	Normal
$TYPE_NUKE_ON_KILL	BombeBeiTod
$TYPE_REVENANT	Wiedergänger
$TYPE_SHEEP	Schaf
$TYPE_SNAIL	Schnecke
$TYPE_SPITTER	Spucker
$TYPE_SPLITTER	Spalter
$TYPE_STATIONARY	Stationär
$TYPE_TELEPORTER	Teleporter
$TYPE_WATER	Wasser
$TYPE_WORM	Wurm
$UI_ACCEPT_NUMS	font:18,off_y:1,off_x:-3
$UI_ACCESS_ABSENCE	NICHT-<N>NUTZEN
$UI_ACCESS_DEFAULT	*Standardeinstellungen
$UI_ACCESS_FAIL	SCHEITERN
$UI_ACCESS_FAILURE_PENALTY	Niederlagen-Strafe
$UI_ACCESS_FLASHING	Blink-Effekte
$UI_ACCESS_NUMS	speed_off_x:-65,radio_space_y:7,font:18,off_y:1,off_x:-2,show_boxes:1,absence_off_x:0
$UI_ACCESS_PENALTIES	NEGATIV-EFFEKTE
$UI_ACCESS_REWARDS	ERLEICHTERUNGEN
$UI_ACCESS_SEE_ALSO	Siehe auch:
$UI_ACCESS_SPEED	Spielgeschwindigkeit
$UI_ACCESS_TITLE	Schwierigkeit
$UI_ACHIEVE_CATEGORIES	Kategorien
$UI_ACHIEVE_COMPLETION	Fertigstellung
$UI_ACHIEVE_EASY	Einfach
$UI_ACHIEVE_HARD	Schwer
$UI_ACHIEVE_IMPOSSIBLE	Unmöglich
$UI_ACHIEVE_MEDIUM	Mittel
$UI_ACHIEVE_POP_UP	Meldungen
$UI_ACHIEVE_TRAINER	Trainer
$UI_ACHIEVEMENTS_BUTTON_NUMBERS	font:18,offy:-2
$UI_ACHIEVEMENTS_NUMS	font:18,off_y:0,pop_up_off_y:0,desc_font:11,title_font:11,popup_font:16
$UI_ACHIEVEMENTS_TITLE	Erfolge
$UI_ALL_FILES	Alle Dateien
$UI_AUDIO_NUMS	font:18,off_y:1,off_x:-2
$UI_AUDIO_TITLE	Audio
$UI_BACK_NUMS	font:18,off_y:1,off_x:-3
$UI_BATTLE_CASH_OUT	Ausbe-<N>zahlen
$UI_BATTLE_CASH_OUT_NUMS	y_off:-6,leading:-3
$UI_BATTLE_CASH_OUT_TEXT	Die Schlacht jetzt beenden und alle Belohnungen, die du verdient hast, einsammeln?
$UI_BATTLE_CASH_OUT?	Ausbezahlen?
$UI_BATTLE_MORE	MEHR
$UI_BATTLE_NEXT	NÄCHSTE
$UI_BATTLE_SEND_NEXT	Schicke<N>NÄCHSTE
$UI_BATTLE_WAVE	Welle
$UI_BATTLE_WAVES	Wellen
$UI_BONUS_BLUE_STARS_LINE	<STAR_NUM> blaue<N>Sternen
$UI_BONUS_BONUS_LEVELS	Bonuslevel
$UI_BONUS_GOLD_STARS_LINE	<STAR_NUM> goldenen<N>Sternen
$UI_BONUS_NUMS	select_font:14,locked_font:11
$UI_BONUS_STARS_LINE	<STAR_NUM> <STAR_COLOR> Sterne
$UI_CLOUD_UNKNOWN	Cloud-Spielstände
$UI_CLOUD_UNKNOWN_TEXT	Aktiviere Steam-Cloud-Spielstände?
$UI_CLOUD_UNKNOWN_TEXT_2	Ändere diese Einstellung jederzeit unter:<N>Optionen:Sonstiges
$UI_CONFLICT_BACKUP	Sichere die Datei, die ich nicht auswähle, unter:<N><LOC>
$UI_CONFLICT_BETTER	Wir denken, dass dies besser ist
$UI_CONFLICT_BUTTON	Benutze dies
$UI_CONFLICT_CLOUD	CLOUD
$UI_CONFLICT_LOCAL	COMPUTER
$UI_CONFLICT_CONSOLE	Spielkonsole
$UI_CONFLICT_MSG	Wir wissen nicht, was hiervon in Position <SLOT> soll.<N>Bitte wähle das aus, was du behalten möchtest.
$UI_CONFLICT_NGP	Neues Spiel+
$UI_CONFLICT_TITLE	Cloud-Konflikt!
$UI_CONTROLS_ACCEL	Beschleu-<N>nigung
$UI_CONTROLS_ACCEL_NUMS	font:13,off_x:0,off_y:0,text_off_x:0,text_off_y:-8
$UI_CONTROLS_ACCEPT	OK
$UI_CONTROLS_ACCEPT_SELECT	OK/Wählen
$UI_CONTROLS_AUTO	Auto-Finden
$UI_CONTROLS_BACK	Zurück
$UI_CONTROLS_BACK_CANCEL	Zurück/Abbruch
$UI_CONTROLS_BOOST	Stärken
$UI_CONTROLS_CANCEL	Abbruch
$UI_CONTROLS_CHARACTER	Charakter
$UI_CONTROLS_CLASS	Klasse
$UI_CONTROLS_CLICK	Klicken
$UI_CONTROLS_CURSOR	Cursor
$UI_CONTROLS_CYCLE	Verteidiger<N>durch-<N>wechseln
$UI_CONTROLS_CYCLE_NUMS	off_x:-5,text_off_y:-8
