     	name	comment	
$12_4_FINAL_370_TITLE	TALK_$HEA_NORMAL		
$12_4_FINAL_370_TEXT	兄弟，你可不能單幹啊！		
$12_4_FINAL_380_TITLE	TALK_$HEA_NORMAL		
$12_4_FINAL_380_TEXT	帶上我吧！		
$12_4_FINAL_390_TITLE	TALK_ZELEMIR_WOUNDED		
$12_4_FINAL_390_TEXT	不，這是我的錯！		
$12_4_FINAL_400_TITLE	TALK_ZELEMIR_WOUNDED		
$12_4_FINAL_400_TEXT	我會獨自承擔！		
$12_4_FINAL_410_TITLE	TALK_EZTLI-TENOCH_NORMAL		
$12_4_FINAL_410_TEXT	別說傻話了！你以為一隻狗可以-		
$12_4_FINAL_420_TITLE	TALK_ZELEMIR_WOUNDED		
$12_4_FINAL_420_TEXT	$MCG! 就是現在！集中!		
$12_4_FINAL_430_TITLE	TALK_$MCG_POWER		
$12_4_FINAL_430_TEXT	??		
$12_4_FINAL_440_TITLE	TALK_$MCG_POWER		
$12_4_FINAL_440_TEXT	走吧，舍理米爾。		
$12_4_FINAL_450_TITLE	TALK_$MCG_POWER		
$12_4_FINAL_450_TEXT	了結他。		
$12_4_FINAL_460_TITLE	TALK_EZTLI-TENOCH_NORMAL		
$12_4_FINAL_460_TEXT	難道我真的要學狗說話？		
$12_4_FINAL_470_TITLE	TALK_EZTLI-TENOCH_NORMAL		
$12_4_FINAL_470_TEXT	那些愚笨的人祈求我成為他們的神，現在又用空洞的威脅，又跺腳又對天揮拳，毫無意義。		
$12_4_FINAL_471_TITLE	TALK_EZTLI-TENOCH_NORMAL		
$12_4_FINAL_471_TEXT	我曾希望??		
$12_4_FINAL_472_TITLE	TALK_EZTLI-TENOCH_NORMAL		
$12_4_FINAL_472_TEXT	不！		
$12_4_FINAL_480_TITLE	TALK_EZTLI-TENOCH_NORMAL		
$12_4_FINAL_480_TEXT	在哪個世界可讓你面對我呢？		
$12_4_FINAL_490_TITLE	TALK_EZTLI-TENOCH_NORMAL		
$12_4_FINAL_490_TEXT	我是艾斯理-特諾奇！		
$12_4_FINAL_500_TITLE	TALK_$MCG_POWER		
$12_4_FINAL_500_TEXT	你是一個偉大的存在，福澤萬人。		
$12_4_FINAL_510_TITLE	TALK_$MCG_POWER		
$12_4_FINAL_510_TEXT	但眾人都聚合在我之內。		
$12_4_FINAL_520_TITLE	TALK_$MCG_POWER		
$12_4_FINAL_520_TEXT	我就是他們的代表。		
$12_4_FINAL_530_TITLE	TALK_$MCG_POWER		
$12_4_FINAL_530_TEXT	我們會一起打敗你。		
$12_4_FINAL_540_TITLE	TALK_EZTLI-TENOCH_NORMAL		
$12_4_FINAL_540_TEXT	愚蠢！		
$12_4_FINAL_550_TITLE	TALK_EZTLI-TENOCH_NORMAL		
$12_4_FINAL_550_TEXT	這可是我的空間。		
$12_4_FINAL_560_TITLE	TALK_EZTLI-TENOCH_NORMAL		
$12_4_FINAL_560_TEXT	你也許可以戰抖著步入中途世界吧??		
$12_4_FINAL_570_TITLE	TALK_EZTLI-TENOCH_NORMAL		
$12_4_FINAL_570_TEXT	??但只有我可以走靈魂之道。		
$12_4_FINAL_580_TITLE	TALK_$MCG_POWER		
$12_4_FINAL_580_TEXT	發生什麼事了？		
$12_4_FINAL_590_TITLE	TALK_$HEA_NORMAL		
$12_4_FINAL_590_TEXT	他直接走進??另外一頭??		
$12_4_FINAL_600_TITLE	TALK_$HEA_NORMAL		
$12_4_FINAL_600_TEXT	我不能從中途世界中找到他。		
$12_4_FINAL_610_TITLE	TALK_ZELEMIR_POWER		
$12_4_FINAL_610_TEXT	那邊好像有條路啊......		
$12_4_FINAL_620_TITLE	TALK_ZELEMIR_POWER		
$12_4_FINAL_620_TEXT	$MCG, 我快要死了......與我所有的力量一起埋葬......		
$12_4_FINAL_630_TITLE	TALK_ZELEMIR_POWER		
$12_4_FINAL_630_TEXT	你就像我......你可以召喚其他人進入這個中途世界......		
$12_4_FINAL_640_TITLE	TALK_ZELEMIR_POWER		
$12_4_FINAL_640_TEXT	但這裡的所有人......都將他們的力量借給我們了......		
$12_4_FINAL_650_TITLE	TALK_ZELEMIR_POWER		......
$12_4_FINAL_650_TEXT	我可以感受到??我們??一起上吧！		
$12_4_FINAL_660_TITLE	TALK_ZELEMIR_POWER		
$12_4_FINAL_660_TEXT	集中我們所有的力量，那我就可以完全進入另外一個世界......		
$12_4_FINAL_670_TITLE	TALK_ZELEMIR_POWER		
$12_4_FINAL_670_TEXT	以我強大的力量??足以打敗那個巫師！		
$12_4_FINAL_680_TITLE	TALK_EZTLI-TENOCH_NORMAL		
$12_4_FINAL_680_TEXT	一個人，一個頻死之人，竟妄想與神對抗？		
$12_4_FINAL_690_TITLE	TALK_$HEA_NORMAL		
$12_4_FINAL_690_TEXT	兄弟，你可不能單幹啊！		
$12_4_FINAL_700_TITLE	TALK_$HEA_NORMAL		
$12_4_FINAL_700_TEXT	既然是我們開頭的，我們就把他了結吧！		
$12_4_FINAL_710_TITLE	TALK_$MCG_POWER		
$12_4_FINAL_710_TEXT	長老？		
$12_4_FINAL_720_TITLE	TALK_ZELEMIR_POWER		
$12_4_FINAL_720_TEXT	太好了??朋友??歡迎回來！		
$12_4_FINAL_730_TITLE	TALK_$HEA_NORMAL		
$12_4_FINAL_730_TEXT	彼此彼此		
$12_4_FINAL_740_TITLE	TALK_ZELEMIR_POWER		
$12_4_FINAL_740_TEXT	$MCG! 就是現在！集中!		
$12_4_FINAL_750_TITLE	TALK_$MCG_POWER		
$12_4_FINAL_750_TEXT	......		
$12_4_FINAL_760_TITLE	TALK_$MCG_POWER		
$12_4_FINAL_760_TEXT	走吧，了結他。		
$12_4_FINAL_770_TITLE	TALK_ZELEMIR_POWER		
$12_4_FINAL_770_TEXT	我......承受不了啦......		
$12_4_FINAL_780_TITLE	TALK_ZELEMIR_POWER		
$12_4_FINAL_780_TEXT	我的傷......		
$12_4_FINAL_790_TITLE	TALK_ZELEMIR_POWER		
$12_4_FINAL_790_TEXT	$MCG, 你一定不能讓他得逞啊......		
$12_4_FINAL_800_TITLE	TALK_ZELEMIR_POWER		
$12_4_FINAL_800_TEXT	......		
$12_4_FINAL_810_TITLE	TALK_$MCG_POWER		
$12_4_FINAL_810_TEXT	舍理米爾！		
$12_4_FINAL_820_TITLE	TALK_$MCG_POWER		
$12_4_FINAL_820_TEXT	他逃了......		
$12_4_FINAL_830_TITLE	TALK_EZTLI-TENOCH_NORMAL		
$12_4_FINAL_830_TEXT	難道我真的要學狗說話？		
$12_4_FINAL_840_TITLE	TALK_EZTLI-TENOCH_NORMAL		
$12_4_FINAL_840_TEXT	那些愚笨的人祈求我成為他們的神，現在又用空洞的威脅，又跺腳又對天揮拳，毫無意義。		
$12_4_FINAL_841_TITLE	TALK_EZTLI-TENOCH_NORMAL		
$12_4_FINAL_841_TEXT	我曾希望??		
$12_4_FINAL_842_TITLE	TALK_EZTLI-TENOCH_NORMAL		
$12_4_FINAL_842_TEXT	不！		
$12_4_FINAL_850_TITLE	TALK_EZTLI-TENOCH_NORMAL		
$12_4_FINAL_850_TEXT	在哪個世界可讓你面對我呢？		
$12_4_FINAL_860_TITLE	TALK_EZTLI-TENOCH_NORMAL		
$12_4_FINAL_860_TEXT	我是艾斯理-特諾奇！		
$12_4_FINAL_870_TITLE	TALK_$MCG_POWER		
$12_4_FINAL_870_TEXT	你是一個偉大的存在，福澤萬人。		
$12_4_FINAL_880_TITLE	TALK_$MCG_POWER		
$12_4_FINAL_880_TEXT	但眾人都聚合在我之內。		
$12_4_FINAL_890_TITLE	TALK_$MCG_POWER		
$12_4_FINAL_890_TEXT	我就是他們的代表。		
$12_4_FINAL_900_TITLE	TALK_$MCG_POWER		
$12_4_FINAL_900_TEXT	我們會一起打敗你。		
$12_4_FINAL_910_TITLE	TALK_EZTLI-TENOCH_NORMAL		
$12_4_FINAL_910_TEXT	愚蠢！		
$12_4_FINAL_920_TITLE	TALK_EZTLI-TENOCH_NORMAL		
$12_4_FINAL_920_TEXT	這可是我的空間。		
$12_4_FINAL_930_TITLE	TALK_EZTLI-TENOCH_NORMAL		
$12_4_FINAL_930_TEXT	你也許可以戰抖著步入中途世界吧??		
$12_4_FINAL_940_TITLE	TALK_EZTLI-TENOCH_NORMAL		
$12_4_FINAL_940_TEXT	??但只有我可以走靈魂之道。		
$12_4_FINAL_950_TITLE	TALK_$MCG_POWER		
$12_4_FINAL_950_TEXT	發生什麼事了？		
$12_4_FINAL_960_TITLE	TALK_$HEA_NORMAL		
$12_4_FINAL_960_TEXT	他直接走進??另外一頭??		
$12_4_FINAL_970_TITLE	TALK_$HEA_NORMAL		
$12_4_FINAL_970_TEXT	我不能從中途世界中找到他。		
$12_4_FINAL_980_TITLE	TALK_$HEA_NORMAL		
$12_4_FINAL_980_TEXT	??		
$SIDEQUEST_7_00_TITLE	TALK_EZTLI-TENOCH_NORMAL		
$SIDEQUEST_7_00_TEXT	我的泰陶-米斯裡，你變成了什麼？		
$SIDEQUEST_7_10_TITLE	TALK_EZTLI-TENOCH_NORMAL		
$SIDEQUEST_7_10_TEXT	我們一起衝破這_髒的浪潮吧。		
$SIDEQUEST_7_20_TITLE	TALK_EZTLI-TENOCH_NORMAL		
$SIDEQUEST_7_20_TEXT	我們絕不會被這些可憐蟲打敗的！		
$SIDEQUEST_7_30_TITLE	TALK_EZTLI-TENOCH_NORMAL		
$SIDEQUEST_7_30_TEXT	我們把最低等的人提升至高位，賦予他們榮耀！		
$SIDEQUEST_7_40_TITLE	TALK_EZTLI-TENOCH_NORMAL		
$SIDEQUEST_7_40_TEXT	你是不是在人類的世界沉淪已久，忘記自己是一個神了？		
$SIDEQUEST_7_50_TITLE	TALK_EZTLI-TENOCH_NORMAL		
$SIDEQUEST_7_50_TEXT	我們肩負著神聖的任務！		
$SIDEQUEST_7_60_TITLE	TALK_EZTLI-TENOCH_NORMAL		
$SIDEQUEST_7_60_TEXT	我們怎能讓這些亂七八糟的東西破壞我們的使命呢？		
$SIDEQUEST_7_70_TITLE	TALK_EZTLI-TENOCH_NORMAL		
$SIDEQUEST_7_70_TEXT	我們的目光追隨著靈魂的秘密，你是否願意跟隨我們呢？		
$SIDEQUEST_7_80_TITLE	TALK_EZTLI-TENOCH_NORMAL		
$SIDEQUEST_7_80_TEXT	我可不願跟隨你步上自取滅亡之路。		
$SIDEQUEST_7_90_TITLE	TALK_EZTLI-TENOCH_NORMAL		
$SIDEQUEST_7_90_TEXT	我是否要將你像一坨爛肉地丟在一旁呢？你真的有價值嗎？		
$SIDEQUEST_7_100_TITLE	TALK_EZTLI-TENOCH_NORMAL		
$SIDEQUEST_7_100_TEXT	命運已經註定了我們的路！我們必須前進！		
$SIDEQUEST_7_110_TITLE	TALK_EZTLI-TENOCH_NORMAL		
$SIDEQUEST_7_110_TEXT	你怎可以待我如此殘忍呢？怎能逼我毀滅我所鍾愛的一切呢？		
$SIDEQUEST_7_111_TITLE	TALK_EZTLI-TENOCH_NORMAL		
$SIDEQUEST_7_111_TEXT	你怎能把我們兩人也滅了呢？		
$SIDEQUEST_7_120_TITLE	TALK_EZTLI-TENOCH_NORMAL		
$SIDEQUEST_7_120_TEXT	你可以把我們全放棄？可以將我們一切建立的全毀掉？		
$SIDEQUEST_7_130_TITLE	TALK_EZTLI-TENOCH_NORMAL		
$SIDEQUEST_7_130_TEXT	??所以我必須進行最後一次清洗??全部也要清洗??		
$INDEX_SLAK_DIE_00_TITLE	TALK_$BER_SMILE		
$INDEX_SLAK_DIE_00_TEXT	$MCG! 你失去了我的軀體！		
$INDEX_SLAK_DIE_10_TITLE	TALK_$MCG_POWER		
$INDEX_SLAK_DIE_10_TEXT	對不起啊！你受這麼重的傷，我也很難集中！		
$INDEX_SLAK_DIE_20_TITLE	TALK_$BER_SMILE		
$INDEX_SLAK_DIE_20_TEXT	快點把我拉回來！我快支援不住了！		
$INDEX_BER_DIE_30_TITLE	TALK_$BER_SURPRISE		
$INDEX_BER_DIE_30_TEXT	嘿 $MCG! 我的一個兄弟倒下了！拉他回來！我們還要撕殺呢！		
$INDEX_KETTA_DIE_40_TITLE	TALK_$RAN_NORMAL		
$INDEX_KETTA_DIE_40_TEXT	嘿！我要倒了！		
$INDEX_KETTA_DIE_50_TITLE	TALK_$MCG_POWER		
$INDEX_KETTA_DIE_50_TEXT	撐住！我們很快會救你！		
$INDEX_KETTA_DIE_60_TITLE	TALK_$RAN_NORMAL		
$INDEX_KETTA_DIE_60_TEXT	快點！感覺很奇怪！		
$INDEX_RAN_DIE_70_TITLE	TALK_$RAN_NORMAL		
$INDEX_RAN_DIE_70_TEXT	嘿！我們的兄弟快倒下了！快點救他們！		
$INDEX_BOOST_SLAK_80_TITLE	TALK_$BER_DERANGED		
$INDEX_BOOST_SLAK_80_TEXT	哈哈哈！我是迷人的暴力之神！		
$INDEX_BOOST_SLAK_90_TITLE	TALK_$BER_DERANGED		
$INDEX_BOOST_SLAK_90_TEXT	快看看我性感的腹肌！是不是令人叫絕呢！		
$INDEX_FIRST_LEVEL_100_TITLE			
$INDEX_FIRST_LEVEL_100_TEXT	點擊這裡開始		
$INDEX_SECOND_LEVEL_110_TITLE			
$INDEX_SECOND_LEVEL_110_TEXT	點擊這裡前進		
$INDEX_SECOND_LEVEL_111_TITLE			
$INDEX_SECOND_LEVEL_111_TEXT	按<MOVE_MAP_DOWN> 前進。		
$INDEX_LVL_DUDE_120_TITLE	新手引導		
$INDEX_LVL_DUDE_120_TEXT	恭喜！一個守護者升級了！		
$INDEX_LVL_DUDE_130_TITLE	新手引導		
$INDEX_LVL_DUDE_130_TEXT	點擊一個守護者去升級他們的技能。		
$INDEX_LVL_DUDE_131_TITLE	新手引導		
$INDEX_LVL_DUDE_131_TEXT	按<MENU_MENU>去切換角色。		
$INDEX_CLICK_DUDE_140_TITLE	新手引導		
$INDEX_CLICK_DUDE_140_TEXT	這是守護者的技能樹。		
$INDEX_CLICK_DUDE_150_TITLE	技術		
$INDEX_CLICK_DUDE_150_TEXT	這個圓形的技能就是技術<N>，在戰爭中經常使用。		
$INDEX_CLICK_DUDE_160_TITLE	特徵		
$INDEX_CLICK_DUDE_160_TEXT	這個方形的技能是被動特徵，<N>是常用的能力。		
$INDEX_SKILL_DUDE_170_TITLE	新手引導		
$INDEX_SKILL_DUDE_170_TEXT	把滑鼠移到技能上，就可以知道升級的效果。		
$INDEX_SKILL_DUDE_180_TITLE	新手引導		
$INDEX_SKILL_DUDE_180_TEXT	點選技能去增加1點。		
$INDEX_CLICK_DUDE1_190_TITLE	新手引導		
$INDEX_CLICK_DUDE1_190_TEXT	按<MENU_SELECT> 去檢查這個角色。		
$INDEX_SKILL_DUDE1_200_TITLE	新手引導		
$INDEX_SKILL_DUDE1_200_TEXT	按<MENU_SELECT> 去檢查這個角色的技能樹。		
$INDEX_ORB_DUDE1_210_TITLE	新手引導		
$INDEX_ORB_DUDE1_210_TEXT	<RE>$INDEX_CLICK_DUDE_140_TEXT		
$INDEX_ORB_DUDE1_220_TITLE	新手引導		
$INDEX_ORB_DUDE1_220_TEXT	<RE>$INDEX_CLICK_DUDE_150_TEXT		
$INDEX_ORB_DUDE1_230_TITLE	新手引導		
$INDEX_ORB_DUDE1_230_TEXT	<RE>$INDEX_CLICK_DUDE_160_TEXT		
$INDEX_ORB_DUDE1_240_TITLE	新手引導		
$INDEX_ORB_DUDE1_240_TEXT	這個版面會顯示升級技能後的情況。		
$INDEX_ORB_DUDE1_250_TITLE	新手引導		
$INDEX_ORB_DUDE1_250_TEXT	<RE>$INDEX_D1_290_TEXT		
$INDEX_A_190_TITLE	新手引導		
$INDEX_A_190_TEXT	恭喜！$MCG 提升了一個等級!		
$INDEX_A_200_TITLE	新手引導		
$INDEX_A_200_TEXT	點擊$MCG去升級他的咒語。		
$INDEX_A_201_TITLE	新手引導		
$INDEX_A_201_TEXT	按<MENU_MENU>去切換你的角色。		
$INDEX_B_210_TITLE	新手引導		
$INDEX_B_210_TEXT	這是 $MCG的技能樹。<N>$MCG的技能全是咒語。		
$INDEX_B_220_TITLE	新手引導		
$INDEX_B_220_TEXT	$MCG可以使用一個技能點。<N>移動滑鼠去查看電擊咒語。		
$INDEX_C_230_TITLE	新手引導		
$INDEX_C_230_TEXT	把滑鼠移到技能上，就可以知道升級的效果。		
$INDEX_C_240_TITLE	新手引導		
$INDEX_C_240_TEXT	點擊魔球去為這個技能增加1點。		
$INDEX_B1_250_TITLE	新手引導		
$INDEX_B1_250_TEXT	按<MENU_SELECT> 去查看 $MCG.		
$INDEX_C1_260_TITLE	新手引導		
$INDEX_C1_260_TEXT	按<MENU_SELECT>去檢查$MCG的技能樹。		
$INDEX_D1_270_TITLE	新手引導		
$INDEX_D1_270_TEXT	<RE>$INDEX_B_210_TEXT		
$INDEX_D1_280_TITLE	新手引導		
$INDEX_D1_280_TEXT	$MCG 可以使用1個技能點。<N>這可以顯示技能升級後的效果。		
$INDEX_D1_290_TITLE	新手引導		
$INDEX_D1_290_TEXT	按<MENU_SELECT>去為這個技能增加1點。		
$INDEX_BUY_STUFF_250_TITLE			
$INDEX_BUY_STUFF_250_TEXT	你可以在城內購買裝備和雇用新的守護者。		
$INDEX_BUY_STUFF_260_TITLE			
$INDEX_BUY_STUFF_260_TEXT	你現在應該雇用狂戰士與購買武器。<N><N>(提示：購買會越來越貴。)		
$INDEX_HOW_TO_BUY_270_TITLE	購買武器		
$INDEX_HOW_TO_BUY_270_TEXT	這裡有武器出售。<N>點一個武器種類，讓“購買”按鈕出現。		
$INDEX_DIFF_TOWN_280_TITLE	城鎮:		
$INDEX_DIFF_TOWN_280_TEXT	不同城鎮有不同的東西出售。		
$INDEX_DIFF_TOWN_290_TITLE	城鎮:		
$INDEX_DIFF_TOWN_290_TEXT	舉例來說，你可以在這個城鎮雇用遊俠和購買盔甲。		
$INDEX_DIFF_TOWN_300_TITLE	城鎮:		
$INDEX_DIFF_TOWN_300_TEXT	記住，越大的軍隊就越貴。每次雇用都會比上一次更貴。		
$INDEX_1_1_WHERE_AM_I_TITLE	中途世界		
$INDEX_1_1_WHERE_AM_I_TEXT	孤單又迷失， $MCG發現自己徘徊在生與死之間。		
$INDEX_1_2_THE_SHADOW_WORLD_TITLE	亡者的馬車		
$INDEX_1_2_THE_SHADOW_WORLD_TEXT	$MCG 遇到了裝滿貨物的商人大篷車。		
$INDEX_1_3_COLISEUM_1_TITLE	競技場		
$INDEX_1_3_COLISEUM_1_TEXT	我們的英雄在奧斯蒙的競技場中，被逼與亡靈作戰。		
$INDEX_JAIL_TITLE	奧斯蒙德監獄		
$INDEX_JAIL_TEXT	奧斯蒙德監獄是奴隸與角鬥士聚集之地。無恥的人渣與無辜的旁觀者都恨不得逃出生天。		
$INDEX_JAIL_DESTROY_TEXT	這監獄是空的-有人在牆上炸開了一個洞，所有的囚犯都逃走了。		
$INDEX_1_4_COLISEUM_2_TITLE	返回競技場		
$INDEX_1_4_COLISEUM_2_TEXT	奧斯蒙為了一個奇怪的客人，展示了$MCG的能力??		
$INDEX_1_5_RIVER_ESCAPE_TITLE	逃犯河域		
$INDEX_1_5_RIVER_ESCAPE_TEXT	一群由競技場大膽逃亡的烏合之眾，佔領了這個河域。		
$INDEX_SHANTY_TITLE	棚戶區		
$INDEX_SHANTY_TEXT	一_破_的棚__ - 看起_像逃犯的避_所。		
$INDEX_SIDEQUEST_1_TITLE	地下墓穴		
$INDEX_SIDEQUEST_1_TEXT	自奧斯蒙回歸， $MCG回來拯救在依然困於監獄地下墓穴的人。		
$INDEX_RANGER_TOWN_TITLE	卡爾斯克		
$INDEX_RANGER_TOWN_TEXT	遊牧村民的倖存者營寨。 卡爾斯克像奧斯蒙繳付巨額獻金去避免戰火。		
$INDEX_RANGER_TOWN_DESTROY_TEXT	卡爾斯克的遺址都被一層厚厚的炭灰遮蓋住，犧牲者的遺體都無法被找到。		
$INDEX_2_1_SAVE_RANGER_TOWN_TITLE	卡爾斯克之戰		
$INDEX_2_1_SAVE_RANGER_TOWN_TEXT	奧斯蒙大軍圍攻卡爾斯克。		
$INDEX_2_2_UNDEAD_RANGERS_TITLE	老朋友，新敵人。		
$INDEX_2_2_UNDEAD_RANGERS_TEXT	卡爾斯克的遺民奮起成為長期的敵人。		
$INDEX_2_3_MONASTERY_GATES_TITLE	修道院大門		
$INDEX_2_3_MONASTERY_GATES_TEXT	一場大戰在修道院大門爆發。		
$INDEX_LAKSOS_TITLE	勒薩斯		
$INDEX_LAKSOS_TEXT	一個在山腳下的營寨，經常受到奧斯蒙軍的掠奪。		
$INDEX_2_4_MONASTERY_TITLE	修道院大梯		
$INDEX_2_4_MONASTERY_TEXT	敵人攻擊了恢弘的修道院大梯。		
$INDEX_MONASTERY_TITLE	修道院		
$INDEX_MONASTERY_TEXT	阿舍王國國教的修道院。		
$INDEX_SIDEQUEST_2_TITLE	去釣魚		
$INDEX_SIDEQUEST_2_TEXT	$MCG 清除河中亡靈感染，讓平民可以再次垂釣。		
$INDEX_3_1_TO_THE_PASS_TITLE	去醫館		
$INDEX_3_1_TO_THE_PASS_TEXT	$MCG 立馬趕到醫館去迎戰一次突襲。		
$INDEX_3_2_HOSPITAL_ATTACK_TITLE	攻擊醫館		
$INDEX_3_2_HOSPITAL_ATTACK_TEXT	守衛被圍攻的醫館。		
$INDEX_HOSPITAL_TITLE	醫館		
$INDEX_HOSPITAL_TEXT	一個收容無家可歸之人與傷病者的憐憫之地。		
$INDEX_SIDEQUEST_3_TITLE	克拉斯的兒子		
$INDEX_SIDEQUEST_3_TEXT	$RAN 頑強地信守對一個格卡部落成員的承諾。		
$INDEX_SIDEQUEST_4_TITLE	進入暗影		
$INDEX_SIDEQUEST_4_TEXT	當$MCG 與 $RAN 消失後，$BER 與$HEA都被一個神秘的女人帶走靈魂了。		
$INDEX_3_3_DESERT_STRONGHOLD_TITLE	沙漠堡_入口		
$INDEX_3_3_DESERT_STRONGHOLD_TEXT	附近圍著一幫亡靈，這些人在沙漠入口，建立起一個入口。		
$INDEX_3_4_ARMORED_CREEPS_TITLE	生還騎士之夜		
$INDEX_3_4_ARMORED_CREEPS_TEXT	在堡壘尋求避難時，這群人發現了在暗夜中的罪惡。		
$INDEX_3_5_MEET_THE_KNIGHT_TITLE	裝甲裝甲		
$INDEX_3_5_MEET_THE_KNIGHT_TEXT	一個孤獨的騎士加入軍隊就是為了擺顯他的裝備。		
$INDEX_GUARD_TOWN_TITLE	守衛藏身處		
$INDEX_GUARD_TOWN_TEXT	一個由舊衛兵居住的堡壘，守衛著瘟疫的_存者。		
$INDEX_SIDEQUEST_5_TITLE	回到影中		
$INDEX_SIDEQUEST_5_TEXT	那個神秘的女人回來了，綁走了$BER 和 $KNI。		
$INDEX_3_6_INTO_THE_CITY_TITLE	深入的堡_		
$INDEX_3_6_INTO_THE_CITY_TEXT	$KNI 帶領軍隊深入堡壘去尋找答案。		
$INDEX_3_7_UNWELCOME_GUESTS_TITLE	不受歡迎的客人		
$INDEX_3_7_UNWELCOME_GUESTS_TEXT	軍隊在地下墓穴的深處發現了一個不清楚是敵是友的陣型。		
$INDEX_3_8_DEFEND_NEST_TITLE	守衛巢穴		
$INDEX_3_8_DEFEND_NEST_TEXT	$DRA 答應幫助我們，條件是英雄們可以助她守衛巢穴。		
$INDEX_DRAGON_LAIR_TITLE	龍的巢穴		
$INDEX_DRAGON_LAIR_TEXT	$DRA的老窩，充滿珍寶，養育她的後裔。		
$INDEX_3_9_GOAT_STEW_TITLE	大口吞羊		
$INDEX_3_9_GOAT_STEW_TEXT	$DRA 餓了。$MCG 提供了人肉以外的選擇。		
$INDEX_3_10_THE_CITADEL_TITLE	皇家檔案室		
$INDEX_3_10_THE_CITADEL_TEXT	軍隊一直打入了古老的檔案室，打算尋找答案。		
$INDEX_FIRE_SHRINE_TITLE	奎德火神殿		
$INDEX_FIRE_SHRINE_TEXT	這是奎德火神殿。		
$INDEX_SIDEQUEST_6_TITLE	墮落神廟		
$INDEX_SIDEQUEST_6_TEXT	$MAG 與 $MCG 淨化了被玷污的奎德火神殿。		
$INDEX_DESTROYED_RANGER_TOWN_TITLE	摧毀遊俠之城		
$INDEX_DESTROYED_RANGER_TOWN_TEXT	遊俠餘黨之城。 幾個遊俠依然隱藏在廢墟之中。		
$INDEX_3_11_CITADEL_BOSS_TITLE	隧道逃亡		
$INDEX_3_11_CITADEL_BOSS_TEXT	在亡靈軍隊的追趕下，軍隊透過大教堂的地下污水道逃出。		
$INDEX_3_12_TUNNEL_ESCAPE_TITLE	礦洞爆破		
$INDEX_3_12_TUNNEL_ESCAPE_TEXT	$HEA 計畫在礦洞進行爆破，只要 $MCG 可以把亡靈大軍拖延住。		
$INDEX_3_13_DESTROY_CITY_TITLE	舍裡米爾出現		
$INDEX_3_13_DESTROY_CITY_TEXT	舍裡米爾就在我們和出口之間出現。		
$INDEX_GHOST_TOWN_TITLE	鬼城		
$INDEX_GHOST_TOWN_TEXT	一個近乎荒廢的鄉村，只有少數的商人和奎德倖存者出入。		
$INDEX_4_1_EZTLIS_FORCES_TITLE	艾斯理-特諾奇的軍隊		
$INDEX_4_1_EZTLIS_FORCES_TEXT	在前往墓坑的東邊時，我們整支軍隊通過了艾斯理-特諾奇的地盤。		
$INDEX_4_2_WIZARDS_REALM_TITLE	巫師之界		
$INDEX_4_2_WIZARDS_REALM_TEXT	軍隊發現自己身處一個奇怪城市的遺址中。這裡到底是哪裡？		
$INDEX_4_3_THE_HALLS_TITLE	神王之殿		
$INDEX_4_3_THE_HALLS_TEXT	先前是艾斯理-特諾奇無上權威之殿，現在則是新戰場。		
$INDEX_TREASURE_CHAMBER_TITLE	藏寶室		
$INDEX_TREASURE_CHAMBER_TEXT	$DRA發現了一個藏身處，也是一個補給站?? 只要你有錢的話。		
$INDEX_SIDEQUEST_7_TITLE	暗影之後		
$INDEX_SIDEQUEST_7_TEXT	神秘女人的身份終於水落石出了。		
$INDEX_4_4_FREEDOM_DASH_TITLE	為了自由奮戰		
$INDEX_4_4_FREEDOM_DASH_TEXT	沖出山谷夾道，軍隊被逼在河流中奮勇一戰。		
$INDEX_4_5_RIGHT_HAND_TITLE	艾斯理-特諾奇的右手		
$INDEX_4_5_RIGHT_HAND_TEXT	神秘敵人的襲擊		
$INDEX_4_7_FOLLOW_ZELEMIR_TITLE	跟隨舍裡米爾		
$INDEX_4_7_FOLLOW_ZELEMIR_TEXT	$MCG 覺得舍裡米爾的計畫太恐怖，決定前去阻止他。		
$INDEX_4_6_THE_WAY_OUT_TITLE	出路		
$INDEX_4_6_THE_WAY_OUT_TEXT	$MCG 接受舍裡米爾的安排，然後從墓坑中逃出。、		
$INDEX_4_8_THE_ARMY_TITLE	舍裡米爾之軍		
$INDEX_4_8_THE_ARMY_TEXT	在與守衛戰鬥後， $MCG的軍隊必須挑戰舍裡米爾之軍。		
$INDEX_4_9_ZELEMIR_TITLE	瘋狂		
$INDEX_4_9_ZELEMIR_TEXT	$MCG 趕緊阻止舍裡米爾點燃這些水晶，否則整個墓坑都會灰飛煙滅。		
$INDEX_12_4_FINAL_TITLE	神王再臨		
$INDEX_12_4_FINAL_TEXT	由$MCG'的血召喚出艾斯理-特諾奇。		
$INDEX_HERMIT_1_TITLE	隱士之所		
$INDEX_HERMIT_1_TEXT	一個來自遊牧民族的隱士居住于此。		
$INDEX_HERMIT_2_TITLE	隱士之所		
$INDEX_HERMIT_2_TEXT	另一隱士居住之地，與前一個奇怪地相像。		
$INDEX_HERMIT_3_TITLE	隱士之所		
$INDEX_HERMIT_3_TEXT	第三個隱士居於堡壘深處。		
$INDEX_HERMIT_4_TITLE	隱士之所		
$INDEX_HERMIT_4_TEXT	最後一個隱士居於沙漠之中。		
$INDEX_OBELISK_TITLE	奇怪的紀念碑		
