flag	name	description
$ITM_ACC_BOOK_11	Взрывной старт	Призыв и повышение защитников вызывает небольшой взрыв.
$ITM_ACC_BOOK_12	Взрывной исход	Произойдет небольшой взрыв, если защитник будет побежден.
$ITM_ACC_BOOK_13	Книга чумы	Все защитники, за исключением $MCG не могут регенерировать здоровье, а все враги, за исключением боссов, постоянно отравлены. <RE>[$ITM_BOOK_PERHAPS_DESCRIPTION]
$ITM_ACC_BOOK_14	Книга крови	Все защитники и враги, исключая $MCG и боссов, постоянно кровоточат.<N><N><RE>[$ITM_BOOK_PERHAPS_DESCRIPTION]
$ITM_ACC_BOOK_15	Книга синергии	Лед, воду и огонь нельзя отменить.<N><N><RE>[$ITM_BOOK_PERHAPS_DESCRIPTION]
$ITM_ACC_BOOK_16	Долина забытых	Эта книга не имеет магической силы, это автобиография. В ней рассказывается история молодой эшанской библиотекарши, которая пытается выжить во время эпидемии и оказывается в ловушке чумной колонии. Это журнал, иллюстрации в котором нарисованы разнообразными подручными материалами вроде угля, чая, растительных экстрактов и крови.<N><N><RE>[$ITM_BOOK_PERHAPS_DESCRIPTION]
$ITM_ACC_BOOK_17	Книга отваги	Защитников нельзя вызвать снова после поражения или после отзыва.
$ITM_ACC_BOOK_18	Книга безмолвия	$MCG не может читать заклинания в бою.
$ITM_ACC_BOOK_19	Книга лиц	Срабатывает ТОЛЬКО в ЭКСТРЕМАЛЬНЫХ испытаниях: <N><N>Враги будут случайно обновлять свой ''статус'' с новыми лицами. Довольно странно.
$ITM_ACC_BOOK_20	Книга анонима	Срабатывает ТОЛЬКО в ЭКСТРЕМАЛЬНЫХ испытаниях: <N><N>Защитники становятся анонимами, получая +3% к шансу уклонения и двойной урон против троллей.
$ITM_ACC_BOOK_21	Книга тайн	Вы слышите тихий шепот, когда подносите книгу к уху.<N><N><RE>[$ITM_BOOK_PERHAPS_DESCRIPTION]
$ITM_W_BOOK_1	<RE>$ITM_ACC_BOOK_1_NAME	<RE>$ITM_ACC_BOOK_1_DESCRIPTION
$ITM_W_BOOK_2	<RE>$ITM_ACC_BOOK_2_NAME	<RE>$ITM_ACC_BOOK_2_DESCRIPTION
$ITM_W_BOOK_3	<RE>$ITM_ACC_BOOK_3_NAME	<RE>$ITM_ACC_BOOK_3_DESCRIPTION
$ITM_W_BOOK_4	<RE>$ITM_ACC_BOOK_4_NAME	<RE>$ITM_ACC_BOOK_4_DESCRIPTION
$ITM_W_BOOK_5	<RE>$ITM_ACC_BOOK_5_NAME	<RE>$ITM_ACC_BOOK_5_DESCRIPTION
$ITM_W_BOOK_6	<RE>$ITM_ACC_BOOK_6_NAME	<RE>$ITM_ACC_BOOK_6_DESCRIPTION
$ITM_W_BOOK_7	<RE>$ITM_ACC_BOOK_7_NAME	<RE>$ITM_ACC_BOOK_7_DESCRIPTION
$ITM_W_BOOK_8	<RE>$ITM_ACC_BOOK_8_NAME	<RE>$ITM_ACC_BOOK_8_DESCRIPTION
$ITM_W_BOOK_9	<RE>$ITM_ACC_BOOK_9_NAME	<RE>$ITM_ACC_BOOK_9_DESCRIPTION
$ITM_W_BOOK_10	<RE>$ITM_ACC_BOOK_10_NAME	<RE>$ITM_ACC_BOOK_10_DESCRIPTION
$ITM_W_BOOK_11	<RE>$ITM_ACC_BOOK_11_NAME	<RE>$ITM_ACC_BOOK_11_DESCRIPTION
$ITM_W_BOOK_12	<RE>$ITM_ACC_BOOK_12_NAME	<RE>$ITM_ACC_BOOK_12_DESCRIPTION
$ITM_W_BOOK_13	<RE>$ITM_ACC_BOOK_13_NAME	<RE>$ITM_ACC_BOOK_13_DESCRIPTION
$ITM_W_BOOK_14	<RE>$ITM_ACC_BOOK_14_NAME	<RE>$ITM_ACC_BOOK_14_DESCRIPTION
$ITM_W_BOOK_15	<RE>$ITM_ACC_BOOK_15_NAME	<RE>$ITM_ACC_BOOK_15_DESCRIPTION
$ITM_W_BOOK_16	<RE>$ITM_ACC_BOOK_16_NAME	<RE>$ITM_ACC_BOOK_16_DESCRIPTION
$ITM_W_BOOK_17	<RE>$ITM_ACC_BOOK_17_NAME	<RE>$ITM_ACC_BOOK_17_DESCRIPTION
$ITM_W_BOOK_18	<RE>$ITM_ACC_BOOK_18_NAME	<RE>$ITM_ACC_BOOK_18_DESCRIPTION
$ITM_W_BOOK_19	<RE>$ITM_ACC_BOOK_19_NAME	<RE>$ITM_ACC_BOOK_19_DESCRIPTION
$ITM_W_BOOK_20	<RE>$ITM_ACC_BOOK_20_NAME	<RE>$ITM_ACC_BOOK_20_DESCRIPTION
$ITM_W_BOOK_21	<RE>$ITM_ACC_BOOK_21_NAME	<RE>$ITM_ACC_BOOK_21_DESCRIPTION
