flag	name	description
$ITM_W_STAFF_20	<RE>[$ITM_W_STAFF_1_NAME]+	<RE>[$ITM_W_STAFF_1_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]	
$ITM_W_STAFF_21	<RE>[$ITM_W_STAFF_2_NAME]+	<RE>[$ITM_W_STAFF_2_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]	
$ITM_W_STAFF_22	<RE>[$ITM_W_STAFF_4_NAME]+	<RE>[$ITM_W_STAFF_4_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]	
$ITM_W_STAFF_23	<RE>[$ITM_W_STAFF_6_NAME]+	<RE>[$ITM_W_STAFF_6_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]	
$ITM_W_STAFF_24	<RE>[$ITM_W_STAFF_8_NAME]+	<RE>[$ITM_W_STAFF_8_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]	
$ITM_W_STAFF_25	<RE>[$ITM_W_STAFF_10_NAME]+	<RE>[$ITM_W_STAFF_10_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]	
$ITM_W_STAFF_26	<RE>[$ITM_W_STAFF_12_NAME]+	<RE>[$ITM_W_STAFF_12_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]	
$ITM_W_BOOK_1	<RE>$ITM_ACC_BOOK_1_NAME	<RE>$ITM_ACC_BOOK_1_DESCRIPTION	
$ITM_W_BOOK_2	<RE>$ITM_ACC_BOOK_2_NAME	<RE>$ITM_ACC_BOOK_2_DESCRIPTION	
$ITM_W_BOOK_3	<RE>$ITM_ACC_BOOK_3_NAME	<RE>$ITM_ACC_BOOK_3_DESCRIPTION	
$ITM_W_BOOK_4	<RE>$ITM_ACC_BOOK_4_NAME	<RE>$ITM_ACC_BOOK_4_DESCRIPTION	
$ITM_W_BOOK_5	<RE>$ITM_ACC_BOOK_5_NAME	<RE>$ITM_ACC_BOOK_5_DESCRIPTION	
$ITM_W_BOOK_6	<RE>$ITM_ACC_BOOK_6_NAME	<RE>$ITM_ACC_BOOK_6_DESCRIPTION	
$ITM_W_BOOK_7	<RE>$ITM_ACC_BOOK_7_NAME	<RE>$ITM_ACC_BOOK_7_DESCRIPTION	
$ITM_W_BOOK_8	<RE>$ITM_ACC_BOOK_8_NAME	<RE>$ITM_ACC_BOOK_8_DESCRIPTION	
$ITM_W_BOOK_9	<RE>$ITM_ACC_BOOK_9_NAME	<RE>$ITM_ACC_BOOK_9_DESCRIPTION	
$ITM_W_BOOK_10	<RE>$ITM_ACC_BOOK_10_NAME	<RE>$ITM_ACC_BOOK_10_DESCRIPTION	
$ITM_W_BOOK_11	<RE>$ITM_ACC_BOOK_11_NAME	<RE>$ITM_ACC_BOOK_11_DESCRIPTION	
$ITM_W_BOOK_12	<RE>$ITM_ACC_BOOK_12_NAME	<RE>$ITM_ACC_BOOK_12_DESCRIPTION	
$ITM_W_BOOK_13	<RE>$ITM_ACC_BOOK_13_NAME	<RE>$ITM_ACC_BOOK_13_DESCRIPTION	
$ITM_W_BOOK_14	<RE>$ITM_ACC_BOOK_14_NAME	<RE>$ITM_ACC_BOOK_14_DESCRIPTION	
$ITM_W_BOOK_15	<RE>$ITM_ACC_BOOK_15_NAME	<RE>$ITM_ACC_BOOK_15_DESCRIPTION	
$ITM_W_BOOK_16	<RE>$ITM_ACC_BOOK_16_NAME	<RE>$ITM_ACC_BOOK_16_DESCRIPTION	
$ITM_W_BOOK_17	<RE>$ITM_ACC_BOOK_17_NAME	<RE>$ITM_ACC_BOOK_17_DESCRIPTION	
$ITM_W_BOOK_18	<RE>$ITM_ACC_BOOK_18_NAME	<RE>$ITM_ACC_BOOK_18_DESCRIPTION	
$ITM_W_BOOK_19	<RE>$ITM_ACC_BOOK_19_NAME	<RE>$ITM_ACC_BOOK_19_DESCRIPTION	
$ITM_W_BOOK_20	<RE>$ITM_ACC_BOOK_20_NAME	<RE>$ITM_ACC_BOOK_20_DESCRIPTION	
$ITM_W_BOOK_21	<RE>$ITM_ACC_BOOK_21_NAME	<RE>$ITM_ACC_BOOK_21_DESCRIPTION	
$END	End
$ITM_ACC_BOOK	livre	<NULL>
$ITM_ACC_BOOK_1	Éclair de Foudre	La foudre électrocute les ennemis, ce qui les paralyse brièvement.
$ITM_ACC_BOOK_10	Bouclier Psi	Les ennemis qui touchent $MCG lui font perdre du Psi à la place de la Santé. La perte de Psi est réduite pour chaque point de compétence investi dans le sort Cristal.
$ITM_ACC_BOOK_11	Démarrage Explosif	Invoquer et améliorer les défenseurs provoque une petite explosion.
$ITM_ACC_BOOK_12	Final Explosif	Une petite explosion se produit lorsqu'un défenseur est vaincu.
$ITM_ACC_BOOK_13	Livres des Fléaux	Tous les défenseurs à l'exception de $MCG ne peuvent pas se régénérer, et tous les ennemis à l'exception des boss sont toxiques en permanence.<N><N><RE>[$ITM_BOOK_PERHAPS_DESCRIPTION]
$ITM_ACC_BOOK_14	Livre du Sang	Tous les défenseurs et les ennemis, à l'exception de $MCG et des boss, saignent en permanence.<N><N><RE>[$ITM_BOOK_PERHAPS_DESCRIPTION]
$ITM_ACC_BOOK_15	Livre de la Synergie	La glace, l'eau et le feu ne s'annulent plus.<N><N><RE>[$ITM_BOOK_PERHAPS_DESCRIPTION]
$ITM_ACC_BOOK_16	La Vallée des Oubliés	Ce livre n'a aucun pouvoir magique, car il s'agit d'une autobiographie. Il raconte l'histoire d'une jeune érudite ashani qui survit à une épidémie, mais se retrouve prise au piège au sein d'une colonie de pestiférés. Le récit est rédigé sous forme de journal, agrémenté de nombreuses illustrations dessinées avec des matériaux improvisés comme du charbon, du thé, des extraits de plantes et du sang.<N><N><RE>[$ITM_BOOK_PERHAPS_DESCRIPTION]
$ITM_ACC_BOOK_17	Livre de l'Intrépide	Les défenseurs ne peuvent pas être ré-invoqués une fois vaincus ou rappelés.
$ITM_ACC_BOOK_18	Livre du Silence	$MCG ne peut pas lancer de sorts pendant la bataille.
$ITM_ACC_BOOK_19	Bouquin de Faces	Ne fonctionne QUE pour les défis EXTRÊMES :<N><N>Les ennemis mettront aléatoirement à jour leur <LQ>statut<RQ> avec de nouveaux visages. Vraiment curieux...
$ITM_ACC_BOOK_2	Chaîne de Foudre	La foudre frappe 1 cible supplémentaire avec une puissance diminuée pour chaque point de compétence investi dans le sort Foudre.
$ITM_ACC_BOOK_20	Livre Anonyme	Ne fonctionne QUE pour les défis EXTRÊMES :<N><N>Les défenseurs deviennent anonymes. Ils gagnent +3% de chances d'esquiver.
$ITM_ACC_BOOK_21	Livre des Secrets	Vous entendez un léger murmure en l'approchant de votre oreille.<N><N><RE>[$ITM_BOOK_PERHAPS_DESCRIPTION]
$ITM_ACC_BOOK_3	Démarrage Furieux	Les défenseurs sont Enragés dès leur invocation.
$ITM_ACC_BOOK_4	Final Furieux	Les défenseurs dont la Santé tombe sous 25 % deviennent Enragés.
$ITM_ACC_BOOK_5	Lumière du Jugement	Lancer Soins lance également AVEUGLER sur tous les ennemis.
$ITM_ACC_BOOK_6	Lumière de la Gloire	Lancer Soins lance également LUMIÈRE sur tous les ennemis.
$ITM_ACC_BOOK_7	Démarrage au Ralenti	Les ennemis sont temporairement ralentis lorsqu'ils apparaissent.
$ITM_ACC_BOOK_8	Final au Ralenti	Les ennemis ralentissent lorsqu'ils se rapprochent de $MCG.
$ITM_ACC_BOOK_9	Amas de Cristaux	$MCG commence le niveau entourée de plusieurs cristaux.
$ITM_ACC_BOOK_PLURAL	livres	<NULL>
$ITM_ACC_BOOK_PLURAL_SHORT	livres	<NULL>
$ITM_BOOK_PERHAPS	<NOTHING>	Vous devriez peut-être emmener ce livre avec vous dans votre prochaine aventure...
$ITM_PLUS	Objet+	Un mystérieux symbole <LQ>+<RQ> laisse entendre que cet objet est bien plus puissant que la normale.
