"flag","name","description",
"$ITM_W_BOW_12","강화된 장궁","단단한 오크나무로 만들어진 이 활은 당기는데 엄청난 힘이 들지만 가능한 이들에게는 치명적인 사격을 선사합니다. ",
"$ITM_W_BOW_13","전투 사냥꾼+","이 유목민 사냥 활은 전쟁용으로도 쓰였습니다. '죽음'을 의미하는 문양 위에 '좋은 사냥'을 뜻하는 유목 문양이 덧칠해져있습니다. 활 안쪽에는 잘린 머리를 들고 선 스데카족의 신에 대한 묘사가 있습니다. 끝 부분에 붉은 승리의 줄무늬는 이 무기가 오래전 잊혀진 전투에서 많이 사용되었음을 암시합니다.",
"$ITM_W_BOW_14","북쪽의 유물+","이 훌륭한 사냥활은 순수 흰 자작나무로 만들어졌습니다. 파란 가죽 손잡이는 금사로 감싸져있습니다. 그리고 이상한 글이 끝에 감겨있습니다. - 아마 북쪽 도시국가의 여러 언어 중 하나겠지요. 케드족의 문양이 한쪽에 새겨져 있습니다. 이 무기가 그 부족과 함께 남쪽으로 여행을 했다는 걸 암시합니다.",
"$ITM_W_BOW_15","대장의 활+","이 애쉬제 활은 희귀한 나무를 층층이 붙여 만들어졌습니다. 손잡이에는 회전 장치가 있고 금에 글자가 새겨져 있습니다. 읽어보면, 대장 잔티몬, 길목의 방어자, 도적들과 노매드 침입자들로부터 애쉬 사원 순례자들을 지켰던 수많은 경비대 중 하나의 대장의 이름입니다.",
"$ITM_W_BOW_16","지도자의 승리+","이 훌륭하게 깎인 뒤로 휜 활은 황금 고리와 밝게 염색된 가죽으로 장식되어 있습니다. 무늬가 새겨진 손잡이는 승리한 지도자가 살육한 적들의 산 위에 서있는 모습을 묘사하고 있습니다. 몇몇 알 수 없는 신들이 위에서 그를 축복하고 있습니다. 이 무기는 부유하고 성공한 노매드 족장의 것이었음이 분명합니다.",
"$ITM_W_BOW_17","호화스러운 죽음+","뿔로 만들어진 끝을 지닌 이 활은 수많은 황금 고리로 장식되어 있습니다. 가죽 손잡이에는 구 퀘이드 언어의 설명이 적혀있습니다. ""루카완, 저속한 황금에 명예를 버린 자여, 이 무기의 황금 속에 너의 죽음이 보인다. 이 화살은 너를 찾을 것이고 네 배반의 시체는 개와 벌레들의 놀잇거리가 될 것이다."" 그 아래에는 가죽의 흠집에는 ""처단되었다.""라고 적혀있습니다. ",
"$ITM_W_BOW_18","초록 활+","묘목으로 만들어져 나무 화살을 갖춘 단순한 활입니다. 강화되어 더 강력해졌습니다.",
"$ITM_W_BOW_19","나무 활+","나무로 만들어져 돌촉 화살을 갖춘 활입니다. 강화되어 더 강력해졌습니다.",
"$ITM_W_BOW_20","사냥꾼의 활+","주목나무로 만들어져 돌촉 화살을 갖춘 튼튼한 활입니다. 강화되어 더 강력해졌습니다.",
"$ITM_W_BOW_21","사슴뿔 활+","사슴뿔로 만들어진 강력한 활입니다. 강화되어 더 강력해졌습니다.",
"$ITM_W_BOW_22","큰사슴 벌레 활+","큰사슴 벌레의 뿔로 만들어진 고대의 활입니다. 강화되어 더 강력해졌습니다.",
"$ITM_W_BOW_23","합성 궁+","여러 종류의 나무들로 만들어진 이 합성 궁은 장교의 것으로 추정됩니다. 강화되어 더 강력해졌습니다.",
"$ITM_W_BOW_24","강화된 장궁+","단단한 오크나무로 만들어진 이 활은 당기는데 엄청난 힘이 들지만 가능한 이들에게는 치명적인 사격을 선사합니다. 강화되어 더 강력해졌습니다.",
"$ITM_W_STAFF_1","지팡이","튼튼한 막대기입니다.",
"$ITM_W_STAFF_2","양치기의 지팡이","단순한 양치기의 지팡이입니다. ",
"$ITM_W_STAFF_3","사기꾼의 지팡이","이 공들여 깎은 지팡이는 손잡이 주변에 이상한 글로 장식되어 있습니다. 자세히 보면 그저 중얼거림이고 글을 읽지 못하는 사람들을 속이기 위한 용도입니다. 지팡이의 끝에는 색 연기와 한때 카나리아였을 것을 담기 위한 빈 공간 몇 개가 존재합니다. ",
"$ITM_W_STAFF_4","오크나무 지팡이","튼튼한 가죽 손잡이가 달린 잘 다듬어진 오크나무 지팡이입니다. ",
"$ITM_W_STAFF_5","대양 치기의 지팡이","이 튼튼한 지팡이에는 퀘이드, 애쉬, 노매드와 알 수 없는 다양한 지역의 방언들로 쓰인 부적들이 붙어있습니다. 지팡이의 머리 부분에는 퀘이드 언어로 ""양의 지배자, 창고의 수호자""라고 쓰여있습니다. 사막 문양의 보석은 그 아래에 있어 운 나쁜 소유자가 도시 아래에서 포악한 양을 관리해야 했음을 보여줍니다. 지팡이의 끝 부분에는 수백 개의 이빨자국이 나있고 몇몇 이빨은 나무 표면에 박혀있습니다. ",
"$ITM_W_STAFF_6","몽둥이","무게를 늘리기 위해 한쪽 끝을 파 납을 넣은 단단한 오크나무 지팡이입니다.",
"$ITM_W_STAFF_7","야수의 무기","이 놀라운 지팡이는 하나의 상아로 만들어졌습니다. 이 정도의 뿔을 가진 괴물은 정말 두려움 그 자체입니다. 지팡이의 길이만큼 새겨진 조각들은 이름 모를 영웅의 이야기를 담고 있습니다. 애쉬, 노매드, 퀘이드 어느 쪽의 주제에도 속하지 않고 알아볼 만한 단어도 없기에 조각가와 괴물의 정체는 신비에 싸여있습니다.",
"$ITM_W_STAFF_8","철 나무 지팡이","무척 희귀한 나무로 만들어진 훌륭한 지팡이입니다.",
"$ITM_W_STAFF_9","사형집행자의 몽둥이","이 커다란 지팡이는 철로 감싸져있고 한쪽 끝은 휘두를 때 탄력을 더하기 위해 속을 파 납으로 채워졌습니다. 이상한 에칭화들이 금속 표면을 장식하고 있습니다. 언어는 알 수 없지만 아마 북쪽에서 많이 쓰이는 말일 것입니다. 해골 아래 놓인 교차된 열쇠는 아마 간수나 사형집행자 등 칼이 어울리지 않는 인원들의 권위를 나타내고 있습니다. 휘두르는 쪽에 얼룩진 피는 그 권위가 자주 행사되었음을 보여줍니다.",
"$ITM_W_STAFF_10","철 도금 지팡이","이 튼튼한 지팡이는 긴 철판으로 보강되어있습니다.",
"$ITM_W_STAFF_11","불꽃 지킴이","이 은도금된 지팡이는 수 세대를 거치며 변색되었습니다. 적게 훼손된 부분에는 오래된 퀘이드 글자가 쓰여있습니다. 하지만  어두워진 은과 방언의 연대로 인해 대부분은 판독할 수가 없습니다. 그중 ""불꽃을 잡는 자""라는 구절과 ""황홀... 소모""라는 말이  수차례 반복되고 있습니다. 지팡이의 양 끝은 탄 흔적이 쌓여 새까맣게 되었기에 퀘이드 제국의 불의 의식에 쓰였다는 추측이 가능합니다.",
"$ITM_W_STAFF_12","순례자의 지팡이","셀리니 수도승들이 여행자들에게 주는 수많은 지팡이 중의 하나입니다. 손잡이는 철판으로 감싸져있고 나무 표면에는 기도문이 새겨져 있습니다.",
"$ITM_W_STAFF_13","코조몬의 권장","이 투박한 오크나무 지팡이는 애쉬 지역의 오래된 방언으로 코조몬 카스텐킴이란 이름을 가지고 있습니다. 그것은 셀레나드의 첫 제자의 물건이라는 의미입니다. 이 유물은 사제단 회의장이 퀘이드인 전쟁 말기에 약탈당하며 소실되었다고 여겨졌습니다. 권장을 장식하던 보석과 황금은 오래전에 벗겨졌지만 권장 자체는 손상되지 않았습니다. 수 세기 동안의 숭배와 몇 번의 화재가 원목을 칠흑에 가깝게 만들었지만 아직도 원래의 힘을 가지고 있습니다. ",
"$ITM_W_STAFF_14","사기꾼의 지팡이+","이 공들여 깎은 지팡이는 손잡이 주변에 이상한 글로 장식되어 있습니다. 자세히 보면 그저 중얼거림이고 글을 읽지 못하는 사람들을 속이기 위한 용도입니다. 지팡이의 끝에는 색 연기와 한때 카나리아였을 것을 담기 위한 빈 공간 몇 개가 존재합니다. ",
"$ITM_W_STAFF_15","대양 치기의 지팡이+","이 튼튼한 지팡이에는 퀘이드, 애쉬, 노매드와 알 수 없는 다양한 지역의 방언들로 쓰인 부적들이 붙어있습니다. 지팡이의 머리 부분에는 퀘이드 언어로 ""양의 지배자, 창고의 수호자""라고 쓰여있습니다. 사막 문양의 보석은 그 아래에 있어 운 나쁜 소유자가 도시 아래에서 포악한 양을 관리해야 했음을 보여줍니다. 지팡이의 끝 부분에는 수백 개의 이빨자국이 나있고 몇몇 이빨은 나무 표면에 박혀있습니다. ",
"$ITM_W_STAFF_16","야수의 무기+","이 놀라운 지팡이는 하나의 상아로 만들어졌습니다. 이 정도의 뿔을 가진 괴물은 정말 두려움 그 자체입니다. 지팡이의 길이만큼 새겨진 조각들은 이름 모를 영웅의 이야기를 담고 있습니다. 애쉬, 노매드, 퀘이드 어느 쪽의 주제에도 속하지 않고 알아볼 만한 단어도 없기에 조각가와 괴물의 정체는 신비에 싸여있습니다.",
"$ITM_W_STAFF_17","사형집행자의 몽둥이+","이 커다란 지팡이는 철로 감싸져있고 한쪽 끝은 휘두를 때 탄력을 더하기 위해 속을 파 납으로 채워졌습니다. 이상한 에칭화들이 금속 표면을 장식하고 있습니다. 언어는 알 수 없지만 아마 북쪽에서 많이 쓰이는 말일 것입니다. 해골 아래 놓인 교차된 열쇠는 아마 간수나 사형집행자 등 칼이 어울리지 않는 인원들의 권위를 나타내고 있습니다. 휘두르는 쪽에 얼룩진 피는 그 권위가 자주 행사되었음을 보여줍니다.",
"$ITM_W_STAFF_18","불꽃 지킴이+","이 은도금된 지팡이는 수 세대를 거치며 변색되었습니다. 적게 훼손된 부분에는 오래된 퀘이드 글자가 쓰여있습니다. 하지만  어두워진 은과 방언의 연대로 인해 대부분은 판독할 수가 없습니다. 그중 ""불꽃을 잡는 자""라는 구절과 ""황홀... 소모""라는 말이 수차례 반복되고 있습니다. 지팡이의 양 끝은 탄 흔적이 쌓여 새까맣게 되었기에 퀘이드 제국의 불의 의식에 쓰였다는 추측이 가능합니다.",
"$ITM_W_STAFF_19","코조몬의 권장+","이 투박한 오크나무 지팡이는 애쉬 지역의 오래된 방언으로 코조몬 카스텐킴이란 이름을 가지고 있습니다. 그것은 셀레나드의 첫 제자의 물건이라는 의미입니다. 이 유물은 사제단 회의장이 퀘이드인 전쟁 말기에 약탈당하며 소실되었다고 여겨졌습니다. 권장을 장식하던 보석과 황금은 오래전에 벗겨졌지만 권장 자체는 손상되지 않았습니다. 수 세기 동안의 숭배와 몇 번의 화재가 원목을 칠흑에 가깝게 만들었지만 아직도 원래의 힘을 가지고 있습니다. ",
"$ITM_W_STAFF_20","지팡이+","튼튼한 막대기입니다. 강화되어 더 강력해졌습니다.",
"$ITM_W_STAFF_21","양치기의 지팡이+","단순한 양치기의 지팡이입니다. 강화되어 더 강력해졌습니다.",
"$ITM_W_STAFF_22","오크나무 지팡이+","튼튼한 가죽 손잡이가 달린 잘 다듬어진 오크나무 지팡이입니다. 강화되어 더 강력해졌습니다.",
"$ITM_W_STAFF_23","몽둥이+","무게를 늘리기 위해 한쪽 끝을 파 납을 넣은 단단한 오크나무 지팡이입니다. 강화되어 더 강력해졌습니다.",
"$ITM_W_STAFF_24","철 나무 지팡이+","무척 희귀한 나무로 만들어진 훌륭한 지팡이입니다. 강화되어 더 강력해졌습니다. ",
"$ITM_W_STAFF_25","철 도금 지팡이+","이 튼튼한 지팡이는 긴 철판으로 보강되어있습니다. 강화되어 더 강력해졌습니다. ",
"$ITM_W_STAFF_26","순례자의 지팡이+","셀리니 수도승들이 여행자들에게 주는 수많은 지팡이 중의 하나입니다. 손잡이는 철판으로 감싸져있고 나무 표면에는 기도문이 새겨져 있습니다. 강화되어  더 강력해졌습니다.",
"$ITM_W_BOOK_1","충격 번개","번개가 적들에게 충격을 주고 잠시 마비시킵니다.",
"$ITM_W_BOOK_2","연쇄 번개","번개 사용 시 번개에 부여한 포인트만큼 추가적인 적을 공격합니다. 연쇄될 때 위력은 점점 감소합니다.",
"$ITM_W_BOOK_3","맹렬한 시작","새로 소환된 방어자들은 광분 효과를 얻습니다.",
"$ITM_W_BOOK_4","맹렬한 끝","체력이 1/4 이하인 방어자들은 광분 효과를 얻습니다.",
"$ITM_W_BOOK_5","심판의 빛","치유를 사용 시 모든 적을 실명 시킵니다.",
"$ITM_W_BOOK_6","영광의 빛","치유를 사용 시 모든 적에게 빛이 적용됩니다.",
"$ITM_W_BOOK_7","느린 시작","새로 나타난 적은 잠시 동안 느려지게 됩니다.",
"$ITM_W_BOOK_8","느린 끝","$MCG에게 접근하는 적은 느려지게 됩니다.",
"$ITM_W_BOOK_9","수정 지대","$MCG이(가) 약간의 수정에 둘러싸인 채 레벨을 시작합니다.",
"$ITM_W_BOOK_10","정신력 실드","$MCG이(가) 공격받을 때 HP 대신 정신력이 감소합니다. 수정 주문에 포인트를 부여할수록 더 적은 정신력이 소모됩니다.",
"$ITM_W_BOOK_11","폭발적인 시작","방어자를 소환하거나 부스트 시킬 때 작은 폭발이 일어납니다.",
"$ITM_W_BOOK_12","폭발적인 끝","방어자가 패배하면 작은 폭발이 일어납니다.",
"$ITM_W_BOOK_13","역병의 책","$MCG을(를) 제외한 모든 방어자는 자연치유되지 않고 보스를 제외한 모든 적은 계속 중독 상태가 됩니다.<N><N>아마 다음 모험에 가져가는 게 좋을 겁니다.",
"$ITM_W_BOOK_14","피의 책","$MCG 와 보스를 제외한 모든 방어자와 적들은 계속 출혈 상태가 됩니다.<N><N>아마 다음 모험에 가져가는 게 좋을 겁니다.",
"$ITM_W_BOOK_15","공동 상승의 책","얼음, 물, 불은 더 이상 상쇄되지 않습니다.<N><N>아마 다음 모험에 가져가는 게 좋을 겁니다. ",
"$ITM_W_BOOK_16","잊힌 협곡","이 책은 마법 능력이 없는 자서전입니다. 전염병에서 살아남았으나 역병 지대에 갇힌 젊은 애쉬 사서의 이야기가 담겨 있습니다. 일지처럼 쓰여있고 숯, 차, 녹즙, 피 등으로 쓰인 많은 그림들이 그려져있습니다.<N><N>아마 다음 모험에 가져가는 게 좋을 겁니다. ",
"$ITM_W_BOOK_17","대담함의 책","방어자들이 전투에서 한번 패하거나 복귀한 경우 다시 소환될 수 없습니다.",
"$ITM_W_BOOK_18","침묵의 책","$MCG이(가) 전투에서 주문을 사용하지 못 합니다.",
"$ITM_W_BOOK_19","모습의 책","극한 도전에서만 사용 가능:<N><N>적들은 때때로 그들의 상태를 새로운 모습으로 바꿉니다. 꽤 이상하군요.",
"$ITM_W_BOOK_20","익명의 책","극한 도전에서만 사용 가능:<N><N>방어자들이 익명이 됩니다. +3%의 회피 기회와 트롤에게 2배의 피해를 줍니다.",
"$ITM_W_BOOK_21","비밀의 책","책에 귀를 기울이면 부드러운 속삭임이 들려옵니다.<N><N>아마 다음 모험에 가져가는 게 좋을 겁니다.",
