"flag","content","comment",
"$UI_DEFQ_MODS","모드",,
"$UI_MOD_TITLE","수정",,
"$UI_MOD_DATA_ONLY","데이터만(1M)",,
"$UI_MOD_SPRITES","스프라이트 4M",,
"$UI_MOD_MOVIES","무비 아트 13M",,
"$UI_MOD_BKGS","배경 아트 42M",,
"$UI_MOD_TEMPLATE_SETTINGS","모드 템플릿 세팅",,
"$UI_MOD_SELECT_DIR","모드 디렉토리 선택",,
"$UI_SAVE_SELECT_DIR","저장 디렉토리 선택",,
"$UI_MOD_LOAD_MOD","모드 불러오기",,
"$UI_MOD_EXISTS","모드가 존재합니다. <N>불러오시겠습니까?",,
"$UI_MOD_MISSING","Settings.xml을 찾지 못 했습니다.<N>모드가 없거나 손상되었습니다.",,
"$UI_MOD_NOT_DIR","아이쿠!<N>그건 디렉토리가 아니에요!<N>다시 시도하세요.",,
"$UI_MOD_LOADING","모드를 불러오는 중...",,
"$UI_MOD_PLEASE_WAIT","모드를 불러올 동안<N>잠시만 기다려주세요",,
"$UI_MOD_PROGRESS","<TASK>작업<N><FILE> 파일<N>",,
"$UI_MOD_LOAD_FINISH","불러오기 완료",,
"$UI_MOD_LOAD_FINISH_TEXT","모드를 성공적으로 불러왔습니다.<N>게임을 재시작 합니다.",,
"$UI_MOD_LOAD_FAIL","불러오기 실패!",,
"$UI_MOD_LOAD_FAIL_TEXT","모드를 불러오는 중 에러 발생:",,
"$UI_MOD_NAME","이 모드의 이름을 입력하세요.",,
"$UI_MOD_EXPORTING","데이터 추출 중.",,
"$UI_MOD_EXPORT_FINISH","추출 완료!",,
"$UI_MOD_EXPORT_FINISH_TEXT","당신의 모드 위치는:",,
"$UI_MOD_EXPORT_CANCEL","추출 취소!",,
"$UI_MOD_EXPORT_CANCEL_TEXT","파일 위치는:",,
"$UI_MOD_EXPORT_FAIL","추출 실패!",,
"$UI_MOD_EXPORT_FAIL_TEXT","오류가 있습니다.",,
"$UI_MOD_EXPORT_CHURN","작업 <TASK_PROGRESS><N><N><TASK><N><PROGRESS>",,
"$UI_MOD_DEFQ_SAVE","디펜더 퀘스트 세이브 파일 (*.dfq)",,
"$UI_MOD_ALL_FILES","모든 파일 (*.*)",,
"$UI_MOD_AUTHOR","저작권자",,
"$UI_MOD_PLAY","실행하기",,
"$UI_MOD_SHARE","공유하기",,
"$UI_MOD_UPDATE","업데이트",,
"$UI_MOD_EDIT","편집하기",,
"$UI_MOD_WORKSHOP","창작 마당",,
"$UI_MOD_SHARE_TITLE","모드 공유하기",,
"$UI_MOD_SHARE_TEXT_LOCAL","이것은 모드를 배포하기 쉬운 하나의 파일로 묶을 것입니다.",,
"$UI_MOD_SHARE_TEXT_STEAM","이것은 모드를 스팀 창작 마당에 업로드할 것 입니다.",,
"$UI_MOD_UPDATE_TEXT_STEAM","이것은 스팀 창작 마당에 있는 당신의 모드를 업데이트할 것입니다.",,
"$UI_MOD_ZIP_PROGRESS","<TASK>작업<N><FILE> 파일<N>",,
"$UI_MOD_ZIP_FINISH","묶기 완료",,
"$UI_MOD_ZIP_FINISH_TEXT","모드가 성공적으로 압축되었습니다.",,
"$UI_MOD_ZIP_FAIL","묶기 실패!",,
"$UI_MOD_ZIP_FAIL_TEXT","모드를 압축하는데 오류가 생겼습니다.",,
"$UI_MOD_STEAM_UPLOAD","스팀에 업로드 중...",,
"$UI_MOD_STEAM_WAIT","스팀으로부터 응답을 기다리는 중...<N>(조금 기다려야 할 수도 있음)",,
"$UI_MOD_STEAM_SEND","스팀에 보내는 중",,
"$UI_MOD_SHARED","공유됨",,
"$UI_MOD_SUBSCRIBED","구독됨",,
"$UI_MOD_ZIP_STEAM_FAIL","업로드 실패!",,
"$UI_MOD_ZIP_STEAM_FAIL_TEXT","모드를 <N>스팀 창작 마당에 업로드하지 못 했습니다.",,
"$UI_MOD_ZIP_STEAM_FINISH","업로드 완료",,
"$UI_MOD_ZIP_STEAM_FINISH_TEXT","모드를 <N>스팀 창작 마당에 성공적으로 업로드하였습니다.",,
"$UI_MOD_UPDATE_STEAM_FINISH","업데이트 완료",,
"$UI_MOD_UPDATE_STEAM_FINISH_TEXT","<N>스팀 창작 마당의 모드가 성공적으로 업데이트 되었습니다.",,
"$UI_MOD_ZIPPING","모드 파일들을 묶는 중.",,
"$UI_MOD_MISSING_SUBSCRIBE","구독된 파일들",,
"$UI_MOD_MISSING_SUBSCRIBE_TEXT","<N><NUM>구독된 창작 마당 파일(들)을 다운로드하시겠습니까?",,
"$UI_MOD_DOWNLOAD","모드를 다운받는 중",,
"$UI_MOD_DOWNLOAD_TEXT"," ",,
"$UI_MOD_LATER","나중에",,
"$UI_EQUIP_WHO_WILL","장비할 사람:",,
"$UI_EQUIP_CANT_SELL_UNIQUE","유니크 아이템은 판매가 불가능!",,
"$UI_EQUIP_SELL_OLD_WEAPON_FOR","옛 무기를 <SELL_PRICE> 고철에 파시겠습니까?",,
"$UI_EQUIP_SELL_OLD_ARMOR_FOR","옛 방어구를 <SELL_PRICE>고철에 파시겠습니까?",,
"$UI_RECRUIT_CLASS_FULL","직업 최대치입니다.",,
"$UI_RECRUIT_BERSERKER_NUMS","font:14,x_off:0,y_off:0",,
"$UI_RECRUIT_RANGER_NUMS","font:14,x_off:0,y_off:0",,
"$UI_RECRUIT_KNIGHT_NUMS","font:14,x_off:0,y_off:0",,
"$UI_RECRUIT_MAGE_NUMS","font:14,x_off:0,y_off:0",,
"$UI_RECRUIT_HEALER_NUMS","font:14,x_off:0,y_off:0",,
"$UI_RECRUIT_DRAGON_NUMS","font:14,x_off:0,y_off:0",,
"$UI_BATTLE_MORE","더",,
"$UI_BATTLE_SEND_NEXT","다음<N>보내기",,
"$UI_BATTLE_NEXT","다음",,
"$UI_BATTLE_WAVES","단계",,
"$UI_BATTLE_WAVE","단계",,
"$UI_BATTLE_CASH_OUT","정산",,
"$UI_BATTLE_CASH_OUT?","정산?",,
"$UI_BATTLE_CASH_OUT_TEXT","지금 전투를 종료하고 획득한 보상을 얻으시겠습니까?",,
"$UI_BATTLE_WAVE_BUTT_NUMS","font_next:13,font_cash_out:11,font_next_x_off:0,font_next_y_off:-4,font_cash_out_x_off:0,font_cash_out_y_off:-1",,
"$FB_LIKE_US_TEXT","페이스북 '좋아요'를 누르시고 무료 보상을 얻으세요!",,
"$FB_LIKE_US_YES","좋아!",,
"$FB_LIKE_US_NO","하하하. 싫어.",,
"$FB_THANKS_TEXT","페이스북과 연동해주셔서 감사합니다!<N>보상이 지급되었습니다!",,
"$FB_THANKS_OK","좋아",,
"$FB_THANKS_SUCKS","페이스북은 구려!",,
"$FB_REBEL_TEXT","그래요, 반항하세요!<N>대신 이걸 가지세요.",,
"$FB_SECOND_PITCH","당신은 페이스북과 연동으로 이<N>을 얻을 수 있습니다!",,
"$FB_SECOND_PITCH_YES","좋아!",,
"$FB_SECOND_PITCH_NO","싫어!",,
"$FB_NUMS","font:16,y_off:0,x_off:0,width_off:0",
"$FB_HARD_SELL_TEXT","정말로 괜찮겠습니까?<N>보세요! 정말로 반짝거린다고요!",,
"$FB_HARD_SELL_YES","음... 좋아.",,
"$FB_HARD_SELL_NO","싫다니깐!",,
"$FB_PERSISTENT_TEXT","좋습니다, 당신이 이겼어요<N>어차피 드릴 거였는데 :)",,
"$FB_PERSISTENT_OK","승리는 나의 것이다!",,
"$FB_HARD_SELL_NUMS","yes_font:16,no_font:16,yes_off_y:0,yes_off_x:0,no_off_y:0,no_off_x:0",,
"$FB_PERSISTENT_NUMS","yes_font:16,no_font:16,yes_off_y:0,yes_off_x:0,no_off_y:0,no_off_x:0",,
"$FB_THIS_ITEM_WILL_NOW","이 아이템은 이제 플레이어 보관함에 나타납니다.",,
"$DEFQ2_CLICK_TEXT","디펜더 퀘스트 2 제작 중!<N>확인하고 보상을 받으세요!",,
"$DEFQ2_SECOND_PITCH","이 아이템은<N>디펜더 퀘스트 2 웹사이트를 방문해<N>얻을 수 있습니다.",,
"$BOOK_PSI_TAX","정신력 유지비:",,
"$BOOK_COST_MULT","주문 소비량 x",,
"$BOOK_COOL_MULT","주문 재충전 시간 x",,
"$STATUS_DESC_FB_HAPPY","<PERCENT>% 속도 증가","COMMENT: Status descriptions have LOTS of variables. Ask Lars is you have any questions.",
"$STATUS_DESC_FB_SAD","<PERCENt>% 속도 감소",,
"$STATUS_DESC_FB_BORED","움직임을 방해받지 않습니다.",,
"$STATUS_DESC_FB_LOL","<PERCENT>% 속도 증가",,
"$STATUS_DESC_FB_OMG","<PERCENT>% 속도 증가, <PERCENT>% 피해 저항 감소",,
"$STATUS_DESC_EXISTENTIAL","<PERCENT>% 속도 감소, <PERCENT>피해 저항 증가",,
"$STATUS_DESC_TROLL","<PERCENT>% 확률로 공격을 피합니다.",,
"$STATUS_DESC_ANONYMOUS","피할 확률이 <PERCENT>%  증가합니다. 트롤을 공격할 때 입히는 피해가 <PERCENT2>% 로 고정됩니다.",,
"$STATUS_DESC_DARK","범위 공격이 아닌 공격을 <PERCENT%>확률로 피합니다.",,
"$STATUS_DESC_LIGHT","어둠을 없앱니다.",,
"$STATUS_DESC_FRENZY","<M_MULT_PERCENT>% 속도 증가",,
"$STATUS_DESC_BLINDED","공격이 <PERCENT>% 확률만큼 빗나갑니다",,
"$STATUS_DESC_BLEED","<PERCENT>% 피해를 더 입습니다.",,
"$STATUS_DESC_EVER_POISON","<INTI> 초당 피해",,
"$STATUS_DESC_DISEASE","재생력이 <PERCENT>% 만큼 줄어듭니다.",,
"$STATUS_DESC_POISON","<TIME> 초 동안 1초에 <INTI> 피해를 입습니다.",,
"$STATUS_DESC_TOXIC","<TIME> 초 동안 1초에 <INTI> 피해를 입고, 사망 시 폭발하여 디펜더 체력의 <PERCENT2>% 피해를 줍니다.",,
"$STATUS_DESC_EVER_TOXIC","<TIME> 1초에 <INTI> 피해를 입고, 사망 시 폭발하여 디펜더 체력의 <PERCENT2>% 피해를 줍니다.",,
"$STATUS_DESC_SINGLE_STUN","움직일 수 없습니다. 공격 받으면 정신을 되찾습니다.",,
"$STATUS_DESC_STUN","움직일 수 없습니다.",,
"$STATUS_DESC_BURN","1초당 <AMT_1DIG> 피해를 입습니다. <N> 얼음으로 치료됩니다.",,
"$STATUS_DESC_INSPIRED","공격시 <M_MULT_PERCENT>% 피해를 더합니다.",,
"$STATUS_DESC_FREEZE","움직일 수 없습니다<N> 불로 해동됩니다.",,
"$STATUS_DESC_CHILL","<PERCENT>% 속도가 감소합니다. <N> 불로 원상태로 돌아옵니다.",,
"$STATUS_DESC_SLOW","<PERCENT>% 속도가 감소합니다. ",,
"$STATUS_TIME_LEFT","<TIME_LEFT>/<TIME>초 남았습니다.",,
"$STATUS_TIME_FOREVER","영구히 지속됩니다.",,
"$FLAV_DESC_LIGHT","어둠의 적이 <AMT_2DIG>x<EXTRA> 피해를 추가로 받으며, <TIME><EXTRA_TIME>초 동안 정확도가 상승합니다.",,
"$FLAV_DESC_LIGHT_SHORT","어둠의 적에게 추가 피해 & 정확도 상승",,
"$FLAV_DESC_BLINDED","적이 <TIME><EXTRA_TIME>초 동안 <PERCENT>%<EXTRA> 확률로 공격을 실패합니다.",,
"$FLAV_DESC_BLINDED_SHORT","적의 정확도가 일정시간 감소합니다",,
"$FLAV_DESC_CONFUSED","적이 <TIME><EXTRA_TIME>초 동안 뒷걸음질 칩니다.",,
"$FLAV_DESC_CONFUSED_SHORT","적이 몇 초간 뒷걸음질 칩니다.",,
"$FLAV_DESC_BLEED","적이 <TIME><EXTRA_TIME>초 동안 이후 공격에 <PERCENT>%<EXTRA>만큼 더 피해를 입습니다. ",,
"$FLAV_DESC_BLEED_SHORT","적이 이후 공격에 더 많은 피해를 입습니다.",,
"$FLAV_DESC_KNOCK_BACK","적이 <AMT_1DIG><EXTRA> 타일 뒤로 밀려납니다.",,
"$FLAV_DESC_KNOCK_BACK_SHORT","적이 몇 타일 뒤로 밀려납니다.",,
"$FLAV_DESC_DISEASE","적의 회복력이 <PERCENT>%<EXTRA>만큼 감소합니다.",,
"$FLAV_DESC_DISEASE_SHORT","적의 회복력이 감소합니다.",,
"$FLAV_DESC_POISON","적이 공격 데미지의 <PERCENT>%<EXTRA>를 <TIME><EXTRA_TIME> 초 동안 입습니다.",,
"$FLAV_DESC_POISON_DIRECT","적이 매 초당 <AMTDMG><EXTRA>의 데미지를 <TIME><EXTRA_TIME>초 동안 입습니다.",,
"$FLAV_DESC_POISON_SHORT","적이 짧은 시간 동안 피해를 입습니다.",,
"$FLAV_DESC_SINGLE_STUN","적이 <TIME><EXTRA_TIME>초 동안 움직일 수 없습니다. 한 번만 적용됩니다.",,
"$FLAV_DESC_SINGLE_STUN_SHORT","적이 짧은 시간 동안 움직이지 못하게 합니다. 한 번만 적용됩니다.",,
"$FLAV_DESC_STUN","적이 <TIME><EXTRA_TIME>동안 움직이지 못 합니다.",,
"$FLAV_DESC_STUN_SHORT","적이 일시적으로 움직이지 못 합니다.",,
"$FLAV_DESC_AUTO_KILL","적의 체력이 <PERCENT>%<EXTRA> 밑으로 떨어지면 자동으로 사망합니다.",,
"$FLAV_DESC_AUTO_KILL_SHORT","적이 충분히 약해지면 자동으로 사망합니다.",,
"$FLAV_DESC_BURN","적이 <AMTDMG><EXTRA>의 데미지를 <TIME><EXTRA_TIME>초 동안 입습니다. 해당 효과는 얼음으로 무효화될 수 있습니다.",,
"$FLAV_DESC_BURN_SHORT","적이 짧은 시간 동안 피해를 입습니다. 해당 효과는 얼음으로 무효화될 수 있습니다.",,
"$FLAV_DESC_INSPIRE","아군이 <M_MULT_PERCENT>%의<EXTRA>의 데미지를 <TIME><EXTRA_TIME>초 동안 가합니다.",,
"$FLAV_DESC_INSPIRE_SHORT","아군이 일시적으로 더 많은 피해를 입힙니다.",,
"$FLAV_DESC_FREEZE","적이 <TIME><EXTRA_TIME>초 동안 이동하지 못합니다. 화염으로 무효화될 수 있습니다.",,
"$FLAV_DESC_FREEZE_SHORT","적이 일시적으로 움직이지 못 합니다. 화염으로 무효화될 수 있습니다.",,
"$FLAV_DESC_ARMOR_PIERCE_DIRECT","공격이 <AMTDMG><EXTRA>만큼 방어도를 무시합니다.",,
"$FLAV_DESC_ARMOR_PIERCE_AMT_LESS_1","공격력의 <INV_AMOUNT><EXTRA>만큼 방어도를 무시합니다.",,
"$FLAV_DESC_ARMOR_PIERCE_AMT_GRTR_1","매 공격 시마다 <AMT_1DIG><EXTRA>만큼 방어도를 무시합니다.",,
"$FLAV_DESC_ARMOR_PIERCE_SHORT","공격이 일정량의 방어력을 무시합니다.",,
"$FLAV_DESC_ARMOR_BREAK_DIRECT","공격이 <ATMDMG><EXTRA>만큼 방어도를 파괴합니다.",,
"$FLAV_DESC_ARMOR_BREAK_AMT_LESS_1","매 <INV_AMOUNT><EXTRA>만큼 피해를 줄 때마다 방어도를 1씩 파괴합니다.",,
"$FLAV_DESC_ARMOR_BREAK_AMT_GRTR_1","매 공격 시마다 방어도를 <AMT_2DIG><EXTRA>씩 파괴합니다.",,
"$FLAV_DESC_ARMOR_BREAK_SHORT","공격이 일정량의 방어력을 파괴합니다.",,
"$FLAV_DESC_CHILL","적이 <TIME><EXTRA_TIME>초 동안 <PERCENT>%<EXTRA> 만큼 둔해집니다. 연소로 취소됩니다.",,
"$FLAV_DESC_CHILL_SHORT","적이 몇 초간 둔해집니다. 음주로 무효화됩니다.",,
"$FLAV_DESC_SLOW","적이 <TIME><EXTRA_TIME>초 동안 <PERCENT>%<EXTRA> 만큼 둔해집니다",,
"$FLAV_DESC_SLOW_SHORT","적이 일시적으로 느려집니다.",,
"$FLAV_DESC_STRIKE_THROUGH","<INTI><EXTRA>수의 적을 공격합니다.",,
"$FLAV_DESC_STRIKE_THROUGH_SHORT","다수의 적을 공격합니다.",,
"$FLAV_DESC_CRITICAL","피해를 <AMT_1DIG>x<EXTRA> 입힙니다.",,
"$FLAV_DESC_CRITICAL_SHORT","피해가 보통 수준보다 더 커집니다",,
"$STAT_DESC_HP","체력<N>체력이 0이 되면 전투에서 패배합니다.",,
"$STAT_DESC_SPEED","속도<N> 공격 대기시간:<N> 매 <SPEED_SHOW_MULT> 점 만큼 대기시간이 줄어듭니다.",,
"$STAT_DESC_SPEED_ENEMY","속도<N> 적이 얼마나 빨리 움직이고 공격하는지를 나타내는 정도. 1점 = 초당 1 타일",,
"$STAT_DESC_ATTACK","공격력<N> 더 많은 피해를 주는 기술을 배웁니다.",,
"$STAT_DESC_ATTACK_ENEMY","공격력<N> 적에게 입는 최고 피해.",,
"$STAT_DESC_DEFENSE","방어력<N> 피해를 흡수하는 정도.",,
"$STAT_DESC_DEFENSE_ENEMY","방어력<N> 피해를 흡수하는 정도.",,
"$STAT_DESC_STRONGS","강점",,
"$STAT_DESC_WEAKS","약점",,
"$STAT_DESC_REGEN","재생력<N> HP가 회복되는 속도, HP/sec",,
"$STAT_DESC_REGEN_ENEMY","재생력<N> HP가 회복되는 속도, HP/sec",,
"$STAT_DESC_EVADE","회피<N> 적 공격을 피할 확률.",,
"$STAT_DESC_EVADE_ENEMY","회피<N> 적 공격을 피할 확률.",,
"$STAT_DESC_RANGE","사거리<N> 공격이 닿는 범위.",,
"$STAT_DESC_RANGE_ENEMY","사거리<N> 공격이 닿는 범위.",,
"$STAT_DESC_SPELLS","주문",,
"$STAT_DESC_PORCUPINE","가시<N> 근접 공격을 하는 적에게 더 많은 피해를 줍니다.",,
"$STAT_DESC_PHASING","위상 조정<N> 주기적으로 세계를 넘나듭니다. 세계에 속하지 않으면 공격받지 않습니다. <N> 패턴은 타일에 따라 바뀝니다.",,
"$STAT_DESC_BARRIER","방어막<N> 피해를 막아주는 층입니다. 매우 강력한 마법만이 뚫을 수 있습니다.",,
"$STAT_DESC_FINAL_HIT","최후의 일격<N>적이 마지막 공격을 받을 때 <FINAL_HIT_TARGET>가 받는 피해의 양.",,
"$STRONG_DMG_MULT","<PERCENT>% 피해 저항 vs.<FLAVOR>",,
"$STRONG_EVADE","<PERCENT>% 회피 <FLAVOR>",,
"$SKILL_DESC_PSI_COST","정신력 요구량",,
"$SKILL_DESC_COOLDOWN","대기시간",,
"$SKILL_DESC_EFFECT","효과",,
"$SKILL_DESC_TARGET","목표",,
"$SKILL_DESC_HITS","회 공격",,
"$SKILL_DESC_HITS_NUM","# Hits",,
"$SKILL_DESC_SPECIAL"," ",,
"$SKILL_DESC_SPLASH","범위 공격",,
"$SKILL_DESC_DMG","피해",,
"$SKILL_DESC_ADDS_CHANCE_TO_ALL","모든 공격에 <FLAV>*확률을 <PERCENT>%<EXTRA>만큼 더합니다.",,
"$SKILL_DESC_ADDS_CHANCE_TO_ONE","<LQ><ATTACK><RQ>에 <FLAV>*확률을 <PERCENT>%<EXTRA>만큼 더합니다.",,
"$SKILL_DESC_ADDS_TO_ALL","모든 공격에 <FLAV>*를 더합니다.",,
"$SKILL_DESC_ADDS_TO_ONE","<LQ><ATTACK><RQ>에 <FLAV>*를 더합니다.",,
"$SKILL_DESC_TOTAL_BONUS","<STAT>*값이 <AMOUNT><EXTRA> 만큼 더 올라갑니다",,
"$SKILL_SPECIAL_HEAL","<RE>$MISC_HEAL",,
"$SKILL_SPECIAL_COUNTER","<RE>$MISC_COUNTER",,
"$SKILL_SPECIAL_ATTACK","<RE>$MISC_ATTACK",,
"$MISC_FOE_SINGULAR","적",,
"$MISC_FOE_PLURAL","적들",,
"$MISC_FRIEND_SINGULAR","아군",,
"$MISC_FRIEND_PLURAL","아군",,
"$MISC_1_FOE","적",,
"$MISC_X_FOES","<NUM>적들",,
"$MISC_1_FRIEND","아군",,
"$MISC_X_FRIENDS","<NUM>아군",,
"$MISC_ALL_FOES","범위 내 모든 적",,
"$MISC_ALL_FOES_IN","<TILES>타일 내 모든 적",,
"$MISC_ALL_FRIENDS","사정거리 내 모든 아군",,
"$MISC_ALL_FRIENDS_IN","<TILES>타일 내 모든 아군",,
"$MISC_ALL_TARGETS","범위 내 대상",,
"$MISC_ALL_TARGETS_IN","<TILES> 타일 내 모든 대상",,
"$MISC_X_HITS_FOE","적당 <NUM>회",,
"$MISC_X_HITS_FRIEND","아군당 <NUM>회",,
"$MISC_X_HITS_TARGET","목표당 <NUM>회",,
"$MISC_X_HITS_TOTAL","총 <NUM> 회",,
"$MISC_UP_TO_X_FRIENDS","최대 <NUM> <FRIEND>",,
"$MISC_UP_TO_X_FOES","최대 <NUM> <FOE>",,
"$MISC_SPLASH_DAMAGE","범위 공격",,
"$MISC_SPLASH_LINE","<AMT> 피해, <TILES> 타일",,
"$MISC_SAVED!","저장되었습니다!",,
"$MISC_MISS","빗나감",,
"$MISC_PROBLEM?","문제가 생겼나요?",,
"$MISC_COUNTER","반격",,
"$MISC_COUNTER!","반격!",,
"$MISC_NOM!","냠!",,
"$MISC_ACHIEVEMENT!","도전과제!",,
"$BASE_ATTACK","기본 공격",,
"$BONUS_DEFENSE","기본 방어",,
"$DECIMATE_BY","<PERCENT> % 섬멸",,
"$EN_SPELL_FRENZY_DESC","<SEC>초 동안 <PERCENT>%속도 증가",,
"$EN_SPELL_HEAL_DESC","회복: <PERCENT>체력",,
"$EN_SPELL_DRAGON_FIRE_1_DESC","<DMG>피해",,
"$EN_SPELL_DRAGON_FIRE_2_DESC","<LOW>-<HIGH>피해",,
"$SPECIAL_IMPROVES","<FLAVOR> 증가:",,
"$SPECIAL_PLUS_FLAV","<FLAVOR> 추가:",,
"$SPECIAL_SAVE_VS","HP >= <PERCENT>% 시 구조 vs. <FLAVOR>",,
"$TARGET_FIRST_TITLE","선두 목표",,
"$TARGET_FIRST_TEXT","가장 앞에 있는 적을 목표로 한다.",,
"$TARGET_LAST_TITLE","후미 목표",,
"$TARGET_LAST_TEXT","가장 뒤에 있는 적을 목표로 한다.",,
"$TARGET_STRONG_TITLE","가장 강한 적 목표",,
"$TARGET_STRONG_TEXT","체력과 방어력이 가장 높은 적을 목표로 한다.",,
"$TARGET_WEAK_TITLE","가장 약한 적 목표",,
"$TARGET_WEAK_TEXT","체력과 방어력이 가장 낮은 적을 목표로 한다.",,
"$TARGET_FAST_TITLE","가장 빠른 적 목표",,
"$TARGET_FAST_TEXT","가장 빨리 움직이는 적을 목표로 한다.",,
"$TARGET_HEAL_TITLE","회복 우선",,
"$TARGET_HEAL_TEXT","더 좋은 공격 기술이 준비되더라도, 회복이 가능할 때마다 회복한다.",,
"$TARGET_FIGHT_TITLE","전투 우선",,
"$TARGET_FIGHT_TEXT","더 좋은 회복 기술이 준비되더라도, 공격이 가능할 때마다 공격한다.",,
"$TARGET_BOTH_TITLE","보통 우선 정도",,
"$TARGET_BOTH_TEXT","강화 레벨에 따라 기술을 사용한다.",,
"$TARGET_CHEAP_TITLE","하위 기술 위주",,
"$TARGET_CHEAP_TEXT","하위 기술로 죽일 수 없는 적을 상대하기 위해 고위 기술을 아껴 둡니다.",,
"$TARGET_EFFECT_TITLE","상태 이상 효과 활용",,
"$TARGET_EFFECT_TEXT","상태 이상이 가장 적은 적에게 상태 이상 공격을 사용합니다.",,
"$TARGET_BULLDOG_TITLE","불독 모드",,
"$TARGET_BULLDOG_TEXT","적이 죽거나 사정거리를 벗어날 때까지 목표를 바꾸지 않습니다. 다루기 힘들므로, 능숙한 플레이어에게 추천합니다.",,
"$TARGET_CHANCE_TITLE","가장 높은 확률",,
"$TARGET_CHANCE_TEXT","적들 중 가장 공격을 피하거나 저항할 수 없는 적을 목표로 합니다.",,
"$TARGET_BOSS_TITLE","보스 목표",,
"$TARGET_BOSS_TEXT","선택하지 않으면, 보스들을 무시합니다.",,
"$TARGET_SAVE_TITLE","설정 저장",,
"$TARGET_SAVE_TEXT","이 캐릭터의 기본 목표 설정을 저장합니다.",,
"$CONFIRM_RES_CHANGE","해상도가 바뀌었습니다.<N> 적용 하시겠습니까? <N><N> <SECONDS> 초 뒤에 원상태로 돌아갑니다.",,
"$CONFIRM_RESTART_TITLE","전투를 재시작합니까?",,
"$CONFIRM_RESTART_TEXT","얻은 돈과 경험치를 모두 잃어버리게 됩니다.",,
"$CONFIRM_QUIT_TITLE","전투에서 나가시겠습니까?",,
"$CONFIRM_QUIT_TEXT","<RE>$CONFIRM_RESTART_TEXT",,
"$MISC_LEADER","지도자",,
"$MISC_LEVEL","레벨",,
"$MISC_LVLUP","레벨업",,
"$MISC_LEVEL_UPX","레벨업x",,
"$MISC_LEVEL_UP!","레벨업!",,
"$MISC_ANONYMOUS","익명",,
"$MISC_LEVEL_SHORT","레벨",,
"$PARTY_HP","체력",,
"$PARTY_PSI","정신력",,
"$PARTY_XP","경험치",,
"$PARTY_ATTACK","공격: <T>",,
"$PARTY_RANGE","거리: <T>",,
"$PARTY_SPEED","속도: <T>",,
"$PARTY_DEFEND","방어: <T>",,
"$PARTY_EVADE","회피: <T>",,
"$PARTY_REGEN","회복: <T>",,
"$MISC_HP","체력",,
"$MISC_HP_SHORT","HP",,
"$MISC_PSI","정신력",,
"$MISC_SPEED","속도",,
"$MISC_SPEED_SHORT","SPD",,
"$MISC_ATTACK","공격력",,
"$MISC_ATTACK_SHORT","ATK",,
"$MISC_ARMOR","방어력",,
"$MISC_ARMOR_SHORT","ARMR",,
"$MISC_EVADE","회피",,
"$MISC_EVADE_SHORT","EVA",,
"$MISC_EVASION","회피",,
"$MISC_DEFEND","방어",,
"$MISC_DEFENSE","방어력",,
"$MISC_DEFENSE_SHORT","DEF",,
"$MISC_RANGE","사거리",,
"$MISC_RANGE_SHORT","RNG",,
"$MISC_REGEN_LONG","회복력",,
"$MISC_REGEN","회복",,
"$MISC_REGEN_SHORT","REG",,
"$MISC_OF_DAMAGE","의 피해량",,
"$MISC_DAMAGE","피해",,
"$MISC_DAMAGE_SHORT","DMG",,
"$MISC_DAMAGE_RESIST","DMG 저항",,
"$MISC_RESIST","<SOMETHING> 저항",,
"$MISC_VS","대",,
"$MISC_TO","에게",,
"$MISC_VERSUS","대전",,
"$MISC_DEF_SHORT","DEF",,
"$MISC_PHASES","위상",,
"$MISC_SWIMS","수영하다",,
"$MISC_WALKS_ON","걸어가다",,
"$MISC_HEAL","치료하다",,
"$MISC_DEATH_SPLASH","사망 스플래쉬",,
"$MISC_PORCUPINE","가시",,
"$MISC_DARK","어둠",,
"$MISC_DARK_DESC","(75%의 공격 회피)",,
"$MISC_SPAWNS","소환",,
"$MISC_STRENGTHS","강점",,
"$MISC_WEAKNESSES","약점",,
"$MISC_IMMUNE_TO","<SOMETHING>에 면역",,
"$MISC_AMOUNT","양",,
"$MISC_AMOUNT_SHORT","양",,
"$MISC_SECOND","초",,
"$MISC_SECONDS","초",,
"$MISC_SECOND_SHORT","초",,
"$MISC_SECONDS_SHORT","초",,
"$MISC_CHANCE","확률",,
"$MISC_THRESHOLD","한계점",,
"$MISC_BASE_ATTACK","기본 공격력",,
"$MISC_BONUS_DEFENSE","기본 방어력",,
"$MISC_SAVED","저장되었습니다.",,
"$MISC_UNSAVED","저장되지 않았습니다.",,
"$MISC_EXIT","나가다",,
"$MISC_QUIT","종료",,
"$MISC_CLOSE","닫기",,
"$MISC_TRY_AGAIN","다시 시도",,
"$MISC_RANDOM","무작위",,
"$MISC_HIRE","고용!",,
"$MISC_CANT_AFFORD","감당할 수 없습니다.",,
"$MISC_CONFIRM_RECRUIT","고용 확인",,
"$MISC_CONFIRM_CHANGE","변화 적용",,
"$MISC_MAKE_CHANGE","적용하시겠습니까?",,
"$MISC_HIRE_Q","<NAME> <CLASS>을(를) <N><SCRAP> 고철에 고용하시겠습니까?",,
"$MISC_MODS","모드",,
"$MISC_CONFIG_DIR","설정 폴더",,
"$MISC_LANGUAGES","언어",,
"$MISC_PLEASE_ENTER_A_NAME!","이름을 입력하세요!",,
"$MISC_ARE_YOU_SURE","확실합니까?",,
"$MISC_NEXT","다음",,
