flag	content
$LINE_SIDEQUEST_5_OUTRO_80_TEXT	Lepší v dostávaní naběračkou do nosu!
$LINE_SIDEQUEST_5_OUTRO_90_CHAR	$KNI
$LINE_SIDEQUEST_5_OUTRO_90_TEXT	TO NIKOHO NEZAJÍMÁ, ŽE STOJÍM V KOTLI S POLÉVKOU?!!!
$LINE_SIDEQUEST_5_OUTRO_100_CHAR	$RAN
$LINE_SIDEQUEST_5_OUTRO_100_TEXT	No, když to stavíš takhle...
$LINE_SIDEQUEST_5_OUTRO_110_CHAR	$MCG
$LINE_SIDEQUEST_5_OUTRO_110_TEXT	Jo, co děláš v té polévce?
$LINE_SIDEQUEST_5_OUTRO_120_CHAR	$RAN
$LINE_SIDEQUEST_5_OUTRO_120_TEXT	Kromě, možná, vylepšování chuti.
$LINE_SIDEQUEST_5_OUTRO_130_CHAR	$MCG
$LINE_SIDEQUEST_5_OUTRO_130_TEXT	Musím ukázat, jakou sílu má moje naběračková ruka?
$LINE_SIDEQUEST_5_OUTRO_140_CHAR	$BER
$LINE_SIDEQUEST_5_OUTRO_140_TEXT	Bitka! Bitka!
$LINE_SIDEQUEST_5_OUTRO_150_CHAR	$MCG
$LINE_SIDEQUEST_5_OUTRO_150_TEXT	A kdes byl TY?
$LINE_SIDEQUEST_5_OUTRO_160_CHAR	$BER
$LINE_SIDEQUEST_5_OUTRO_160_TEXT	*Och, $KNI a já jsme byli uneseni tou čarodějkou, co nás pravděpodobně s nekalými úmysly sledovala, a než jsme ji mohli vyslechnout, zmizela.
$LINE_SIDEQUEST_5_OUTRO_170_CHAR	$MCG
$LINE_SIDEQUEST_5_OUTRO_170_TEXT	Co? Proč jste mi nic neřekli?
$LINE_SIDEQUEST_5_OUTRO_180_CHAR	$BER
$LINE_SIDEQUEST_5_OUTRO_180_TEXT	*$KNI byl zrovna zaneprázdněn postáváním v polévce, takže se nemohl věnovat důležitým aktuálním záležitostem.
$LINE_SIDEQUEST_5_OUTRO_190_CHAR	$KNI
$LINE_SIDEQUEST_5_OUTRO_190_TEXT	... 
$LINE_SIDEQUEST_5_OUTRO_200_CHAR	$KNI
$LINE_SIDEQUEST_5_OUTRO_200_TEXT	Mohl bych si na chvíli půjčit tu naběračku?
$LINE_SIDEQUEST_5_OUTRO_210_CHAR	$MCG
$LINE_SIDEQUEST_5_OUTRO_210_TEXT	Takže ona vás vtáhla do toho světa na půli cesty, jako to dělám já?
$LINE_SIDEQUEST_5_OUTRO_220_CHAR	$KNI
$LINE_SIDEQUEST_5_OUTRO_220_TEXT	Nejen to. Uměla zmizet a objevit se jinde.
$LINE_SIDEQUEST_5_OUTRO_230_CHAR	$MCG
$LINE_SIDEQUEST_5_OUTRO_230_TEXT	No, to kdybych uměla, rozhodně bych netrčela tady v Jámě.
$LINE_SIDEQUEST_5_OUTRO_240_CHAR	$KNI
$LINE_SIDEQUEST_5_OUTRO_240_TEXT	Myslím, že něco hledá. Když jsme se objevili v těch divných troskách, říkala něco jako, že “ještě není čas”.
$LINE_SIDEQUEST_5_OUTRO_250_CHAR	$KNI
$LINE_SIDEQUEST_5_OUTRO_250_TEXT	A něco s sebou nesla.
$LINE_SIDEQUEST_5_OUTRO_260_CHAR	$KNI
$LINE_SIDEQUEST_5_OUTRO_260_TEXT	Snažila se vyrýt si do dlaně nějaký symbol.
$LINE_SIDEQUEST_5_OUTRO_270_CHAR	$KNI
$LINE_SIDEQUEST_5_OUTRO_270_TEXT	Netuším proč, a neměl jsem chuť tam zůstat, abych to zjistil.
$LINE_SIDEQUEST_5_OUTRO_280_CHAR	$MCG
$LINE_SIDEQUEST_5_OUTRO_280_TEXT	Jak to vypadalo?
$LINE_SIDEQUEST_5_OUTRO_290_CHAR	$KNI
$LINE_SIDEQUEST_5_OUTRO_290_TEXT	Trochu podobné nomádským zbraním, ale mnohem lépe udělané, než co jsem kdy viděl u nomádů.
$LINE_SIDEQUEST_5_OUTRO_300_CHAR	$MCG
$LINE_SIDEQUEST_5_OUTRO_300_TEXT	... viděla jsem nějaké takové nákresy v knihovně... je to prastará věc...
$LINE_SIDEQUEST_5_OUTRO_310_CHAR	$MCG
$LINE_SIDEQUEST_5_OUTRO_310_TEXT	Ať je to kdo to je, ví a umí toho až moc.
$LINE_SIDEQUEST_5_OUTRO_320_CHAR	$KNI
$LINE_SIDEQUEST_5_OUTRO_320_TEXT	Měli bychom se mít na pozoru.
$LINE_SIDEQUEST_5_OUTRO_330_CHAR	$MCG
$LINE_SIDEQUEST_5_OUTRO_330_TEXT	Bez legrace.
$SCENE_3_6_INTRO_TITLE	Fešácký bojovník
$LINE_3_6_INTRO_00_CHAR	$BER
$LINE_3_6_INTRO_00_TEXT	Hej, ty novej! Pár základních pravidel, jak to tady chodí.
$LINE_3_6_INTRO_10_CHAR	$BER
$LINE_3_6_INTRO_10_TEXT	Pozice drsného fešného bojovníka už je obsazená.
$LINE_3_6_INTRO_20_CHAR	$BER
$LINE_3_6_INTRO_20_TEXT	Takže by sis moh najít nějaký připitomělý zbraně na střílení, jasný?
$LINE_3_6_INTRO_30_CHAR	$BER
$LINE_3_6_INTRO_30_TEXT	Nechceme, aby ses nám v první linii zranil. Mohl by sis třeba zatrhnout nehet.
$LINE_3_6_INTRO_40_CHAR	$KNI
$LINE_3_6_INTRO_40_TEXT	*Jmenuju se $KNI, a tvůj tón se mi vůbec nelíbí.
$LINE_3_6_INTRO_50_CHAR	$BER
$LINE_3_6_INTRO_50_TEXT	Aha, takže pan drsňák? Drsňák, co se schovává v chlapáckým brnění?
$LINE_3_6_INTRO_60_CHAR	$KNI
$LINE_3_6_INTRO_60_TEXT	Tohle je výzbroj -
$LINE_3_6_INTRO_70_CHAR	$BER
$LINE_3_6_INTRO_70_TEXT	... malejch holek, co se bojej, že by to mohly schytat!
$LINE_3_6_INTRO_80_CHAR	$KNI
$LINE_3_6_INTRO_80_TEXT	To nedává smysl. Kdo jde do boje, aby se nechal trefit?
$LINE_3_6_INTRO_90_CHAR	$KNI
$LINE_3_6_INTRO_90_TEXT	Taky nosíš do boje kalhoty.
$LINE_3_6_INTRO_100_CHAR	$BER
$LINE_3_6_INTRO_100_TEXT	Už ne!
$LINE_3_6_INTRO_110_CHAR	$KNI
$LINE_3_6_INTRO_110_TEXT	Co se - ?
$LINE_3_6_INTRO_120_CHAR	$MCG
$LINE_3_6_INTRO_120_TEXT	Další Navrátilci!
$SCENE_3_6_OUTRO_TITLE	Nejsme sami
$LINE_3_6_OUTRO_00_CHAR	$KNI
$LINE_3_6_OUTRO_00_TEXT	Tohle nebyli moji muži.
$LINE_3_6_OUTRO_10_CHAR	$KNI
$LINE_3_6_OUTRO_10_TEXT	Museli do města přijít odjinud.
$LINE_3_6_OUTRO_20_CHAR	$HEA
$LINE_3_6_OUTRO_20_TEXT	Takže odhalili ten tajný vchod.
$LINE_3_6_OUTRO_30_CHAR	$HEA
$LINE_3_6_OUTRO_30_TEXT	Musíme vyrazit.
$LINE_3_6_OUTRO_40_CHAR	$HEA
$LINE_3_6_OUTRO_40_TEXT	Zelemir nás pronásleduje.
$SCENE_3_7_INTRO_TITLE	Nevítaní hosté
$LINE_3_7_INTRO_00_CHAR	$MCG
$LINE_3_7_INTRO_00_TEXT	*$KNI je vyjevený z toho, jak Navrátilci umírají.
$LINE_3_7_INTRO_10_CHAR	$HEA
$LINE_3_7_INTRO_10_TEXT	To jsme byli všichni, když jsi to poprvé předvedla.
$LINE_3_7_INTRO_20_CHAR	$MCG
$LINE_3_7_INTRO_20_TEXT	Jaktože já je můžu zabít a nikdo jiný ne?
$LINE_3_7_INTRO_30_CHAR	$HEA
$LINE_3_7_INTRO_30_TEXT	Navrátilci, jak jim říkáme, jsou jen prázdné nádoby pro Zelemirovu vůli.
$LINE_3_7_INTRO_40_CHAR	$HEA
$LINE_3_7_INTRO_40_TEXT	Jeho duch ovládá jejich těla nějakou magickou silou, které pořád nemohu přijít na kloub.
$LINE_3_7_INTRO_50_CHAR	$HEA
$LINE_3_7_INTRO_50_TEXT	Stejně jako já nemohu přetnout tvoji vůli mečem, stejně tak nemohu zničit Zelemirovu moc nad těmi těly.
$LINE_3_7_INTRO_60_CHAR	$MCG
$LINE_3_7_INTRO_60_TEXT	Ale já ano!
$LINE_3_7_INTRO_70_CHAR	$HEA
$LINE_3_7_INTRO_70_TEXT	Ale když to děláš, nejsi v tomhle světě. Stojíš na pokraji smrti, na půl cesty do světa duší.
$LINE_3_7_INTRO_80_CHAR	$HEA
$LINE_3_7_INTRO_80_TEXT	A tam tvoje vůle přemůže Zelemirovu.
$LINE_3_7_INTRO_90_CHAR	$HEA
$LINE_3_7_INTRO_90_TEXT	A to, co už bylo mrtvé, se stane mrtvým znovu...
$LINE_3_7_INTRO_100_CHAR	$MCG
$LINE_3_7_INTRO_100_TEXT	Aha, takže-
$LINE_3_7_INTRO_110_CHAR	Vzteklý drak
$LINE_3_7_INTRO_110_TEXT	Který smrtelník si dovolil proniknout k bohům?
$LINE_3_7_INTRO_120_CHAR	$HEA
$LINE_3_7_INTRO_120_TEXT	Držte se zpět, všichni!
$LINE_3_7_INTRO_130_CHAR	Vzteklý drak
$LINE_3_7_INTRO_130_TEXT	Mluv, nebo zhyneš mým plamenem!
$LINE_3_7_INTRO_140_CHAR	$HEA
$LINE_3_7_INTRO_140_TEXT	Teď není čas se hádat! Útočí Navrátilci!
$LINE_3_7_INTRO_150_CHAR	Vzteklý drak
$LINE_3_7_INTRO_150_TEXT	Zas ta havěť? Poznají, co je božský vztek!
$SCENE_3_7_OUTRO_TITLE	Slovo draka
$LINE_3_7_OUTRO_00_CHAR	$DRA
$LINE_3_7_OUTRO_00_TEXT	Na smrtelníky bojujete dobře.
$LINE_3_7_OUTRO_10_CHAR	$DRA
$LINE_3_7_OUTRO_10_TEXT	Ale to neznamená, že bych vám odpustila, jak jste sem vtrhli.
$LINE_3_7_OUTRO_20_CHAR	$DRA
$LINE_3_7_OUTRO_20_TEXT	... 
$LINE_3_7_OUTRO_30_CHAR	$DRA
$LINE_3_7_OUTRO_30_TEXT	Ale odpuštění si můžete vysloužit, když pro mne něco uděláte.
$LINE_3_7_OUTRO_40_CHAR	$MCG
$LINE_3_7_OUTRO_40_TEXT	A co za to?
$LINE_3_7_OUTRO_50_CHAR	$DRA
$LINE_3_7_OUTRO_50_TEXT	Za odměnu vás neusmažím zaživa.
$LINE_3_7_OUTRO_60_CHAR	$RAN
$LINE_3_7_OUTRO_60_TEXT	To mi připadá jako dobrý obchod.
$LINE_3_7_OUTRO_70_CHAR	$MCG
$LINE_3_7_OUTRO_70_TEXT	Budeme chtít za odměnu ještě něco.
$LINE_3_7_OUTRO_80_CHAR	$DRA
$LINE_3_7_OUTRO_80_TEXT	Jak si troufáš dávat podmínky?!
$LINE_3_7_OUTRO_90_CHAR	$MCG
$LINE_3_7_OUTRO_90_TEXT	Zaveď nás do Královského archivu, a pomůžeme ti, s čímkoliv chceš.
$LINE_3_7_OUTRO_100_CHAR	$DRA
$LINE_3_7_OUTRO_100_TEXT	... jsou to opravdu bídné časy, když lidé zkouší smlouvat s bohy.
$LINE_3_7_OUTRO_110_CHAR	$DRA
$LINE_3_7_OUTRO_110_TEXT	Ale máte štěstí - mám dobrou náladu. Takže souhlasím, máte mé slovo.
$LINE_3_7_OUTRO_120_CHAR	$DRA
$LINE_3_7_OUTRO_120_TEXT	A teď pojďte za mnou, čeká vás práce.
$LINE_3_7_OUTRO_130_CHAR	$RAN
$LINE_3_7_OUTRO_130_TEXT	Teda, příště, než zkusíš naštvat příšeru, co chrlí oheň, dej mi minutku, abych se vypařila.
$LINE_3_7_OUTRO_140_CHAR	$MCG
$LINE_3_7_OUTRO_140_TEXT	Kdyby nás chtěla zabít, už by to dávno udělala. Na něco nás potřebuje.
$LINE_3_7_OUTRO_150_CHAR	$MCG
$LINE_3_7_OUTRO_150_TEXT	... a když z toho můžeme mít prospěch, tím líp.
$LINE_3_7_OUTRO_160_CHAR	$RAN
$LINE_3_7_OUTRO_160_TEXT	Jasně, ale ,...
$LINE_3_7_OUTRO_170_CHAR	$RAN
$LINE_3_7_OUTRO_170_TEXT	Nebudu stát blízko tebe, dokud bude na blízku.
$LINE_3_7_OUTRO_180_CHAR	$MAG
$LINE_3_7_OUTRO_180_TEXT	Ty handluješ s draky?
$LINE_3_7_OUTRO_190_CHAR	$MCG
$LINE_3_7_OUTRO_190_TEXT	Nemáš radost? Když jsi sama ... ohnivá a tak.
$LINE_3_7_OUTRO_200_CHAR	$MCG
$LINE_3_7_OUTRO_200_TEXT	Nejste spřízněni?
$LINE_3_7_OUTRO_210_CHAR	$MAG
$LINE_3_7_OUTRO_210_TEXT	Slyšelas, že si říká bohyně?
$LINE_3_7_OUTRO_220_CHAR	$MAG
$LINE_3_7_OUTRO_220_TEXT	To není služebnice plamene.
$LINE_3_7_OUTRO_230_CHAR	$MAG
$LINE_3_7_OUTRO_230_TEXT	Obávám se, že je to jedna z těch temných... co používají tajemství ohně pro vlastní slávu.
$LINE_3_7_OUTRO_240_CHAR	$MCG
$LINE_3_7_OUTRO_240_TEXT	Ale i ti temní mohou být využiti pro dobrou věc.
$LINE_3_7_OUTRO_250_CHAR	$MAG
$LINE_3_7_OUTRO_250_TEXT	*Hezky řečeno, ale pořád je to hodně nebezpečné. Mnozí si mysleli, že jsou dost chytří na to, aby si mohli zahrávat s mocí temnoty.
$LINE_3_7_OUTRO_260_CHAR	$MAG
$LINE_3_7_OUTRO_260_TEXT	Nenech se zaslepit svou hrdostí.
$LINE_3_7_OUTRO_270_CHAR	$MCG
$LINE_3_7_OUTRO_270_TEXT	*Samozřejmě. Je mi jasné, že...
$LINE_3_7_OUTRO_280_CHAR	$MCG
$LINE_3_7_OUTRO_280_TEXT	... si hrajeme s ohněm.
$LINE_3_7_OUTRO_290_CHAR	$MAG
$LINE_3_7_OUTRO_290_TEXT	To není ani ... trochu ... eh.
$LINE_3_7_OUTRO_300_CHAR	$MCG
$LINE_3_7_OUTRO_300_TEXT	Vždyt je to legrační.
$LINE_3_7_OUTRO_310_CHAR	$MAG
$LINE_3_7_OUTRO_310_TEXT	... bolí mne z toho hlava.
$SCENE_3_8_INTRO_TITLE	Bráníme hnízdo
$LINE_3_8_INTRO_00_CHAR	$MCG
$LINE_3_8_INTRO_00_TEXT	Takže, některým drakům se dá věřit?
$LINE_3_8_INTRO_10_CHAR	$MAG
$LINE_3_8_INTRO_10_TEXT	Na počátku všichni draci sloužili Plameni...
$LINE_3_8_INTRO_20_CHAR	$MAG
$LINE_3_8_INTRO_20_TEXT	... a Plamen je poslal do světa, aby šli lidem zářným příkladem.
$LINE_3_8_INTRO_30_CHAR	$MAG
$LINE_3_8_INTRO_30_TEXT	Ale někteří draci, když viděli lidská díla, lesklé zlato a zářivé drahokamy, podlehli.
$LINE_3_8_INTRO_40_CHAR	$MAG
$LINE_3_8_INTRO_40_TEXT	Přestali sloužit Kosmickému Plameni a místo toho začali používat svou moc pro vlastní prospěch a slávu.
$LINE_3_8_INTRO_50_CHAR	$MAG
$LINE_3_8_INTRO_50_TEXT	Kradli a shromažďovali, posedlí a patetičtí, stali se výsměchem svému původnímu poslání.
$LINE_3_8_INTRO_60_CHAR	$MAG
$LINE_3_8_INTRO_60_TEXT	Jiní strávili ve světě tolik času, že zapomněli, KDO je tam poslal a proč.
$LINE_3_8_INTRO_70_CHAR	$MAG
$LINE_3_8_INTRO_70_TEXT	Bloumali po zemi, nikoliv padlí, ale jen s mlhavými vzpomínkami na své původní poslání.
$LINE_3_8_INTRO_80_CHAR	$MAG
$LINE_3_8_INTRO_80_TEXT	Nakonec zůstalo věrno Velkému Ohni jen pár nejmoudřejších.
$LINE_3_8_INTRO_90_CHAR	$MAG
$LINE_3_8_INTRO_90_TEXT	To jsou ti jediní, které bys chtěla potkat.
$LINE_3_8_INTRO_100_CHAR	$MAG
$LINE_3_8_INTRO_100_TEXT	Ti, kteří zapomněli, jsou nebezpeční a nevypočitatelní, i když občas i od nich můžeš získat požehnání či bohatství.
$LINE_3_8_INTRO_110_CHAR	$MAG
$LINE_3_8_INTRO_110_TEXT	A ti padlí jen ničí.
$LINE_3_8_INTRO_120_CHAR	$MCG
$LINE_3_8_INTRO_120_TEXT	A tahle je jaká, co myslíš?
$LINE_3_8_INTRO_130_CHAR	$MAG
$LINE_3_8_INTRO_130_TEXT	No, buď padlá nebo jen zapomněla. V našem zájmu doufám - 
$LINE_3_8_INTRO_140_CHAR	$DRA
$LINE_3_8_INTRO_140_TEXT	Jsme tu, smrtelníci!
$LINE_3_8_INTRO_150_CHAR	$DRA
$LINE_3_8_INTRO_150_TEXT	Teď můžete splnit svůj úkol.
$LINE_3_8_INTRO_160_CHAR	$MCG
$LINE_3_8_INTRO_160_TEXT	Tohle je ... hnízdo?
$LINE_3_8_INTRO_170_CHAR	$DRA
$LINE_3_8_INTRO_170_TEXT	Každou noc útočí.
$LINE_3_8_INTRO_180_CHAR	$DRA
$LINE_3_8_INTRO_180_TEXT	Odeženu jich stovky, ale pořád přicházejí další.
$LINE_3_8_INTRO_190_CHAR	$DRA
$LINE_3_8_INTRO_190_TEXT	Každé ráno jsou pryč další z mých dětí.
$LINE_3_8_INTRO_200_CHAR	$MCG
$LINE_3_8_INTRO_200_TEXT	Proč by Navrátilci chtěli draky?
$LINE_3_8_INTRO_210_CHAR	$DRA
$LINE_3_8_INTRO_210_TEXT	Teď není čas na otázky, smrtelníku.
$LINE_3_8_INTRO_220_CHAR	$MCG
$LINE_3_8_INTRO_220_TEXT	Nepřítel je tady!
$LINE_3_8_INTRO_230_CHAR	$DRA
$LINE_3_8_INTRO_230_TEXT	Teď je čas na oheň.
$SCENE_3_8_OUTRO_TITLE	Poslední věc
$NARR_3_8_OUTRO_00_TEXT	AKT V
$NARR_3_8_OUTRO_00_SUB_TEXT	*Tanči pro nás, krvi zabitých!$NZpívej pro slávu pána!$NTeč, stříkej, rozlévej se světem, dokud se nevrátí!
$NARR_3_8_OUTRO_00_SUB_SUB_TEXT	*$N$N$N$N$N-Píseň krví šílených, jak ji zaznamenali přeživší z kmene Geka
$LINE_3_8_OUTRO_00_CHAR	$MCG
$LINE_3_8_OUTRO_00_TEXT	Tvé děti jsou v bezpečí, mocná.
$LINE_3_8_OUTRO_10_CHAR	$DRA
$LINE_3_8_OUTRO_10_TEXT	Dobře jsi mi posloužila, smrtelnice.
$LINE_3_8_OUTRO_20_CHAR	$MCG
$LINE_3_8_OUTRO_20_TEXT	Dodrželi jsme svou část dohody.
$LINE_3_8_OUTRO_30_CHAR	$DRA
$LINE_3_8_OUTRO_30_TEXT	Ano, ano, samozřejmě...
$LINE_3_8_OUTRO_40_CHAR	$DRA
$LINE_3_8_OUTRO_40_TEXT	Ale moje děti jsou vyhladovělé, cestu k té místnosti, kam chcete, by nezvládly.
$LINE_3_8_OUTRO_50_CHAR	$DRA
$LINE_3_8_OUTRO_50_TEXT	Je to už několik měsíců, co jsme jedli...
$LINE_3_8_OUTRO_60_CHAR	$MCG
$LINE_3_8_OUTRO_60_TEXT	Můžeme nějak pomoci?
$LINE_3_8_OUTRO_70_CHAR	$DRA
$LINE_3_8_OUTRO_70_TEXT	Odvaha ti neschází, smrtelnice.
$LINE_3_8_OUTRO_80_CHAR	$DRA
$LINE_3_8_OUTRO_80_TEXT	Ale... možná.
$LINE_3_8_OUTRO_90_CHAR	$DRA
$LINE_3_8_OUTRO_90_TEXT	Třeba by ses obešla bez jednoho, dvou svých společníků?
$LINE_3_8_OUTRO_100_CHAR	$DRA
$LINE_3_8_OUTRO_100_TEXT	Třeba ten trouba s divným pohledem.
$LINE_3_8_OUTRO_110_CHAR	$DRA
$LINE_3_8_OUTRO_110_TEXT	Nebo ta naštvaná dívka, co všechno podezíravě sleduje.
$LINE_3_8_OUTRO_120_CHAR	$MCG
$LINE_3_8_OUTRO_120_TEXT	A nějak jinak by to šlo?
$LINE_3_8_OUTRO_130_CHAR	$MCG
$LINE_3_8_OUTRO_130_TEXT	Co třeba ovce??
$LINE_3_8_OUTRO_140_CHAR	$MCG
$LINE_3_8_OUTRO_140_TEXT	Hezké, chutné, vypasené ovce?
$LINE_3_8_OUTRO_150_CHAR	$DRA
$LINE_3_8_OUTRO_150_TEXT	Hmmm...
$LINE_3_8_OUTRO_160_CHAR	$DRA
$LINE_3_8_OUTRO_160_TEXT	No, to by mohlo stačit.
$LINE_3_8_OUTRO_170_CHAR	$DRA
$LINE_3_8_OUTRO_170_TEXT	Ale hoďte sebou, už mi dochází trpělivost.
$SCENE_3_9_INTRO_TITLE	Skopové
$LINE_3_9_INTRO_00_CHAR	$RAN
$LINE_3_9_INTRO_00_TEXT	Ovce? Tos nemohla vymyslet něco lepšího??
$LINE_3_9_INTRO_10_CHAR	$MCG
$LINE_3_9_INTRO_10_TEXT	Hele, jen se snažím zabránit tomu, aby byli sežráni lidé.
$LINE_3_9_INTRO_20_CHAR	$RAN
$LINE_3_9_INTRO_20_TEXT	A co myslíš, že se stane, když nenajdeme ty kouzelné ovce, které jsi naslibovala?
$LINE_3_9_INTRO_30_CHAR	$MCG
$LINE_3_9_INTRO_30_TEXT	Prostě jsem řekla to první, co mi přišlo na mysl.
$LINE_3_9_INTRO_40_CHAR	$RAN
$LINE_3_9_INTRO_40_TEXT	A to první, co ti přišlo na mysl, byly “ovce”? Vypadá tady to okolo snad jako pastviny?
$LINE_3_9_INTRO_50_CHAR	$MCG
$LINE_3_9_INTRO_50_TEXT	Ne, to první, co my přišlo na mysl, bylo “Jo, vem si tu otravnou hubenou holku s černým hárem, co nedokáže chvíli bejt zticha”.
$LINE_3_9_INTRO_60_CHAR	$RAN
$LINE_3_9_INTRO_60_TEXT	Kdo nedokáže bejt zticha, já nebo moje háro?
$LINE_3_9_INTRO_70_CHAR	$MCG
$LINE_3_9_INTRO_70_TEXT	Oboje!
$LINE_3_9_INTRO_80_CHAR	$RAN
$LINE_3_9_INTRO_80_TEXT	Ani se nemusím namáhat vymýšlet nějakou vtipnou reakci, protože to cos řekla, je tak neuvěřitelně bl-
$LINE_3_9_INTRO_90_CHAR	OVCE
$LINE_3_9_INTRO_90_TEXT	Béééé.
$LINE_3_9_INTRO_100_CHAR	$RAN
$LINE_3_9_INTRO_100_TEXT	... 
$LINE_3_9_INTRO_110_CHAR	$RAN
$LINE_3_9_INTRO_110_TEXT	No tohle je teda...
$LINE_3_9_INTRO_120_CHAR	$MAG
$LINE_3_9_INTRO_120_TEXT	*Na mne to udělalo dojem.
$LINE_3_9_INTRO_130_CHAR	$MAG
$LINE_3_9_INTRO_130_TEXT	Na světě není moc lidí, co by věděli o tajných zásobách ovcí pod quaidskými městy.
$LINE_3_9_INTRO_140_CHAR	$MAG
$LINE_3_9_INTRO_140_TEXT	Většinou jsou určené pouze pro stav obležení, ale v tomhle případě myslím můžeme udělat výjimku.
$LINE_3_9_INTRO_150_CHAR	$MAG
$LINE_3_9_INTRO_150_TEXT	Jen doufám, že nemají ... vzteklinu.
$LINE_3_9_INTRO_160_CHAR	$MCG
$LINE_3_9_INTRO_160_TEXT	Vzteklinu?
$LINE_3_9_INTRO_170_CHAR	$MAG
$LINE_3_9_INTRO_170_TEXT	No, tohle město bylo tak dlouho opuštěné, že k jídlu už dlouho mají jen jeskynní houby a ostatní ovce.
$LINE_3_9_INTRO_180_CHAR	$MAG
$LINE_3_9_INTRO_180_TEXT	A proto jsou ... zlé.
$LINE_3_9_INTRO_190_CHAR	$MCG
$LINE_3_9_INTRO_190_TEXT	Jednoho dne bych fakt chtěla potkat smečku něčeho, co mě nechce zabít.
$LINE_3_9_INTRO_200_CHAR	$MAG
$LINE_3_9_INTRO_200_TEXT	Vypadá to, že dneska to nebude.
$SCENE_3_9_OUTRO_TITLE	Nasyceni
$LINE_3_9_OUTRO_00_CHAR	$DRA
$LINE_3_9_OUTRO_00_TEXT	Moje děti se nasytily a nabraly sílu.
$LINE_3_9_OUTRO_10_CHAR	$MCG
$LINE_3_9_OUTRO_10_TEXT	*Dodrželi jsme svou část dohody.
$LINE_3_9_OUTRO_20_CHAR	$DRA
$LINE_3_9_OUTRO_20_TEXT	Dobrá, odvedu vás do Královského archivu, ale mám ještě jednu podmínku.
$LINE_3_9_OUTRO_30_CHAR	$DRA
$LINE_3_9_OUTRO_30_TEXT	Až tam skončíte, vezmete nás s sebou z Jámy.
$LINE_3_9_OUTRO_40_CHAR	$MCG
$LINE_3_9_OUTRO_40_TEXT	Máte křídla, proč prostě neodletíte?
$LINE_3_9_OUTRO_50_CHAR	$DRA
$LINE_3_9_OUTRO_50_TEXT	Moc se ptáš, smrtelnice.
$LINE_3_9_OUTRO_60_CHAR	$DRA
$LINE_3_9_OUTRO_60_TEXT	I někdo tak užitečný jako ty by mohl být za drzost spálen.
$LINE_3_9_OUTRO_70_CHAR	$MCG
$LINE_3_9_OUTRO_70_TEXT	Fajn, bude nám potěšením vás vzít s sebou.
$LINE_3_9_OUTRO_80_CHAR	$DRA
$LINE_3_9_OUTRO_80_TEXT	To by mělo.
$LINE_3_9_OUTRO_90_CHAR	$MCG
$LINE_3_9_OUTRO_90_TEXT	Ale musíte bojovat, jako ostatní.
$LINE_3_9_OUTRO_100_CHAR	$DRA
$LINE_3_9_OUTRO_100_TEXT	... 
$LINE_3_9_OUTRO_110_CHAR	$DRA
$LINE_3_9_OUTRO_110_TEXT	Vyjednáváš tvrdě, smrtelnice..
$LINE_3_9_OUTRO_120_CHAR	$DRA
$LINE_3_9_OUTRO_120_TEXT	... tvoje kuráž mě baví.
$LINE_3_9_OUTRO_130_CHAR	$DRA
$LINE_3_9_OUTRO_130_TEXT	Pokud moje děti dostanou za svoji námahu odměnu, vaší nepřátelé pocítí náš oheň.
$SCENE_DRAGON_LAIR_INTRO_TITLE	Dračí poklad
$LINE_DRAGON_LAIR_INTRO_00_CHAR	$DRA
$LINE_DRAGON_LAIR_INTRO_00_TEXT	Za ta dlouhá léta jsme nashromáždili spoustu zbraní a brnění od smrtelníků.
$LINE_DRAGON_LAIR_INTRO_10_CHAR	$DRA
$LINE_DRAGON_LAIR_INTRO_10_TEXT	Jsou nám k ničemu, ale jsou lesklé, a my máme rádi lesklé věci.
$LINE_DRAGON_LAIR_INTRO_20_CHAR	$DRA
$LINE_DRAGON_LAIR_INTRO_20_TEXT	Taková banda válečníku jako vy by je určitě dokázala využít.
$LINE_DRAGON_LAIR_INTRO_30_CHAR	$DRA
$LINE_DRAGON_LAIR_INTRO_30_TEXT	Za přiměřenou cenu, samozřejmě...
$LINE_DRAGON_LAIR_INTRO_40_CHAR	$BER
$LINE_DRAGON_LAIR_INTRO_40_TEXT	Teda, to skopový s omáčkou je FANTASTICKÝ!
$LINE_DRAGON_LAIR_INTRO_50_CHAR	$DRA
$LINE_DRAGON_LAIR_INTRO_50_TEXT	Předtrávila jsem ho pro moje děti.
$LINE_DRAGON_LAIR_INTRO_60_CHAR	$BER
$LINE_DRAGON_LAIR_INTRO_60_TEXT	... 
$LINE_DRAGON_LAIR_INTRO_70_CHAR	$DRA
$LINE_DRAGON_LAIR_INTRO_70_TEXT	... 
$LINE_DRAGON_LAIR_INTRO_80_CHAR	$BER
$LINE_DRAGON_LAIR_INTRO_80_TEXT	Nemáš ještě?
$SCENE_DRAGON_LAIR_OUTRO_TITLE	Dlouhý příbeh
$LINE_DRAGON_LAIR_OUTRO_00_CHAR	$MCG
$LINE_DRAGON_LAIR_OUTRO_00_TEXT	Odcházíme...
$LINE_DRAGON_LAIR_OUTRO_10_CHAR	$MCG
$LINE_DRAGON_LAIR_OUTRO_10_TEXT	*Otče?
$LINE_DRAGON_LAIR_OUTRO_20_CHAR	$HEA
$LINE_DRAGON_LAIR_OUTRO_20_TEXT	Zničit tenhle svět bylo až překvapivě snadné.
