flag	name	description
$ITM_W_STAFF_25	<RE>[$ITM_W_STAFF_10_NAME]+	<RE>[$ITM_W_STAFF_10_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_STAFF_26	<RE>[$ITM_W_STAFF_12_NAME]+	<RE>[$ITM_W_STAFF_12_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_BOOK_PERHAPS	<NOTHING>	Quizás deberías llevar este libro contigo en tu próxima aventura.
$ITM_ACC_BOOK_1	Rayo conmocionador	El rayo conmociona a los enemigos y los paraliza brevemente.
$ITM_ACC_BOOK_2	Rayo en cadena	El rayo impacta en 1 objetivo adicional causando daño reducido por cada punto de habilidad en Rayo.
$ITM_ACC_BOOK_3	Inicio furioso	Los defensores invocados tienen frenesí.
$ITM_ACC_BOOK_4	Final furioso	Los defensores por debajo del 25% de salud adquieren frenesí.
$ITM_ACC_BOOK_5	Luz de la justicia	Usar Curación también aplica CEGUERA a todos los enemigos.
$ITM_ACC_BOOK_6	Luz gloriosa	Usar Curación también aplica LUZ a todos los enemigos.
$ITM_ACC_BOOK_7	Inicio lento	Los nuevos enemigos que se generan están ralentizados temporalmente.
$ITM_ACC_BOOK_8	Final lento	Los enemigos se ralentizan al acercarse a $MCG.
$ITM_ACC_BOOK_9	Área de cristal	$MCG comienza el nivel rodeada de varios cristales.
$ITM_ACC_BOOK_10	Escudo de psi	Los enemigos que golpean a $MCG reducen su Psi en lugar de sus PV. Menor pérdida de Psi por cada punto gastado en el hechizo Cristal.
$ITM_ACC_BOOK_11	Inicio explosivo	Invocar y mejorar defensores crea una pequeña explosión.
$ITM_ACC_BOOK_12	Final explosivo	Cuando derrotan a un defensor se activa una pequeña explosión.
$ITM_ACC_BOOK_13	Libro de enfermedad	Ningún defensor salvo $MCG puede regenerar, y todos los enemigos excepto los jefes son tóxicos continuamente.<N><N><RE>[$ITM_BOOK_PERHAPS_DESCRIPTION]
$ITM_ACC_BOOK_14	Libro de sangre	Todos los defensores y enemigos, excepto $MCG y los jefes, sangran continuamente.<N><N><RE>[$ITM_BOOK_PERHAPS_DESCRIPTION]
$ITM_ACC_BOOK_15	Libro de sinergia	Hielo, agua y fuego ya no se cancelan.<N><N><RE>[$ITM_BOOK_PERHAPS_DESCRIPTION]
$ITM_ACC_BOOK_16	El valle de los olvidados	Este libro no tiene poderes mágicos, es una autobiografía. Cuenta la historia de una joven bibliotecaria ashiana que sobrevivió a una epidemia solo para verse atrapada en una colonia infecta.  Está escrito como un diario, con dibujos hechos a mano con materiales improvisados como carbón, té, savia de plantas y sangre.<N><N><RE>[$ITM_BOOK_PERHAPS_DESCRIPTION]
$ITM_ACC_BOOK_17	Libro de atrevimiento	Los defensores no pueden invocarse nuevamente si han sido derrotados o retirados de la batalla.
$ITM_ACC_BOOK_18	Libro de silencio	$MCG no puede usar hechizos durante la batalla.
$ITM_ACC_BOOK_19	Libro de caras	SOLO funciona en desafíos EXTREMOS: <N><N>Los enemigos cambiarán su <LQ>estado<RQ> aleatoriamente con nuevas caras. Muy extraño.
$ITM_ACC_BOOK_20	Libro Anonymous	SOLO funciona en desafíos EXTREMOS: <N><N>Los defensores se vuelven anónimos y adquieren +3% de posibilidad de esquivar.
$ITM_ACC_BOOK_21	Libro de los secretos	Se escucha un leve susurro cuando te lo acercas a la oreja.<N><N><RE>[$ITM_BOOK_PERHAPS_DESCRIPTION]
$ITM_W_BOOK_1	<RE>$ITM_ACC_BOOK_1_NAME	<RE>$ITM_ACC_BOOK_1_DESCRIPTION
$ITM_W_BOOK_2	<RE>$ITM_ACC_BOOK_2_NAME	<RE>$ITM_ACC_BOOK_2_DESCRIPTION
$ITM_W_BOOK_3	<RE>$ITM_ACC_BOOK_3_NAME	<RE>$ITM_ACC_BOOK_3_DESCRIPTION
$ITM_W_BOOK_4	<RE>$ITM_ACC_BOOK_4_NAME	<RE>$ITM_ACC_BOOK_4_DESCRIPTION
$ITM_W_BOOK_5	<RE>$ITM_ACC_BOOK_5_NAME	<RE>$ITM_ACC_BOOK_5_DESCRIPTION
$ITM_W_BOOK_6	<RE>$ITM_ACC_BOOK_6_NAME	<RE>$ITM_ACC_BOOK_6_DESCRIPTION
$ITM_W_BOOK_7	<RE>$ITM_ACC_BOOK_7_NAME	<RE>$ITM_ACC_BOOK_7_DESCRIPTION
$ITM_W_BOOK_8	<RE>$ITM_ACC_BOOK_8_NAME	<RE>$ITM_ACC_BOOK_8_DESCRIPTION
$ITM_W_BOOK_9	<RE>$ITM_ACC_BOOK_9_NAME	<RE>$ITM_ACC_BOOK_9_DESCRIPTION
$ITM_W_BOOK_10	<RE>$ITM_ACC_BOOK_10_NAME	<RE>$ITM_ACC_BOOK_10_DESCRIPTION
$ITM_W_BOOK_11	<RE>$ITM_ACC_BOOK_11_NAME	<RE>$ITM_ACC_BOOK_11_DESCRIPTION
$ITM_W_BOOK_12	<RE>$ITM_ACC_BOOK_12_NAME	<RE>$ITM_ACC_BOOK_12_DESCRIPTION
$ITM_W_BOOK_13	<RE>$ITM_ACC_BOOK_13_NAME	<RE>$ITM_ACC_BOOK_13_DESCRIPTION
$ITM_W_BOOK_14	<RE>$ITM_ACC_BOOK_14_NAME	<RE>$ITM_ACC_BOOK_14_DESCRIPTION
$ITM_W_BOOK_15	<RE>$ITM_ACC_BOOK_15_NAME	<RE>$ITM_ACC_BOOK_15_DESCRIPTION
$ITM_W_BOOK_16	<RE>$ITM_ACC_BOOK_16_NAME	<RE>$ITM_ACC_BOOK_16_DESCRIPTION
$ITM_W_BOOK_17	<RE>$ITM_ACC_BOOK_17_NAME	<RE>$ITM_ACC_BOOK_17_DESCRIPTION
$ITM_W_BOOK_18	<RE>$ITM_ACC_BOOK_18_NAME	<RE>$ITM_ACC_BOOK_18_DESCRIPTION
$ITM_W_BOOK_19	<RE>$ITM_ACC_BOOK_19_NAME	<RE>$ITM_ACC_BOOK_19_DESCRIPTION
$ITM_W_BOOK_20	<RE>$ITM_ACC_BOOK_20_NAME	<RE>$ITM_ACC_BOOK_20_DESCRIPTION
$ITM_W_BOOK_21	<RE>$ITM_ACC_BOOK_21_NAME	<RE>$ITM_ACC_BOOK_21_DESCRIPTION
